id,officer_id,job_title,badge_number
,#NYPD_43606,Police Officer,23350
,#NYPD_43607,Police Officer,9853
,#NYPD_43608,Police Officer,12458
,#NYPD_43609,Police Officer,27576
,#NYPD_43610,Police Officer,
,#NYPD_43611,Detective Second Grade,4220
,#NYPD_43612,Sergeant,808
,#NYPD_43613,Police Officer,20606
,#NYPD_43614,Police Officer,19540
,#NYPD_43615,Police Officer,2860
,#NYPD_43616,Police Officer,7988
,#NYPD_43617,Police Officer,12135
,#NYPD_43618,Police Officer,
,#NYPD_43619,Police Officer,16835
,#NYPD_43620,Detective Third Grade,4794
,#NYPD_43620,Detective Third Grade,25922
,#NYPD_43621,Detective Specialist,4273
,#NYPD_43622,Police Officer,
,#NYPD_43623,Police Officer,
,#NYPD_43624,Police Officer,
,#NYPD_43625,Police Officer,
,#NYPD_43626,Police Officer,642
,#NYPD_43627,Police Officer,
,#NYPD_43628,Lieutenant,0
,#NYPD_43629,Police Officer,
,#NYPD_43630,Police Officer,13545
,#NYPD_43631,Police Officer,6410
,#NYPD_43632,Detective Third Grade,
,#NYPD_43633,Detective Third Grade,
,#NYPD_43634,Detective Second Grade,
,#NYPD_43635,Detective First Grade,6634
,#NYPD_43636,Police Officer,
,#NYPD_43637,Police Officer,13655
,#NYPD_43638,Sergeant,
,#NYPD_43639,Police Officer,
,#NYPD_43640,Police Officer,
,#NYPD_43641,Police Officer,
,#NYPD_43642,Police Officer,
,#NYPD_43643,Police Officer,
,#NYPD_43644,Police Officer,
,#NYPD_43645,Police Officer,
,#NYPD_43646,Police Officer,
,#NYPD_43647,Detective Third Grade,2348
,#NYPD_43648,Police Officer,
,#NYPD_43649,Police Officer,
,#NYPD_43650,Police Officer,4531
,#NYPD_43651,Police Officer,
,#NYPD_43652,Detective Third Grade,2300
,#NYPD_43653,Police Officer,26791
,#NYPD_43654,Police Officer,8490
,#NYPD_43655,Police Officer,29904
,#NYPD_43656,Police Officer,20579
,#NYPD_43657,Detective Third Grade,4662
,#NYPD_43657,Detective Third Grade,10703
,#NYPD_43658,Police Officer,
,#NYPD_43659,Police Officer,23628
,#NYPD_43660,Detective Third Grade,31417
,#NYPD_43661,Detective Third Grade,14964
,#NYPD_43662,Police Officer,22668
,#NYPD_43663,Police Officer,18676
,#NYPD_43664,Sergeant,3715
,#NYPD_43665,Police Officer,8909
,#NYPD_43666,Police Officer,12353
,#NYPD_43667,Police Officer,14355
,#NYPD_43668,Police Officer,10710
,#NYPD_43669,Police Officer,
,#NYPD_43670,Police Officer,21201
,#NYPD_43671,Police Officer,17696
,#NYPD_43672,Police Officer,
,#NYPD_43673,Police Officer,4795
,#NYPD_43674,Police Officer,
,#NYPD_43675,Police Officer,3929
,#NYPD_43676,Police Officer,29161
,#NYPD_43677,Police Officer,19055
,#NYPD_43678,Detective Third Grade,4530
,#NYPD_43679,Police Officer,5701
,#NYPD_43680,Police Officer,
,#NYPD_43681,Police Officer,
,#NYPD_43682,Police Officer,8788
,#NYPD_43683,Police Officer,17295
,#NYPD_43684,Detective Second Grade,6919
,#NYPD_43685,Lieutenant,0
,#NYPD_43686,Detective First Grade,7548
,#NYPD_43687,Police Officer,10447
,#NYPD_43688,Police Officer,5681
,#NYPD_43689,Police Officer,
,#NYPD_43690,Police Officer,
,#NYPD_43691,Police Officer,18360
,#NYPD_43692,Detective Second Grade,6031
,#NYPD_43693,Police Officer,7147
,#NYPD_43694,Police Officer,27843
,#NYPD_43695,Police Officer,
,#NYPD_43696,Sergeant,4154
,#NYPD_43697,Police Officer,30263
,#NYPD_43698,Police Officer,7555
,#NYPD_43699,Police Officer,
,#NYPD_43700,Detective Second Grade,6078
,#NYPD_43701,Police Officer,13229
,#NYPD_43702,Police Officer,
,#NYPD_43703,Police Officer,
,#NYPD_43704,Police Officer,
,#NYPD_43705,Police Officer,12157
,#NYPD_43706,Police Officer,22702
,#NYPD_43707,Police Officer,
,#NYPD_43708,Police Officer,
,#NYPD_43709,Sergeant,5444
,#NYPD_43710,Police Officer,4091
,#NYPD_43711,Police Officer,30838
,#NYPD_43712,Sergeant,5596
,#NYPD_43713,Police Officer,25611
,#NYPD_43714,Police Officer,3215
,#NYPD_43715,Police Officer,13322
,#NYPD_43716,Police Officer,
,#NYPD_43717,Police Officer,
,#NYPD_43718,Police Officer,
,#NYPD_43719,Police Officer,2835
,#NYPD_43720,Police Officer,
,#NYPD_43721,Police Officer,30531
,#NYPD_43722,Police Officer,8164
,#NYPD_43723,Detective Specialist,250
,#NYPD_43724,Sergeant,27618
,#NYPD_43725,Detective Third Grade,6953
,#NYPD_43726,Detective Third Grade,4013
,#NYPD_43726,Detective Third Grade,3088
,#NYPD_43727,Police Officer,22717
,#NYPD_43728,Police Officer,7280
,#NYPD_43729,Police Officer,17343
,#NYPD_43730,Police Officer,27308
,#NYPD_43731,Police Officer,
,#NYPD_43732,Police Officer,
,#NYPD_43733,Police Officer,
,#NYPD_43734,Police Officer,8124
,#NYPD_43735,Police Officer,23242
,#NYPD_43736,Police Officer,12123
,#NYPD_43737,Sergeant,
,#NYPD_43738,Detective Specialist,4503
,#NYPD_43739,Police Officer,
,#NYPD_43740,Police Officer,
,#NYPD_43741,Detective Third Grade,403
,#NYPD_43742,Police Officer,
,#NYPD_43743,Police Officer,25570
,#NYPD_43744,Police Officer,13149
,#NYPD_43745,Police Officer,22054
,#NYPD_43746,Sergeant,3651
,#NYPD_43747,Police Officer,31078
,#NYPD_43748,Detective Third Grade,5315
,#NYPD_43749,Police Officer,11312
,#NYPD_43750,Detective Second Grade,5725
,#NYPD_43751,Detective First Grade,4813
,#NYPD_43752,Police Officer,12876
,#NYPD_43753,Police Officer,28987
,#NYPD_43754,Police Officer,6527
,#NYPD_43755,Police Officer,5483
,#NYPD_43756,Police Officer,
,#NYPD_43757,Police Officer,
,#NYPD_43758,Police Officer,25374
,#NYPD_43759,Police Officer,24686
,#NYPD_43760,Detective Second Grade,4793
,#NYPD_43761,Sergeant,3275
,#NYPD_43762,Police Officer,
,#NYPD_43763,Police Officer,19943
,#NYPD_43764,Police Officer,13884
,#NYPD_43764,Police Officer,273
,#NYPD_43765,Police Officer,1376
,#NYPD_43766,Police Officer,12124
,#NYPD_43767,Detective Second Grade,7186
,#NYPD_43768,Police Officer,
,#NYPD_43769,Police Officer,
,#NYPD_43770,Detective Third Grade,6076
,#NYPD_43771,Police Officer,28037
,#NYPD_43772,Police Officer,2604
,#NYPD_43773,Police Officer,14501
,#NYPD_43774,Police Officer,22946
,#NYPD_43775,Police Officer,26679
,#NYPD_43776,Police Officer,22834
,#NYPD_43777,Detective Third Grade,
,#NYPD_43778,Police Officer,
,#NYPD_43779,Detective Third Grade,27733
,#NYPD_43780,Police Officer,12375
,#NYPD_43781,Police Officer,
,#NYPD_43782,Detective First Grade,1013
,#NYPD_43782,Detective First Grade,6340
,#NYPD_43783,Sergeant,
,#NYPD_43784,Detective Second Grade,6039
,#NYPD_43785,Police Officer,
,#NYPD_43786,Police Officer,
,#NYPD_43787,Detective Second Grade,984
,#NYPD_43788,Detective Third Grade,6149
,#NYPD_43789,Detective Third Grade,3761
,#NYPD_43790,Sergeant,32
,#NYPD_43790,Sergeant,5148
,#NYPD_43790,Sergeant,1501
,#NYPD_43791,Detective Specialist,3968
,#NYPD_43792,Sergeant,8696
,#NYPD_43792,Sergeant,5012
,#NYPD_43793,Police Officer,
,#NYPD_43794,Police Officer,12022
,#NYPD_43795,Police Officer,13406
,#NYPD_43796,Police Officer,15722
,#NYPD_43797,Police Officer,
,#NYPD_43798,Sergeant,4282
,#NYPD_43799,Police Officer,28182
,#NYPD_43800,Police Officer,17123
,#NYPD_43801,Police Officer,10731
,#NYPD_43802,Police Officer,6014
,#NYPD_43803,Police Officer,
,#NYPD_43804,Police Officer,
,#NYPD_43805,Police Officer,
,#NYPD_43806,Police Officer,24541
,#NYPD_43807,Detective Second Grade,4583
,#NYPD_43808,Sergeant,4289
,#NYPD_43809,Police Officer,28141
,#NYPD_43810,Police Officer,
,#NYPD_43811,Police Officer,
,#NYPD_43812,Police Officer,18829
,#NYPD_43813,Police Officer,11772
,#NYPD_43814,Sergeant,24472
,#NYPD_43814,Sergeant,75
,#NYPD_43815,Police Officer,21434
,#NYPD_43816,Police Officer,3754
,#NYPD_43817,Detective First Grade,7865
,#NYPD_43818,Police Officer,
,#NYPD_43819,Police Officer,
,#NYPD_43820,Police Officer,
,#NYPD_43821,Police Officer,13077
,#NYPD_43822,Sergeant,4157
,#NYPD_43823,Police Officer,
,#NYPD_43824,Police Officer,9563
,#NYPD_43825,Detective Third Grade,5316
,#NYPD_43826,Sergeant,
,#NYPD_43827,Police Officer,21540
,#NYPD_43828,Sergeant,4389
,#NYPD_43829,Police Officer,2838
,#NYPD_43830,Police Officer,
,#NYPD_43831,Police Officer,
,#NYPD_43832,Police Officer,19485
,#NYPD_43833,Police Officer,
,#NYPD_43834,Police Officer,
,#NYPD_43835,Police Officer,
,#NYPD_43836,Police Officer,
,#NYPD_43837,Police Officer,2584
,#NYPD_43838,Police Officer,21075
,#NYPD_43839,Lieutenant,0
,#NYPD_43840,Police Officer,22061
,#NYPD_43841,Sergeant,4790
,#NYPD_43842,Police Officer,
,#NYPD_43843,Police Officer,5592
,#NYPD_43844,Police Officer,21190
,#NYPD_43845,Police Officer,26673
,#NYPD_43846,Police Officer,11545
,#NYPD_43847,Sergeant,4820
,#NYPD_43848,Police Officer,7164
,#NYPD_43849,Police Officer,
,#NYPD_43850,Police Officer,
,#NYPD_43851,Police Officer,
,#NYPD_43852,Police Officer,
,#NYPD_43853,Sergeant,4192
,#NYPD_43854,Deputy Inspector,0
,#NYPD_43855,Police Officer,13291
,#NYPD_43856,Police Officer,14049
,#NYPD_43857,Detective First Grade,1679
,#NYPD_43858,Detective Third Grade,7359
,#NYPD_43859,Detective Third Grade,20412
,#NYPD_43859,Detective Third Grade,6512
,#NYPD_43860,Police Officer,24444
,#NYPD_43861,Police Officer,1401
,#NYPD_43862,Lieutenant,0
,#NYPD_43863,Lieutenant,0
,#NYPD_43864,Police Officer,
,#NYPD_43865,Lieutenant,0
,#NYPD_43866,Police Officer,1462
,#NYPD_43867,Captain,0
,#NYPD_43868,Police Officer,19591
,#NYPD_43869,Police Officer,17890
,#NYPD_43870,Police Officer,4424
,#NYPD_43871,Lieutenant,0
,#NYPD_43872,Detective Third Grade,7611
,#NYPD_43873,Police Officer,4553
,#NYPD_43874,Detective Second Grade,1311
,#NYPD_43875,Police Officer,
,#NYPD_43876,Detective Second Grade,1918
,#NYPD_43877,Police Officer,2642
,#NYPD_43878,Police Officer,23749
,#NYPD_43879,Police Officer,
,#NYPD_43880,Detective Third Grade,14838
,#NYPD_43880,Detective Third Grade,2934
,#NYPD_43881,Lieutenant,0
,#NYPD_43882,Police Officer,
,#NYPD_43883,Police Officer,6696
,#NYPD_43884,Police Officer,12373
,#NYPD_43885,Police Officer,4413
,#NYPD_43886,Lieutenant,0
,#NYPD_43887,Detective Third Grade,5775
,#NYPD_43888,Police Officer,28421
,#NYPD_43889,Police Officer,
,#NYPD_43890,Police Officer,5061
,#NYPD_43890,Police Officer,23693
,#NYPD_43891,Lieutenant,
,#NYPD_43892,Police Officer,
,#NYPD_43893,Police Officer,
,#NYPD_43894,Detective Third Grade,2421
,#NYPD_43895,Lieutenant,0
,#NYPD_43896,Sergeant,
,#NYPD_43897,Detective Specialist,1778
,#NYPD_43897,Detective Specialist,2798
,#NYPD_43898,Lieutenant,0
,#NYPD_43899,Police Officer,
,#NYPD_43900,Police Officer,24874
,#NYPD_43901,Police Officer,20203
,#NYPD_43902,Police Officer,28469
,#NYPD_43903,Police Officer,3512
,#NYPD_43904,Police Officer,6691
,#NYPD_43905,Police Officer,17628
,#NYPD_43906,Police Officer,9991
,#NYPD_43907,Police Officer,10283
,#NYPD_43908,Police Officer,
,#NYPD_43909,Police Officer,2361
,#NYPD_43910,Lieutenant,0
,#NYPD_43911,Sergeant,3352
,#NYPD_43912,Detective Third Grade,2378
,#NYPD_43913,Police Officer,31836
,#NYPD_43914,Police Officer,19917
,#NYPD_43915,Police Officer,10492
,#NYPD_43916,Police Officer,25712
,#NYPD_43917,Police Officer,10247
,#NYPD_43918,Police Officer,14457
,#NYPD_43919,Police Officer,12743
,#NYPD_43920,Police Officer,11152
,#NYPD_43921,Sergeant,4169
,#NYPD_43922,Detective Third Grade,7470
,#NYPD_43923,Police Officer,21880
,#NYPD_43924,Detective Third Grade,5914
,#NYPD_43925,Detective Third Grade,5938
,#NYPD_43926,Lieutenant,0
,#NYPD_43927,Police Officer,
,#NYPD_43928,Police Officer,23929
,#NYPD_43929,Detective Third Grade,4393
,#NYPD_43930,Police Officer,1825
,#NYPD_43931,Lieutenant,2473
,#NYPD_43931,Lieutenant,0
,#NYPD_43932,Police Officer,26643
,#NYPD_43933,Police Officer,4523
,#NYPD_43934,Police Officer,19553
,#NYPD_43934,Police Officer,23404
,#NYPD_43935,Police Officer,20133
,#NYPD_43936,Police Officer,22355
,#NYPD_43937,Police Officer,17694
,#NYPD_43938,Police Officer,1350
,#NYPD_43939,Police Officer,19441
,#NYPD_43940,Police Officer,22764
,#NYPD_43941,Police Officer,2379
,#NYPD_43942,Police Officer,4461
,#NYPD_43943,Detective Third Grade,7620
,#NYPD_43944,Police Officer,14225
,#NYPD_43945,Police Officer,17650
,#NYPD_43946,Police Officer,2037
,#NYPD_43947,Sergeant,3507
,#NYPD_43948,Police Officer,25881
,#NYPD_43949,Police Officer,25746
,#NYPD_43950,Police Officer,4109
,#NYPD_43951,Police Officer,6454
,#NYPD_43952,Police Officer,
,#NYPD_43953,Police Officer,19493
,#NYPD_43954,Police Officer,28427
,#NYPD_43955,Sergeant,
,#NYPD_43956,Sergeant,18826
,#NYPD_43956,Sergeant,985
,#NYPD_43957,Detective Third Grade,4944
,#NYPD_43957,Detective Third Grade,2176
,#NYPD_43958,Sergeant,5118
,#NYPD_43959,Lieutenant,0
,#NYPD_43960,Police Officer,
,#NYPD_43961,Police Officer,24654
,#NYPD_43961,Police Officer,1900
,#NYPD_43962,Sergeant,586
,#NYPD_43963,Police Officer,20370
,#NYPD_43964,Police Officer,9499
,#NYPD_43965,Police Officer,4638
,#NYPD_43966,Detective Third Grade,2541
,#NYPD_43967,Detective Third Grade,2447
,#NYPD_43967,Detective Third Grade,2477
,#NYPD_43968,Police Officer,5202
,#NYPD_43969,Police Officer,16013
,#NYPD_43970,Police Officer,1408
,#NYPD_43971,Police Officer,25139
,#NYPD_43972,Sergeant,2368
,#NYPD_43973,Detective Third Grade,1669
,#NYPD_43973,Detective Third Grade,3178
,#NYPD_43974,Police Officer,9244
,#NYPD_43975,Detective Third Grade,3693
,#NYPD_43976,Police Officer,24796
,#NYPD_43977,Police Officer,2517
,#NYPD_43978,Police Officer,10169
,#NYPD_43978,Police Officer,2171
,#NYPD_43979,Police Officer,18816
,#NYPD_43980,Police Officer,4283
,#NYPD_43981,Police Officer,24231
,#NYPD_43982,Police Officer,4831
,#NYPD_43983,Police Officer,716
,#NYPD_43984,Police Officer,7352
,#NYPD_43985,Police Officer,
,#NYPD_43986,Police Officer,7463
,#NYPD_43987,Police Officer,5022
,#NYPD_43988,Police Officer,6105
,#NYPD_43989,Sergeant,3742
,#NYPD_43990,Police Officer,18843
,#NYPD_43991,Police Officer,6733
,#NYPD_43992,Police Officer,24432
,#NYPD_43993,Police Officer,24344
,#NYPD_43994,Police Officer,22101
,#NYPD_43995,Detective Third Grade,1024
,#NYPD_43996,Detective Second Grade,1340
,#NYPD_43997,Inspector,0
,#NYPD_43998,Police Officer,29358
,#NYPD_43999,Police Officer,2445
,#NYPD_44000,Sergeant,5132
,#NYPD_44001,Police Officer,10677
,#NYPD_44002,Detective Third Grade,3183
,#NYPD_44003,Detective Third Grade,4686
,#NYPD_44004,Police Officer,20808
,#NYPD_44005,Police Officer,29663
,#NYPD_44006,Police Officer,7119
,#NYPD_44007,Police Officer,13479
,#NYPD_44008,Detective Specialist,3441
,#NYPD_44009,Sergeant,3433
,#NYPD_44010,Police Officer,18956
,#NYPD_44011,Police Officer,29775
,#NYPD_44012,Police Officer,
,#NYPD_44013,Police Officer,27610
,#NYPD_44014,Detective Third Grade,
,#NYPD_44015,Detective Second Grade,
,#NYPD_44016,Police Officer,28091
,#NYPD_44017,Police Officer,6634
,#NYPD_44018,Detective Third Grade,1661
,#NYPD_44019,Police Officer,21535
,#NYPD_44020,Police Officer,10437
,#NYPD_44021,Police Officer,14359
,#NYPD_44022,Sergeant,2483
,#NYPD_44022,Sergeant,4293
,#NYPD_44023,Sergeant,2083
,#NYPD_44024,Police Officer,28927
,#NYPD_44025,Police Officer,1730
,#NYPD_44026,Police Officer,26185
,#NYPD_44027,Police Officer,29602
,#NYPD_44028,Police Officer,20513
,#NYPD_44029,Police Officer,20799
,#NYPD_44030,Police Officer,14691
,#NYPD_44031,Police Officer,2894
,#NYPD_44032,Sergeant,2117
,#NYPD_44033,Police Officer,31681
,#NYPD_44034,Police Officer,2001
,#NYPD_44035,Police Officer,16093
,#NYPD_44036,Sergeant,2632
,#NYPD_44037,Detective Second Grade,3911
,#NYPD_44038,Police Officer,
,#NYPD_44039,Sergeant,4902
,#NYPD_44040,Sergeant,3076
,#NYPD_44041,Detective Specialist,7222
,#NYPD_44042,Lieutenant,0
,#NYPD_44043,Sergeant,5257
,#NYPD_44044,Police Officer,738
,#NYPD_44045,Police Officer,21157
,#NYPD_44046,Police Officer,13953
,#NYPD_44047,Police Officer,3962
,#NYPD_44048,Police Officer,10146
,#NYPD_44049,Police Officer,30168
,#NYPD_44050,Police Officer,10713
,#NYPD_44051,Police Officer,
,#NYPD_44052,Police Officer,21193
,#NYPD_44053,Detective First Grade,5530
,#NYPD_44054,Detective First Grade,2810
,#NYPD_44055,Sergeant,5316
,#NYPD_44056,Lieutenant,0
,#NYPD_44057,Police Officer,20702
,#NYPD_44058,Detective Second Grade,2888
,#NYPD_44059,Police Officer,860
,#NYPD_44060,Detective Second Grade,1085
,#NYPD_44061,Police Officer,
,#NYPD_44062,Police Officer,27562
,#NYPD_44063,Police Officer,22173
,#NYPD_44064,Police Officer,
,#NYPD_44065,Lieutenant,0
,#NYPD_44066,Police Officer,6578
,#NYPD_44067,Detective Specialist,22490
,#NYPD_44067,Detective Specialist,4279
,#NYPD_44068,Police Officer,
,#NYPD_44069,Police Officer,
,#NYPD_44070,Police Officer,
,#NYPD_44071,Police Officer,15875
,#NYPD_44072,Detective Third Grade,1334
,#NYPD_44073,Lieutenant,0
,#NYPD_44074,Detective Third Grade,1448
,#NYPD_44074,Detective Third Grade,1748
,#NYPD_44075,Police Officer,21065
,#NYPD_44076,Police Officer,10925
,#NYPD_44077,Police Officer,17031
,#NYPD_44078,Police Officer,
,#NYPD_44079,Police Officer,27700
,#NYPD_44080,Police Officer,5001
,#NYPD_44081,Police Officer,
,#NYPD_44082,Lieutenant,0
,#NYPD_44083,Police Officer,9474
,#NYPD_44084,Detective Third Grade,5898
,#NYPD_44085,Police Officer,
,#NYPD_44086,Police Officer,
,#NYPD_44087,Police Officer,15910
,#NYPD_44088,Police Officer,6295
,#NYPD_44088,Police Officer,5340
,#NYPD_44089,Police Officer,15016
,#NYPD_44090,Sergeant,
,#NYPD_44091,Police Officer,1612
,#NYPD_44092,Police Officer,18780
,#NYPD_44093,Police Officer,4023
,#NYPD_44094,Police Officer,6839
,#NYPD_44095,Police Officer,23642
,#NYPD_44096,Police Officer,20922
,#NYPD_44097,Sergeant,3275
,#NYPD_44098,Sergeant,2043
,#NYPD_44099,Lieutenant,0
,#NYPD_44100,Police Officer,31915
,#NYPD_44101,Deputy Inspector,0
,#NYPD_44102,Detective Third Grade,31085
,#NYPD_44102,Detective Third Grade,5317
,#NYPD_44103,Police Officer,26187
,#NYPD_44104,Sergeant,163
,#NYPD_44105,Police Officer,5859
,#NYPD_44106,Police Officer,4615
,#NYPD_44107,Police Officer,13976
,#NYPD_44108,Police Officer,23727
,#NYPD_44109,Police Officer,21166
,#NYPD_44110,Police Officer,
,#NYPD_44111,Sergeant,2965
,#NYPD_44112,Police Officer,
,#NYPD_44113,Detective Second Grade,5726
,#NYPD_44114,Detective Third Grade,1884
,#NYPD_44114,Detective Third Grade,6869
,#NYPD_44115,Detective Second Grade,3666
,#NYPD_44116,Police Officer,
,#NYPD_44117,Police Officer,
,#NYPD_44118,Police Officer,1009
,#NYPD_44119,Detective Second Grade,4209
,#NYPD_44120,Police Officer,8835
,#NYPD_44121,Lieutenant,0
,#NYPD_44122,Police Officer,8122
,#NYPD_44123,Police Officer,
,#NYPD_44124,Sergeant,
,#NYPD_44125,Police Officer,1495
,#NYPD_44126,Police Officer,6431
,#NYPD_44127,Police Officer,28768
,#NYPD_44128,Detective Second Grade,4526
,#NYPD_44129,Police Officer,5500
,#NYPD_44130,Police Officer,
,#NYPD_44131,Police Officer,27723
,#NYPD_44132,Police Officer,4135
,#NYPD_44133,Police Officer,16084
,#NYPD_44134,Police Officer,
,#NYPD_44135,Lieutenant,0
,#NYPD_44136,Police Officer,5585
,#NYPD_44137,Detective Third Grade,
,#NYPD_44138,Detective Third Grade,18022
,#NYPD_44139,Detective First Grade,5197
,#NYPD_44140,Sergeant,2741
,#NYPD_44140,Sergeant,0
,#NYPD_44141,Police Officer,13951
,#NYPD_44142,Captain,0
,#NYPD_44143,Police Officer,28928
,#NYPD_44144,Police Officer,10248
,#NYPD_44145,Police Officer,6201
,#NYPD_44146,Police Officer,12661
,#NYPD_44147,Detective Third Grade,7348
,#NYPD_44148,Police Officer,1108
,#NYPD_44149,Police Officer,12923
,#NYPD_44150,Police Officer,24590
,#NYPD_44151,Police Officer,19404
,#NYPD_44152,Police Officer,8395
,#NYPD_44153,Lieutenant,0
,#NYPD_44154,Police Officer,26101
,#NYPD_44155,Lieutenant,5086
,#NYPD_44155,Lieutenant,0
,#NYPD_44156,Sergeant,4175
,#NYPD_44157,Detective Second Grade,6121
,#NYPD_44158,Police Officer,9209
,#NYPD_44159,Detective Third Grade,3218
,#NYPD_44160,Police Officer,9745
,#NYPD_44161,Police Officer,6698
,#NYPD_44162,Detective Third Grade,1350
,#NYPD_44163,Police Officer,15719
,#NYPD_44164,Sergeant,0
,#NYPD_44165,Detective Specialist,13332
,#NYPD_44165,Detective Specialist,7162
,#NYPD_44166,Police Officer,4197
,#NYPD_44167,Police Officer,
,#NYPD_44168,Police Officer,16591
,#NYPD_44169,Police Officer,20373
,#NYPD_44170,Police Officer,11296
,#NYPD_44171,Inspector,0
,#NYPD_44172,Detective Third Grade,8708
,#NYPD_44172,Detective Third Grade,7560
,#NYPD_44173,Lieutenant,0
,#NYPD_44174,Detective Third Grade,4719
,#NYPD_44175,Police Officer,
,#NYPD_44176,Police Officer,
,#NYPD_44177,Police Officer,
,#NYPD_44178,Police Officer,7785
,#NYPD_44179,Lieutenant,0
,#NYPD_44180,Police Officer,10800
,#NYPD_44181,Detective First Grade,2935
,#NYPD_44182,Deputy Chief Inspector,0
,#NYPD_44183,Detective Third Grade,
,#NYPD_44184,Police Officer,9492
,#NYPD_44185,Sergeant,49
,#NYPD_44186,Police Officer,25999
,#NYPD_44187,Lieutenant,0
,#NYPD_44188,Police Officer,5882
,#NYPD_44189,Police Officer,11000
,#NYPD_44190,Police Officer,15175
,#NYPD_44191,Police Officer,12208
,#NYPD_44192,Sergeant,5183
,#NYPD_44193,Detective Second Grade,7636
,#NYPD_44194,Sergeant,5602
,#NYPD_44195,Police Officer,26735
,#NYPD_44196,Police Officer,6891
,#NYPD_44197,Police Officer,23783
,#NYPD_44198,Police Officer,28272
,#NYPD_44199,Police Officer,2448
,#NYPD_44200,Police Officer,13796
,#NYPD_44201,Lieutenant,0
,#NYPD_44202,Police Officer,7253
,#NYPD_44203,Police Officer,25897
,#NYPD_44204,Sergeant,4267
,#NYPD_44205,Sergeant,3607
,#NYPD_44206,Sergeant,2572
,#NYPD_44207,Police Officer,11302
,#NYPD_44208,Police Officer,5587
,#NYPD_44209,Detective Third Grade,70
,#NYPD_44210,Police Officer,518
,#NYPD_44211,Police Officer,27614
,#NYPD_44212,Police Officer,23534
,#NYPD_44213,Detective First Grade,4554
,#NYPD_44214,Police Officer,21738
,#NYPD_44215,Police Officer,837
,#NYPD_44216,Police Officer,
,#NYPD_44217,Police Officer,31663
,#NYPD_44218,Police Officer,
,#NYPD_44219,Lieutenant,0
,#NYPD_44220,Police Officer,5945
,#NYPD_44221,Police Officer,22965
,#NYPD_44222,Police Officer,12023
,#NYPD_44223,Detective Specialist,4128
,#NYPD_44224,Detective Third Grade,6903
,#NYPD_44225,Police Officer,1916
,#NYPD_44226,Police Officer,19058
,#NYPD_44227,Police Officer,24657
,#NYPD_44228,Lieutenant,0
,#NYPD_44229,Detective First Grade,3822
,#NYPD_44230,Detective First Grade,920
,#NYPD_44231,Police Officer,4418
,#NYPD_44232,Police Officer,20900
,#NYPD_44233,Detective Third Grade,29004
,#NYPD_44233,Detective Third Grade,513
,#NYPD_44234,Police Officer,2225
,#NYPD_44235,Detective Third Grade,7904
,#NYPD_44236,Sergeant,1411
,#NYPD_44237,Detective Second Grade,5776
,#NYPD_44238,Police Officer,7666
,#NYPD_44239,Detective Third Grade,7117
,#NYPD_44240,Police Officer,
,#NYPD_44241,Detective Second Grade,5109
,#NYPD_44242,Police Officer,12662
,#NYPD_44243,Detective Third Grade,3983
,#NYPD_44244,Police Officer,5692
,#NYPD_44245,Sergeant,3313
,#NYPD_44246,Police Officer,22365
,#NYPD_44247,Sergeant,1577
,#NYPD_44247,Sergeant,684
,#NYPD_44248,Detective Third Grade,2760
,#NYPD_44248,Detective Third Grade,5288
,#NYPD_44249,Police Officer,5932
,#NYPD_44250,Detective Third Grade,5727
,#NYPD_44251,Police Officer,29214
,#NYPD_44252,Police Officer,15862
,#NYPD_44253,Detective Third Grade,3794
,#NYPD_44254,Police Officer,858
,#NYPD_44255,Police Officer,9497
,#NYPD_44256,Police Officer,29190
,#NYPD_44257,Sergeant,228
,#NYPD_44258,Police Officer,26069
,#NYPD_44259,Police Officer,19497
,#NYPD_44260,Police Officer,11303
,#NYPD_44261,Detective Third Grade,6507
,#NYPD_44262,Police Officer,14543
,#NYPD_44263,Lieutenant,0
,#NYPD_44264,Detective Third Grade,1276
,#NYPD_44264,Detective Third Grade,31489
,#NYPD_44265,Police Officer,26080
,#NYPD_44266,Sergeant,3965
,#NYPD_44267,Detective Third Grade,7344
,#NYPD_44268,Detective Third Grade,
,#NYPD_44269,Police Officer,13390
,#NYPD_44270,Police Officer,29945
,#NYPD_44271,Police Officer,
,#NYPD_44272,Police Officer,
,#NYPD_44273,Detective Second Grade,7023
,#NYPD_44274,Sergeant,4949
,#NYPD_44275,Police Officer,28982
,#NYPD_44276,Police Officer,87
,#NYPD_44277,Police Officer,1865
,#NYPD_44278,Sergeant,25255
,#NYPD_44278,Sergeant,5447
,#NYPD_44279,Police Officer,24872
,#NYPD_44280,Police Officer,2898
,#NYPD_44281,Police Officer,14485
,#NYPD_44282,Police Officer,1204
,#NYPD_44283,Police Officer,7749
,#NYPD_44284,Police Officer,15910
,#NYPD_44285,Detective Third Grade,2384
,#NYPD_44286,Police Officer,27710
,#NYPD_44287,Police Officer,22848
,#NYPD_44288,Police Officer,29779
,#NYPD_44289,Police Officer,
,#NYPD_44290,Police Officer,18369
,#NYPD_44291,Police Officer,4143
,#NYPD_44292,Sergeant,4149
,#NYPD_44293,Police Officer,29917
,#NYPD_44294,Detective Third Grade,198
,#NYPD_44295,Sergeant,896
,#NYPD_44296,Police Officer,15865
,#NYPD_44297,Detective Third Grade,2716
,#NYPD_44298,Police Officer,903
,#NYPD_44299,Police Officer,11142
,#NYPD_44300,Police Officer,1111
