id,officer_id,job_title,badge_number
,#NYPD_12500,Police Officer,19638
,#NYPD_12501,Police Officer,15485
,#NYPD_12502,Police Officer,3463
,#NYPD_12503,Police Officer,30124
,#NYPD_12504,Police Officer,28599
,#NYPD_12505,Police Officer,3786
,#NYPD_12506,Police Officer,11420
,#NYPD_12507,Sergeant,1120
,#NYPD_12508,Police Officer,14095
,#NYPD_12509,Police Officer,20553
,#NYPD_12510,Police Officer,12570
,#NYPD_12511,Sergeant,737
,#NYPD_12512,Detective Third Grade,24627
,#NYPD_12512,Detective Third Grade,3841
,#NYPD_12513,Deputy Inspector,0
,#NYPD_12514,Police Officer,
,#NYPD_12515,Sergeant,
,#NYPD_12516,Police Officer,13891
,#NYPD_12517,Lieutenant,7354
,#NYPD_12517,Lieutenant,0
,#NYPD_12518,Sergeant,3152
,#NYPD_12519,Sergeant,825
,#NYPD_12520,Detective Specialist,6226
,#NYPD_12521,Police Officer,31907
,#NYPD_12522,Sergeant,4503
,#NYPD_12523,Sergeant,387
,#NYPD_12524,Sergeant,2273
,#NYPD_12524,Sergeant,427
,#NYPD_12525,Detective Specialist,3227
,#NYPD_12526,Inspector,0
,#NYPD_12527,Inspector,0
,#NYPD_12528,Police Officer,14134
,#NYPD_12529,Captain,0
,#NYPD_12530,Captain,0
,#NYPD_12531,Lieutenant,0
,#NYPD_12532,Detective Third Grade,4546
,#NYPD_12533,Police Officer,9889
,#NYPD_12534,Sergeant,2807
,#NYPD_12535,Police Officer,
,#NYPD_12536,Sergeant,3045
,#NYPD_12537,Police Officer,16121
,#NYPD_12538,Police Officer,12425
,#NYPD_12539,Police Officer,2597
,#NYPD_12540,Lieutenant,0
,#NYPD_12541,Police Officer,1642
,#NYPD_12542,Police Officer,14440
,#NYPD_12543,Police Officer,8340
,#NYPD_12544,Detective Third Grade,5518
,#NYPD_12545,Police Officer,12604
,#NYPD_12545,Police Officer,1190
,#NYPD_12546,Detective Third Grade,19383
,#NYPD_12546,Detective Third Grade,1120
,#NYPD_12547,Detective Third Grade,19936
,#NYPD_12548,Detective Third Grade,7461
,#NYPD_12549,Sergeant,1273
,#NYPD_12550,Police Officer,2168
,#NYPD_12551,Police Officer,27443
,#NYPD_12552,Sergeant,10918
,#NYPD_12552,Sergeant,1012
,#NYPD_12553,Police Officer,584
,#NYPD_12554,Police Officer,8129
,#NYPD_12555,Police Officer,27443
,#NYPD_12556,Police Officer,8566
,#NYPD_12557,Police Officer,15421
,#NYPD_12558,Police Officer,
,#NYPD_12559,Police Officer,9791
,#NYPD_12560,Police Officer,12934
,#NYPD_12561,Police Officer,23210
,#NYPD_12562,Detective Specialist,5264
,#NYPD_12563,Police Officer,3876
,#NYPD_12564,Police Officer,28256
,#NYPD_12565,Detective First Grade,3662
,#NYPD_12566,Detective Third Grade,1794
,#NYPD_12567,Police Officer,3063
,#NYPD_12568,Inspector,0
,#NYPD_12569,Police Officer,5164
,#NYPD_12570,Police Officer,20198
,#NYPD_12571,Police Officer,17711
,#NYPD_12572,Police Officer,29055
,#NYPD_12573,Police Officer,26596
,#NYPD_12574,Police Officer,5133
,#NYPD_12575,Police Officer,31809
,#NYPD_12576,Detective Third Grade,1081
,#NYPD_12577,Police Officer,29293
,#NYPD_12578,Police Officer,24719
,#NYPD_12579,Detective Third Grade,29244
,#NYPD_12579,Detective Third Grade,5660
,#NYPD_12580,Police Officer,
,#NYPD_12581,Police Officer,2623
,#NYPD_12582,Police Officer,15228
,#NYPD_12583,Police Officer,6635
,#NYPD_12584,Police Officer,653
,#NYPD_12585,Sergeant,3127
,#NYPD_12586,Police Officer,
,#NYPD_12587,Police Officer,11204
,#NYPD_12588,Sergeant,785
,#NYPD_12589,Police Officer,6632
,#NYPD_12590,Sergeant,1647
,#NYPD_12591,Police Officer,6444
,#NYPD_12592,Detective First Grade,7885
,#NYPD_12592,Detective First Grade,1526
,#NYPD_12593,Police Officer,21693
,#NYPD_12594,Police Officer,1196
,#NYPD_12595,Police Officer,
,#NYPD_12596,Detective Third Grade,5219
,#NYPD_12597,Police Officer,7571
,#NYPD_12598,Detective First Grade,7642
,#NYPD_12599,Sergeant,2179
,#NYPD_12599,Sergeant,0
,#NYPD_12600,Sergeant,2996
,#NYPD_12601,Detective Specialist,5237
,#NYPD_12602,Detective Third Grade,7028
,#NYPD_12603,Police Officer,13647
,#NYPD_12604,Police Officer,10362
,#NYPD_12605,Police Officer,9446
,#NYPD_12606,Police Officer,2254
,#NYPD_12607,Police Officer,18923
,#NYPD_12608,Police Officer,31459
,#NYPD_12609,Sergeant,2024
,#NYPD_12610,Detective Third Grade,282
,#NYPD_12610,Detective Third Grade,5225
,#NYPD_12611,Police Officer,18911
,#NYPD_12612,Police Officer,4656
,#NYPD_12613,Police Officer,12819
,#NYPD_12614,Sergeant,1110
,#NYPD_12615,Detective Third Grade,3785
,#NYPD_12616,Sergeant,3902
,#NYPD_12616,Sergeant,3092
,#NYPD_12617,Police Officer,22212
,#NYPD_12618,Sergeant,1586
,#NYPD_12619,Police Officer,10373
,#NYPD_12620,Detective Third Grade,27135
,#NYPD_12620,Detective Third Grade,2366
,#NYPD_12621,Police Officer,9789
,#NYPD_12622,Police Officer,1421
,#NYPD_12622,Police Officer,2965
,#NYPD_12623,Sergeant,4405
,#NYPD_12624,Police Officer,
,#NYPD_12625,Police Officer,
,#NYPD_12626,Police Officer,16289
,#NYPD_12627,Detective Specialist,4564
,#NYPD_12628,Police Officer,21025
,#NYPD_12629,Lieutenant,0
,#NYPD_12630,Sergeant,4128
,#NYPD_12631,Police Officer,
,#NYPD_12632,Police Officer,17479
,#NYPD_12633,Sergeant,1535
,#NYPD_12634,Police Officer,
,#NYPD_12635,Police Officer,
,#NYPD_12636,Detective Second Grade,675
,#NYPD_12637,Sergeant,25344
,#NYPD_12637,Sergeant,654
,#NYPD_12638,Detective Third Grade,7309
,#NYPD_12638,Detective Third Grade,304
,#NYPD_12639,Police Officer,406
,#NYPD_12640,Police Officer,1122
,#NYPD_12641,Police Officer,
,#NYPD_12642,Police Officer,26933
,#NYPD_12643,Detective Second Grade,490
,#NYPD_12644,Police Officer,5516
,#NYPD_12645,Police Officer,30853
,#NYPD_12646,Detective Third Grade,
,#NYPD_12647,Detective Third Grade,6965
,#NYPD_12648,Police Officer,5694
,#NYPD_12649,Police Officer,26549
,#NYPD_12650,Police Officer,5524
,#NYPD_12651,Police Officer,4548
,#NYPD_12652,Detective Third Grade,337
,#NYPD_12653,Police Officer,13015
,#NYPD_12654,Detective Third Grade,2178
,#NYPD_12655,Police Officer,
,#NYPD_12656,Sergeant,2738
,#NYPD_12657,Police Officer,12972
,#NYPD_12658,Police Officer,12283
,#NYPD_12659,Police Officer,7165
,#NYPD_12660,Detective Third Grade,2327
,#NYPD_12660,Detective Third Grade,1801
,#NYPD_12661,Police Officer,28729
,#NYPD_12662,Police Officer,29255
,#NYPD_12663,Police Officer,13200
,#NYPD_12664,Police Officer,7915
,#NYPD_12665,Detective Third Grade,15364
,#NYPD_12665,Detective Third Grade,2085
,#NYPD_12666,Sergeant,4363
,#NYPD_12666,Sergeant,5059
,#NYPD_12667,Police Officer,1889
,#NYPD_12668,Police Officer,11015
,#NYPD_12669,Police Officer,2689
,#NYPD_12670,Police Officer,9378
,#NYPD_12671,Police Officer,793
,#NYPD_12672,Police Officer,8759
,#NYPD_12673,Police Officer,8945
,#NYPD_12674,Police Officer,1380
,#NYPD_12675,Police Officer,
,#NYPD_12676,Police Officer,
,#NYPD_12677,Police Officer,
,#NYPD_12678,Detective Third Grade,15497
,#NYPD_12678,Detective Third Grade,2379
,#NYPD_12679,Police Officer,15061
,#NYPD_12680,Police Officer,2315
,#NYPD_12680,Police Officer,4772
,#NYPD_12681,Police Officer,3232
,#NYPD_12682,Police Officer,22161
,#NYPD_12683,Police Officer,
,#NYPD_12684,Police Officer,
,#NYPD_12685,Sergeant,20377
,#NYPD_12685,Sergeant,580
,#NYPD_12686,Police Officer,27826
,#NYPD_12687,Sergeant,2275
,#NYPD_12688,Police Officer,11022
,#NYPD_12689,Police Officer,
,#NYPD_12690,Police Officer,15066
,#NYPD_12691,Sergeant,2473
,#NYPD_12692,Sergeant,
,#NYPD_12693,Police Officer,
,#NYPD_12694,Police Officer,19812
,#NYPD_12695,Police Officer,
,#NYPD_12696,Police Officer,16184
,#NYPD_12697,Police Officer,17976
,#NYPD_12698,Police Officer,
,#NYPD_12699,Police Officer,23487
,#NYPD_12700,Police Officer,22637
,#NYPD_12701,Police Officer,14948
,#NYPD_12702,Sergeant,655
,#NYPD_12703,Police Officer,27317
,#NYPD_12704,Police Officer,21906
,#NYPD_12705,Police Officer,22672
,#NYPD_12706,Police Officer,31105
,#NYPD_12707,Police Officer,15494
,#NYPD_12708,Detective Third Grade,1131
,#NYPD_12709,Lieutenant,0
,#NYPD_12710,Police Officer,9608
,#NYPD_12711,Police Officer,1319
,#NYPD_12712,Police Officer,11956
,#NYPD_12713,Police Officer,
,#NYPD_12714,Police Officer,13491
,#NYPD_12715,Inspector,0
,#NYPD_12716,Police Officer,26305
,#NYPD_12717,Police Officer,23931
,#NYPD_12718,Sergeant,18344
,#NYPD_12718,Sergeant,3954
,#NYPD_12719,Lieutenant,0
,#NYPD_12720,Lieutenant,0
,#NYPD_12721,Sergeant,1531
,#NYPD_12722,Police Officer,1154
,#NYPD_12723,Sergeant,1320
,#NYPD_12723,Sergeant,2913
,#NYPD_12724,Lieutenant,3691
,#NYPD_12724,Lieutenant,0
,#NYPD_12725,Police Officer,23567
,#NYPD_12726,Lieutenant,0
,#NYPD_12727,Detective Second Grade,5278
,#NYPD_12728,Sergeant,5141
,#NYPD_12729,Police Officer,1347
,#NYPD_12730,Lieutenant,0
,#NYPD_12731,Police Officer,
,#NYPD_12732,Police Officer,
,#NYPD_12733,Police Officer,16234
,#NYPD_12734,Detective First Grade,3444
,#NYPD_12735,Police Officer,3275
,#NYPD_12736,Detective Second Grade,837
,#NYPD_12737,Detective Specialist,3075
,#NYPD_12738,Police Officer,652
,#NYPD_12739,Police Officer,9135
,#NYPD_12740,Lieutenant,0
,#NYPD_12741,Lieutenant,0
,#NYPD_12742,Police Officer,30746
,#NYPD_12743,Lieutenant,0
,#NYPD_12744,Police Officer,3769
,#NYPD_12745,Lieutenant,0
,#NYPD_12746,Police Officer,21393
,#NYPD_12747,Police Officer,18937
,#NYPD_12748,Sergeant,3790
,#NYPD_12749,Police Officer,7725
,#NYPD_12750,Detective Third Grade,5742
,#NYPD_12751,Police Officer,17733
,#NYPD_12752,Police Officer,17451
,#NYPD_12753,Police Officer,12912
,#NYPD_12754,Police Officer,11960
,#NYPD_12755,Deputy Chief Inspector,0
,#NYPD_12756,Police Officer,11779
,#NYPD_12757,Police Officer,6208
,#NYPD_12758,Police Officer,6614
,#NYPD_12759,Police Officer,8403
,#NYPD_12760,Police Officer,11007
,#NYPD_12761,Detective Specialist,3593
,#NYPD_12762,Police Officer,24790
,#NYPD_12763,Chief,0
,#NYPD_12764,Detective Third Grade,195
,#NYPD_12765,Detective Second Grade,6829
,#NYPD_12766,Police Officer,
,#NYPD_12767,Sergeant,13379
,#NYPD_12768,Detective Third Grade,7199
,#NYPD_12769,Police Officer,
,#NYPD_12770,Detective Third Grade,11999
,#NYPD_12770,Detective Third Grade,4597
,#NYPD_12771,Police Officer,3622
,#NYPD_12772,Detective Third Grade,4477
,#NYPD_12773,Deputy Inspector,0
,#NYPD_12774,Police Officer,10084
,#NYPD_12775,Police Officer,
,#NYPD_12776,Police Officer,28682
,#NYPD_12777,Detective Third Grade,1738
,#NYPD_12778,Lieutenant,0
,#NYPD_12779,Sergeant,2580
,#NYPD_12780,Police Officer,14925
,#NYPD_12781,Police Officer,2580
,#NYPD_12782,Detective Third Grade,1919
,#NYPD_12783,Detective Third Grade,
,#NYPD_12784,Deputy Inspector,0
,#NYPD_12785,Police Officer,16229
,#NYPD_12786,Sergeant,3650
,#NYPD_12787,Detective Third Grade,12479
,#NYPD_12787,Detective Third Grade,1816
,#NYPD_12788,Detective Third Grade,3480
,#NYPD_12789,Police Officer,30828
,#NYPD_12790,Police Officer,
,#NYPD_12791,Police Officer,12554
,#NYPD_12792,Police Officer,
,#NYPD_12793,Police Officer,17778
,#NYPD_12794,Detective Third Grade,2606
,#NYPD_12795,Police Officer,75101
,#NYPD_12795,Police Officer,7510
,#NYPD_12796,Police Officer,
,#NYPD_12797,Police Officer,
,#NYPD_12798,Police Officer,
,#NYPD_12799,Police Officer,3163
,#NYPD_12800,Detective Third Grade,16767
,#NYPD_12800,Detective Third Grade,2446
,#NYPD_12801,Police Officer,455
,#NYPD_12802,Police Officer,23396
,#NYPD_12803,Police Officer,1352
,#NYPD_12804,Police Officer,25391
,#NYPD_12805,Police Officer,7187
,#NYPD_12806,Detective Third Grade,4959
,#NYPD_12807,Police Officer,19336
,#NYPD_12808,Police Officer,11012
,#NYPD_12809,Police Officer,11834
,#NYPD_12810,Police Officer,23616
,#NYPD_12811,Police Officer,
,#NYPD_12812,Police Officer,27876
,#NYPD_12813,Police Officer,564
,#NYPD_12814,Police Officer,3035
,#NYPD_12815,Detective Second Grade,7402
,#NYPD_12816,Detective Third Grade,4015
,#NYPD_12816,Detective Third Grade,5401
,#NYPD_12817,Police Officer,29234
,#NYPD_12818,Detective Specialist,390
,#NYPD_12819,Police Officer,16918
,#NYPD_12820,Detective Third Grade,18383
,#NYPD_12820,Detective Third Grade,6029
,#NYPD_12821,Police Officer,14900
,#NYPD_12822,Detective Third Grade,5178
,#NYPD_12823,Police Officer,31466
,#NYPD_12824,Police Officer,15074
,#NYPD_12825,Police Officer,
,#NYPD_12826,Police Officer,
,#NYPD_12827,Sergeant,5528
,#NYPD_12828,Police Officer,15720
,#NYPD_12829,Police Officer,21452
,#NYPD_12830,Detective Third Grade,4339
,#NYPD_12830,Detective Third Grade,3469
,#NYPD_12831,Police Officer,
,#NYPD_12832,Police Officer,
,#NYPD_12833,Police Officer,
,#NYPD_12834,Police Officer,16007
,#NYPD_12835,Lieutenant,0
,#NYPD_12836,Police Officer,30469
,#NYPD_12837,Police Officer,14221
,#NYPD_12838,Police Officer,5525
,#NYPD_12839,Lieutenant,0
,#NYPD_12840,Police Officer,171
,#NYPD_12841,Sergeant,1392
,#NYPD_12842,Police Officer,10112
,#NYPD_12843,Sergeant,20240
,#NYPD_12843,Sergeant,5251
,#NYPD_12844,Police Officer,9815
,#NYPD_12845,Police Officer,663
,#NYPD_12846,Police Officer,94511
,#NYPD_12846,Police Officer,20166
,#NYPD_12847,Police Officer,15617
,#NYPD_12848,Police Officer,24175
,#NYPD_12849,Police Officer,
,#NYPD_12850,Police Officer,
,#NYPD_12851,Captain,0
,#NYPD_12852,Police Officer,9814
,#NYPD_12853,Police Officer,23066
,#NYPD_12854,Police Officer,
,#NYPD_12855,Sergeant,683
,#NYPD_12856,Police Officer,
,#NYPD_12857,Police Officer,
,#NYPD_12858,Police Officer,29360
,#NYPD_12859,Police Officer,15921
,#NYPD_12860,Police Officer,13233
,#NYPD_12861,Police Officer,24082
,#NYPD_12862,Police Officer,20022
,#NYPD_12863,Police Officer,0
,#NYPD_12864,Police Officer,18153
,#NYPD_12865,Police Officer,23837
,#NYPD_12866,Police Officer,1433
,#NYPD_12867,Police Officer,21236
,#NYPD_12868,Detective Second Grade,7800
,#NYPD_12869,Police Officer,6759
,#NYPD_12870,Police Officer,12083
,#NYPD_12871,Police Officer,
,#NYPD_12872,Police Officer,28871
,#NYPD_12873,Police Officer,11743
,#NYPD_12874,Sergeant,3797
,#NYPD_12875,Police Officer,15411
,#NYPD_12876,Detective Third Grade,8067
,#NYPD_12876,Detective Third Grade,2027
,#NYPD_12877,Police Officer,31618
,#NYPD_12878,Police Officer,14055
,#NYPD_12879,Police Officer,18222
,#NYPD_12880,Detective Third Grade,4345
,#NYPD_12881,Police Officer,8290
,#NYPD_12882,Sergeant,720
,#NYPD_12883,Sergeant,5129
,#NYPD_12884,Police Officer,2694
,#NYPD_12885,Detective Third Grade,3145
,#NYPD_12886,Police Officer,
,#NYPD_12887,Detective Third Grade,5635
,#NYPD_12888,Police Officer,11979
,#NYPD_12889,Sergeant,1018
,#NYPD_12890,Police Officer,
,#NYPD_12891,Police Officer,6538
,#NYPD_12892,Lieutenant,0
,#NYPD_12893,Police Officer,13001
,#NYPD_12894,Detective Third Grade,2513
,#NYPD_12895,Police Officer,21258
,#NYPD_12896,Sergeant,1738
,#NYPD_12897,Sergeant,1142
,#NYPD_12898,Detective First Grade,928
,#NYPD_12899,Police Officer,3798
,#NYPD_12900,Lieutenant,0
,#NYPD_12901,Police Officer,
,#NYPD_12902,Police Officer,10643
,#NYPD_12903,Police Officer,24313
,#NYPD_12904,Police Officer,3070
,#NYPD_12905,Police Officer,19105
,#NYPD_12906,Police Officer,12853
,#NYPD_12907,Police Officer,7307
,#NYPD_12908,Police Officer,13106
,#NYPD_12909,Police Officer,18995
,#NYPD_12910,Police Officer,20645
,#NYPD_12911,Detective Third Grade,4881
,#NYPD_12912,Police Officer,13039
,#NYPD_12913,Detective Second Grade,5606
,#NYPD_12914,Police Officer,2140
,#NYPD_12915,Police Officer,10471
,#NYPD_12916,Police Officer,29163
,#NYPD_12917,Police Officer,24197
,#NYPD_12918,Detective Third Grade,5141
,#NYPD_12919,Police Officer,20945
,#NYPD_12920,Lieutenant,0
,#NYPD_12921,Detective Third Grade,
,#NYPD_12922,Police Officer,29585
,#NYPD_12923,Police Officer,13872
,#NYPD_12924,Police Officer,
,#NYPD_12925,Sergeant,3761
,#NYPD_12926,Detective Third Grade,4007
,#NYPD_12926,Detective Third Grade,390
,#NYPD_12927,Police Officer,16448
,#NYPD_12928,Police Officer,27631
,#NYPD_12929,Detective Second Grade,1895
,#NYPD_12930,Police Officer,
,#NYPD_12931,Lieutenant,5635
,#NYPD_12932,Police Officer,13204
,#NYPD_12933,Police Officer,4446
,#NYPD_12934,Police Officer,29736
,#NYPD_12935,Police Officer,6659
,#NYPD_12936,Police Officer,18049
,#NYPD_12937,Police Officer,23192
,#NYPD_12938,Police Officer,27404
,#NYPD_12939,Police Officer,
,#NYPD_12940,Sergeant,2845
,#NYPD_12941,Detective Specialist,4571
,#NYPD_12942,Police Officer,11098
,#NYPD_12943,Sergeant,9057
,#NYPD_12943,Sergeant,2178
,#NYPD_12944,Police Officer,2649
,#NYPD_12945,Police Officer,1394
,#NYPD_12946,Police Officer,2624
,#NYPD_12947,Police Officer,9137
,#NYPD_12948,Police Officer,16760
,#NYPD_12949,Police Officer,18427
,#NYPD_12950,Sergeant,3955
,#NYPD_12951,Police Officer,10983
,#NYPD_12952,Detective Third Grade,933
,#NYPD_12953,Sergeant,4776
,#NYPD_12954,Police Officer,17506
,#NYPD_12955,Detective Second Grade,1504
,#NYPD_12955,Detective Second Grade,22494
,#NYPD_12956,Police Officer,456
,#NYPD_12957,Police Officer,11853
,#NYPD_12958,Deputy Inspector,0
,#NYPD_12959,Detective Third Grade,207
,#NYPD_12960,Sergeant,3267
,#NYPD_12961,Detective Third Grade,1973
,#NYPD_12961,Detective Third Grade,10865
,#NYPD_12962,Police Officer,13273
,#NYPD_12963,Sergeant,4668
,#NYPD_12964,Police Officer,17321
,#NYPD_12965,Detective Specialist,4730
,#NYPD_12966,Police Officer,4384
,#NYPD_12967,Police Officer,1299
,#NYPD_12968,Police Officer,22519
,#NYPD_12969,Police Officer,21908
,#NYPD_12970,Police Officer,
,#NYPD_12971,Police Officer,1932
,#NYPD_12972,Police Officer,24265
,#NYPD_12973,Police Officer,10476
,#NYPD_12974,Police Officer,7223
,#NYPD_12975,Police Officer,455
,#NYPD_12976,Police Officer,28491
,#NYPD_12977,Police Officer,31853
,#NYPD_12978,Detective Third Grade,2201
,#NYPD_12979,Detective First Grade,461
,#NYPD_12980,Detective Third Grade,5967
,#NYPD_12981,Police Officer,10355
,#NYPD_12982,Police Officer,
,#NYPD_12983,Police Officer,15080
,#NYPD_12984,Sergeant,0
,#NYPD_12985,Police Officer,13118
,#NYPD_12986,Police Officer,19326
,#NYPD_12987,Police Officer,30908
,#NYPD_12988,Police Officer,
,#NYPD_12989,Detective Second Grade,4218
,#NYPD_12990,Police Officer,6401
,#NYPD_12991,Lieutenant,0
,#NYPD_12992,Police Officer,27673
,#NYPD_12993,Sergeant,3027
,#NYPD_12994,Police Officer,
,#NYPD_12995,Police Officer,4651
,#NYPD_12996,Police Officer,7235
,#NYPD_12997,Police Officer,29192
,#NYPD_12998,Detective Third Grade,2020
,#NYPD_12999,Police Officer,9172
,#NYPD_13000,Police Officer,
,#NYPD_13001,Police Officer,
,#NYPD_13002,Police Officer,21706
,#NYPD_13003,Detective Third Grade,2171
,#NYPD_13004,Police Officer,2424
,#NYPD_13005,Police Officer,12008
,#NYPD_13006,Sergeant,5622
,#NYPD_13006,Sergeant,3844
,#NYPD_13007,Sergeant,1164
,#NYPD_13008,Detective Second Grade,3621
,#NYPD_13008,Detective Second Grade,31681
,#NYPD_13009,Police Officer,24499
,#NYPD_13010,Sergeant,3058
,#NYPD_13010,Sergeant,13048
,#NYPD_13011,Police Officer,1491
,#NYPD_13012,Police Officer,4765
,#NYPD_13013,Police Officer,874
,#NYPD_13014,Police Officer,23088
,#NYPD_13015,Detective Second Grade,705
,#NYPD_13016,Police Officer,15868
,#NYPD_13017,Detective Third Grade,5072
,#NYPD_13018,Police Officer,14094
,#NYPD_13019,Police Officer,13289
,#NYPD_13020,Police Officer,21946
,#NYPD_13021,Sergeant,4218
,#NYPD_13022,Police Officer,
,#NYPD_13023,Police Officer,6206
,#NYPD_13024,Police Officer,
,#NYPD_13025,Detective Specialist,7299
,#NYPD_13026,Detective Third Grade,285
,#NYPD_13027,Police Officer,4395
,#NYPD_13028,Police Officer,1505
,#NYPD_13029,Police Officer,8773
,#NYPD_13030,Police Officer,5098
,#NYPD_13031,Police Officer,21938
,#NYPD_13032,Police Officer,12314
,#NYPD_13033,Police Officer,3346
,#NYPD_13034,Police Officer,6104
,#NYPD_13035,Police Officer,23949
,#NYPD_13035,Police Officer,4093
,#NYPD_13036,Police Officer,606
,#NYPD_13037,Police Officer,4022
,#NYPD_13038,Police Officer,1399
,#NYPD_13039,Police Officer,5393
,#NYPD_13040,Lieutenant,0
,#NYPD_13041,Police Officer,29752
,#NYPD_13042,Detective Second Grade,7643
,#NYPD_13043,Police Officer,25552
,#NYPD_13044,Police Officer,23579
,#NYPD_13045,Police Officer,
,#NYPD_13046,Detective First Grade,4567
,#NYPD_13047,Police Officer,3715
,#NYPD_13048,Police Officer,3893
,#NYPD_13049,Sergeant,970
,#NYPD_13050,Detective Third Grade,1325
,#NYPD_13051,Detective Third Grade,1992
,#NYPD_13051,Detective Third Grade,14529
,#NYPD_13052,Police Officer,4230
,#NYPD_13053,Sergeant,5440
,#NYPD_13054,Police Officer,
,#NYPD_13055,Detective Third Grade,1911
,#NYPD_13056,Police Officer,10030
,#NYPD_13057,Police Officer,19007
,#NYPD_13058,Police Officer,25735
,#NYPD_13058,Police Officer,25733
,#NYPD_13059,Police Officer,13309
,#NYPD_13060,Detective Specialist,7099
,#NYPD_13061,Sergeant,2390
,#NYPD_13062,Detective Third Grade,7523
,#NYPD_13063,Police Officer,20949
,#NYPD_13064,Sergeant,
,#NYPD_13065,Police Officer,4486
,#NYPD_13066,Police Officer,24501
,#NYPD_13067,Police Officer,26233
,#NYPD_13068,Police Officer,22442
,#NYPD_13069,Sergeant,1845
,#NYPD_13070,Police Officer,
,#NYPD_13071,Police Officer,584
,#NYPD_13072,Sergeant,17917
,#NYPD_13073,Police Officer,
,#NYPD_13074,Police Officer,26120
,#NYPD_13075,Detective First Grade,3832
,#NYPD_13076,Police Officer,29298
,#NYPD_13077,Police Officer,29298
,#NYPD_13078,Police Officer,
,#NYPD_13079,Police Officer,12739
,#NYPD_13080,Police Officer,11775
,#NYPD_13081,Police Officer,5310
,#NYPD_13082,Sergeant,5121
,#NYPD_13083,Police Officer,682
,#NYPD_13084,Police Officer,14903
,#NYPD_13085,Police Officer,21419
,#NYPD_13086,Police Officer,12208
,#NYPD_13087,Police Officer,14290
,#NYPD_13088,Police Officer,10267
,#NYPD_13089,Police Officer,4740
,#NYPD_13090,Police Officer,18735
,#NYPD_13091,Police Officer,17678
,#NYPD_13092,Detective Third Grade,2215
,#NYPD_13093,Police Officer,
,#NYPD_13094,Police Officer,20946
,#NYPD_13095,Police Officer,6175
,#NYPD_13096,Sergeant,1143
,#NYPD_13097,Police Officer,29299
,#NYPD_13098,Police Officer,
,#NYPD_13099,Police Officer,
,#NYPD_13100,Police Officer,25507
,#NYPD_13100,Police Officer,4448
,#NYPD_13101,Police Officer,2939
,#NYPD_13102,Police Officer,3017
,#NYPD_13103,Police Officer,12855
,#NYPD_13104,Police Officer,15425
,#NYPD_13105,Police Officer,13209
,#NYPD_13106,Police Officer,19181
,#NYPD_13107,Detective Third Grade,1731
,#NYPD_13108,Police Officer,26487
,#NYPD_13109,Police Officer,23156
,#NYPD_13110,Police Officer,3284
,#NYPD_13111,Police Officer,16542
,#NYPD_13112,Police Officer,1337
,#NYPD_13113,Police Officer,12438
,#NYPD_13114,Sergeant,1099
,#NYPD_13115,Police Officer,8753
,#NYPD_13116,Police Officer,14119
,#NYPD_13117,Sergeant,4600
,#NYPD_13117,Sergeant,25767
,#NYPD_13117,Sergeant,691
,#NYPD_13118,Sergeant,4182
,#NYPD_13119,Lieutenant,0
,#NYPD_13120,Police Officer,3741
,#NYPD_13121,Sergeant,26018
,#NYPD_13121,Sergeant,427
,#NYPD_13122,Police Officer,11793
,#NYPD_13123,Sergeant,915
,#NYPD_13124,Police Officer,20420
,#NYPD_13125,Detective Third Grade,3370
,#NYPD_13126,Sergeant,3763
,#NYPD_13127,Police Officer,3649
,#NYPD_13128,Lieutenant,0
,#NYPD_13129,Lieutenant,0
,#NYPD_13130,Detective Second Grade,7010
,#NYPD_13131,Police Officer,14517
,#NYPD_13132,Sergeant,2556
,#NYPD_13133,Lieutenant,0
,#NYPD_13134,Police Officer,22807
,#NYPD_13135,Police Officer,10108
,#NYPD_13136,Police Officer,16795
,#NYPD_13137,Deputy Inspector,0
,#NYPD_13138,Police Officer,30296
,#NYPD_13139,Sergeant,1753
,#NYPD_13140,Police Officer,
,#NYPD_13141,Sergeant,25
,#NYPD_13142,Police Officer,16934
,#NYPD_13143,Police Officer,
,#NYPD_13144,Police Officer,20024
,#NYPD_13145,Police Officer,21406
,#NYPD_13146,Police Officer,29789
,#NYPD_13147,Police Officer,13767
,#NYPD_13148,Inspector,0
,#NYPD_13149,Sergeant,392
,#NYPD_13150,Detective Third Grade,5949
,#NYPD_13151,Police Officer,30089
,#NYPD_13152,Police Officer,24069
,#NYPD_13153,Police Officer,28732
,#NYPD_13154,Police Officer,20854
,#NYPD_13155,Police Officer,8379
,#NYPD_13156,Sergeant,979
,#NYPD_13157,Police Officer,29086
,#NYPD_13158,Police Officer,6557
,#NYPD_13159,Police Officer,15988
,#NYPD_13160,Detective Third Grade,7848
,#NYPD_13161,Police Officer,
,#NYPD_13162,Police Officer,16769
,#NYPD_13163,Police Officer,13663
,#NYPD_13164,Police Officer,24523
,#NYPD_13165,Police Officer,4171
,#NYPD_13166,Detective Third Grade,3468
,#NYPD_13166,Detective Third Grade,1108
,#NYPD_13167,Police Officer,14081
,#NYPD_13168,Sergeant,1360
,#NYPD_13169,Police Officer,26464
,#NYPD_13170,Detective Third Grade,25069
,#NYPD_13170,Detective Third Grade,4654
,#NYPD_13171,Sergeant,4882
,#NYPD_13172,Police Officer,7688
,#NYPD_13173,Police Officer,13683
,#NYPD_13174,Police Officer,20889
,#NYPD_13175,Police Officer,3233
,#NYPD_13176,Detective Third Grade,3046
