id,url,title,incident_ids,link_type
,http://rochester.indymedia.org/node/147585,rochester.indymedia.org,#136,link
,http://rochester.indymedia.org/node/49305,rochester.indymedia.org,#141,link
,http://rocthepeace.org/2012/06/man-shot-dead-by-police-officers-on-locust-street/,rocthepeace.org,#141,link
,https://en.wikipedia.org/wiki/Rochester_Police_Department,en.wikipedia.org,#141,link
,https://apnews.com/article/new-york-rochester-police-49d340a7d37d98d65cdc1e6d581512fe,apnews.com,#140,link
,https://www.rochesterfirst.com/news/local-news/rpd-releases-names-of-officers-suspended-after-9-year-old-was-handcuffed-and-pepper-sprayed/,www.rochesterfirst.com,#142,link
,https://dockets.justia.com/docket/new-york/nywdce/6:2021cv06457/136952,dockets.justia.com,#143,link
,https://www.justice.gov/usao-wdny/pr/two-rochester-men-arrested-charged-their-roles-three-home-invasions,www.justice.gov,#143,link
,https://www.pacermonitor.com/public/case/20474581/Pagan_v_The_City_of_Rochester,www.pacermonitor.com,#144,link
,https://www.leagle.com/decision/infdco20150529945,www.leagle.com,#148,link
,http://davyv.blogspot.com/2016/04/video-captures-unprofessionalism-and.html,davyv.blogspot.com,#149,link
,https://www.youtube.com/watch?v=gPVTW9F9MKQ,www.youtube.com,#149,link
,https://www.wxxinews.org/post/lawsuit-seeks-federal-monitor-rpd,www.wxxinews.org,#150,link
,https://www.rochesterfirst.com/news/local-news/officials-victim-demand-answers-after-woman-tackled-by-rpd-officers/,www.rochesterfirst.com,#151,link
,https://13wham.com/news/local/woman-sues-rpd-claiming-excessive-force-in-viral-video,13wham.com,#151,link
,https://www.democratandchronicle.com/story/news/local/columnists/andreatta/2016/09/30/andreatta-hollenbeck-police-videos/91321004/,www.democratandchronicle.com,#151,link
,http://rochester.indymedia.org/node/147663,rochester.indymedia.org,#151,link
,https://www.democratandchronicle.com/story/news/2020/10/29/rpd-and-mental-health-calls-before-daniel-prude-lashedica-mason/5872749002/,www.democratandchronicle.com,#152,link
,http://rochester.indymedia.org/node/6979,rochester.indymedia.org,#153,link
,https://13wham.com/news/local/police-officer-tells-man-to-break-into-home-except-it-wasnt-his,13wham.com,#154,link
,https://casetext.com/case/rodriguez-v-city-of-rochester-3,casetext.com,#156,link
,https://caselaw.findlaw.com/nyc-court/1166241.html,caselaw.findlaw.com,#160,link
,https://law.justia.com/cases/new-york/other-courts/2004/2004-50931.html,law.justia.com,#157,link
,https://www.democratandchronicle.com/story/news/2017/11/27/greece-rochester-police-missing-child-jeff-mcentee-suspended/897397001/,www.democratandchronicle.com,#158,link
,https://spectrumlocalnews.com/nys/rochester/crime-safety/2017/12/22/sherri-ann-lane-greece-rochester,spectrumlocalnews.com,#158,link
,https://casetext.com/case/vann-v-city-of-rochester,casetext.com,#161,link
,https://youtu.be/9hrV8eeztzg,youtu.be,#162,link
,https://casetext.com/case/jackson-v-mastrangelo,casetext.com,#163,link
,https://www.democratandchronicle.com/story/news/2018/05/21/rochester-cops-advice-break-controversy/591051002/,www.democratandchronicle.com,#165,link
,https://www.syracuse.com/state/2018/05/judge_rochester_cops_should_not_have_told_ex-boyfriend_he_could_break_into_home.html,www.syracuse.com,#165,link
,https://youtu.be/9hrV8eeztzg,youtu.be,#166,link
,http://davyv.blogspot.com/2014/10/rochester-ny-police-k-9-officer-cuyler.html,davyv.blogspot.com,#167,link
,https://www.youtube.com/watch?v=KHkedTGGxhA,www.youtube.com,#167,link
,https://www.democratandchronicle.com/story/news/2016/05/17/rochester-area-officer-involved-shootings-over-years/84513840/,www.democratandchronicle.com,#169,link
,https://13wham.com/news/local/rpd-man-robs-bank-nearly-runs-over-cop,13wham.com,#170,link
,https://spectrumlocalnews.com/nys/rochester/news/2018/12/09/robbery-melvin-street,spectrumlocalnews.com,#170,link
,https://conandaily.com/2020/02/23/michael-magri-biography-10-things-about-rochester-new-york-cop/,conandaily.com,#171,link
,https://wcti12.com/news/nation-world/no-charges-against-officers-involved-in-daniel-prudes-death,wcti12.com,#171,link
,https://13wham.com/news/local/press-conference-planned-thursday-by-attorneys-for-suspended-rpd-officers,13wham.com,#171,link
,https://www.the-sun.com/news/1415269/who-are-rochester-cops-involved-daniel-prude-death/,www.the-sun.com,#171,link
,http://rochester.indymedia.org/node/6552,rochester.indymedia.org,#176,link
,http://rochester.indymedia.org/node/6592,rochester.indymedia.org,#176,link
,https://www.casemine.com/judgement/us/5e80b09e4653d029667d0791,www.casemine.com,#173,link
,https://www.reuters.com/investigates/special-report/assets/usa-police-rochester-union/cpr-report.pdf,www.reuters.com,#174,link
,https://casetext.com/case/harmon-v-city-of-rochester,casetext.com,#175,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Cunningham Curtis,#18,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Allen Mark,#10,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Allen Patrice,#19,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Elwood Jason,#13,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Elwood Jason,#14,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Demarco Andrew,#26,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Bradstreet Adam,#38,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Celiberti Daniel,#32,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Delvecchio Anthony,#35,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Cleary Daniel,#37,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Coniglio Kenneth,#41,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Coriddi Theodore,#45,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Collins Michael,#46,link
,https://rocny.sharepoint.com/:f:/s/Public/ElWDJuvPsLROvdG0r_RwVVIBqA1Zh9X0LrMMVAqRxo7f6g?e=5%3aepfv1G&at=9,50a database > Camilo Anthony,#47,link
