id,officer_id,salary,overtime_pay,year,is_fiscal_year
,32874,75606.16,282.55,2018,true
,32876,89496.91,41070.35,2018,true
,32877,90033.13,3112.15,2018,true
,32883,89496.91,18511.81,2018,true
,32884,90033.13,26058.0,2018,true
,32885,62835.09,4211.94,2018,true
,32887,62835.09,1352.45,2018,true
,32888,97894.58,23413.28,2018,true
,32889,77118.28,2925.05,2018,true
,32890,53416.67,2400.13,2018,true
,32891,74923.09,,2018,true
,32892,75606.16,2731.16,2018,true
,32893,78630.41,2209.74,2018,true
,32894,75606.16,2051.79,2018,true
,32895,78630.41,8850.41,2018,true
,32896,78630.41,1807.22,2018,true
,32897,73482.26,15132.25,2018,true
,32898,75606.16,3104.33,2018,true
,32903,78630.41,18145.06,2018,true
,32904,83280.23,10314.23,2018,true
,32905,77118.28,3602.5,2018,true
,32906,78630.41,1895.28,2018,true
,32908,75606.16,4534.91,2018,true
,32910,62835.09,837.11,2018,true
,32911,101810.36,10310.18,2018,true
,32913,84376.67,16166.38,2018,true
,32914,86054.72,1543.6,2018,true
,32915,89496.91,14581.98,2018,true
,32916,75606.16,2839.62,2018,true
,32917,101810.36,6372.53,2018,true
,32918,75606.16,10835.62,2018,true
,32919,101810.36,16530.53,2018,true
,32920,53416.67,200.17,2018,true
,32921,75606.16,1652.9,2018,true
,32922,62835.09,2995.11,2018,true
,32923,65348.49,1010.18,2018,true
,32924,77118.28,6605.58,2018,true
,32925,65348.49,259.91,2018,true
,32928,75606.16,4191.27,2018,true
,32929,84913.17,,2018,true
,32930,77118.28,878.88,2018,true
,32932,78630.41,7052.46,2018,true
,32933,89496.91,13010.13,2018,true
,32934,78630.41,2512.33,2018,true
,32936,78630.41,1763.1,2018,true
,32938,75606.16,3687.27,2018,true
,32940,75606.16,9751.87,2018,true
,32941,87775.81,6068.0,2018,true
,32942,101810.36,,2018,true
,32944,78630.41,,2018,true
,32947,77118.28,21105.37,2018,true
,32948,84376.67,205.69,2018,true
,32949,75606.16,,2018,true
,32953,75606.16,1836.62,2018,true
,32954,78630.41,19139.01,2018,true
,32956,86570.32,,2018,true
,32957,78630.41,10073.06,2018,true
,32958,89496.91,13987.98,2018,true
,32959,75606.16,5438.96,2018,true
,32960,89496.91,11252.87,2018,true
,32961,101810.36,3366.98,2018,true
,32962,87775.81,40500.99,2018,true
,32963,77118.28,11196.57,2018,true
,32967,78630.41,12723.61,2018,true
,32971,89496.91,12396.72,2018,true
,32972,78630.41,455.46,2018,true
,32973,90033.13,2439.26,2018,true
,32974,65348.49,,2018,true
,32975,89496.91,26416.18,2018,true
,32976,77118.28,,2018,true
,32981,75606.16,1991.0,2018,true
,32983,62835.09,578.86,2018,true
,32984,90033.13,13794.42,2018,true
,32985,90033.13,4525.22,2018,true
,32986,90033.13,35296.26,2018,true
,32987,65348.49,,2018,true
,32989,64091.79,1120.21,2018,true
,32992,77118.28,3876.05,2018,true
,32993,54485.0,195.03,2018,true
,32994,75606.16,10835.59,2018,true
,32995,75606.16,4492.39,2018,true
,32996,90033.13,1682.25,2018,true
,32999,75606.16,1539.88,2018,true
,33002,78630.41,11152.8,2018,true
,33003,78630.41,,2018,true
,33005,119806.96,,2018,true
,33006,54485.0,,2018,true
,33007,77118.28,5908.1,2018,true
,33008,77118.28,1810.54,2018,true
,33009,78630.41,5039.44,2018,true
,33010,86570.32,10832.76,2018,true
,33011,86570.32,33611.61,2018,true
,33013,75606.16,12037.02,2018,true
,33014,78630.41,14845.97,2018,true
,33015,89496.91,9632.15,2018,true
,33016,55553.34,352.27,2018,true
,33017,77118.28,1748.24,2018,true
,33019,86570.32,582.3,2018,true
,33020,75606.16,13336.3,2018,true
,33021,78630.41,5744.81,2018,true
,33022,77118.28,16744.68,2018,true
,33023,88301.73,,2018,true
,33024,78630.41,5497.77,2018,true
,33025,75606.16,1647.2,2018,true
,33026,89496.91,26476.94,2018,true
,33032,78630.41,5522.41,2018,true
,33033,78630.41,5521.32,2018,true
,33034,65348.49,830.4,2018,true
,33035,77118.28,,2018,true
,33036,86054.72,12091.91,2018,true
,33037,75606.16,,2018,true
,33038,78630.41,,2018,true
,33039,78630.41,2541.76,2018,true
,33040,110463.48,1661.26,2018,true
,33041,97894.58,8390.17,2018,true
,33042,75606.16,452.08,2018,true
,33044,114882.02,7748.87,2018,true
,33045,77118.28,1152.87,2018,true
,33046,75606.16,5848.79,2018,true
,33047,78630.41,,2018,true
,33049,77118.28,3328.71,2018,true
,33051,78630.41,,2018,true
,33052,62835.09,2440.27,2018,true
,33053,62835.09,,2018,true
,33054,97894.58,3329.25,2018,true
,33055,90033.13,3693.15,2018,true
,33056,90033.13,1783.21,2018,true
,33057,77118.28,981.04,2018,true
,33059,53416.67,,2018,true
,33061,78630.41,11900.91,2018,true
,33062,78630.41,48903.24,2018,true
,33063,75606.16,7887.12,2018,true
,33064,75606.16,,2018,true
,33067,110463.48,13457.28,2018,true
,33068,78630.41,9931.59,2018,true
,33069,78630.41,1866.4,2018,true
,33070,87775.81,23264.56,2018,true
,33071,90033.13,6829.9,2018,true
,33072,78630.41,,2018,true
,33073,78630.41,3202.9,2018,true
,33074,90033.13,39652.48,2018,true
,33075,78630.41,,2018,true
,33076,75606.16,,2018,true
,33077,62835.09,,2018,true
,33079,90033.13,,2018,true
,33080,74923.09,13586.3,2018,true
,33081,97894.58,1682.91,2018,true
,33082,75606.16,163.85,2018,true
,33084,78630.41,12128.34,2018,true
,33089,77118.28,7003.39,2018,true
,33090,77118.28,7714.16,2018,true
,33091,89496.91,20512.29,2018,true
,33093,86054.72,26216.67,2018,true
,33094,77118.28,2581.88,2018,true
,33095,82754.04,5759.72,2018,true
,33096,96020.88,27545.78,2018,true
,33098,78630.41,13854.68,2018,true
,33099,78630.41,1381.09,2018,true
,33102,78630.41,4833.8,2018,true
,33105,89496.91,18831.7,2018,true
,33106,55553.34,,2018,true
,33107,75606.16,10114.73,2018,true
,33108,77118.28,11787.38,2018,true
,33112,78630.41,2330.22,2018,true
,33113,86570.32,1083.73,2018,true
,33114,101810.36,1426.69,2018,true
,33116,75606.16,8956.28,2018,true
,33120,101810.36,4539.61,2018,true
,33121,74923.09,1086.69,2018,true
,33123,77118.28,,2018,true
,33124,78630.41,6408.31,2018,true
,33126,89496.91,12723.79,2018,true
,33128,75606.16,5914.31,2018,true
,33129,75606.16,,2018,true
,33130,78630.41,,2018,true
,33131,77118.28,12723.76,2018,true
,33132,78630.41,3070.59,2018,true
,33133,78630.41,176.31,2018,true
,33134,77118.28,6026.56,2018,true
,33136,78630.41,910.92,2018,true
,33137,88301.73,8002.07,2018,true
,33138,87775.81,21517.32,2018,true
,33139,78630.41,24488.1,2018,true
,33140,55553.34,100.95,2018,true
,33141,89496.91,9230.61,2018,true
,33142,89496.91,37636.97,2018,true
,33143,78630.41,1901.2,2018,true
,33145,78630.41,10916.29,2018,true
,33148,78630.41,4877.54,2018,true
,33149,86570.32,50318.49,2018,true
,33150,86054.72,6270.12,2018,true
,33151,89496.91,4648.85,2018,true
,33152,78630.41,5979.76,2018,true
,33155,114882.02,29879.3,2018,true
,33157,75606.16,5057.63,2018,true
,33158,86570.32,20510.05,2018,true
,33159,75606.16,4581.95,2018,true
,33160,75606.16,6879.51,2018,true
,33161,64091.79,81.44,2018,true
,33162,77118.28,,2018,true
,33165,78630.41,12618.17,2018,true
,33168,75606.16,22236.68,2018,true
,33169,62835.09,,2018,true
,33170,78630.41,1674.89,2018,true
,33171,64091.79,939.46,2018,true
,33172,75606.16,,2018,true
,33173,75606.16,20400.09,2018,true
,33175,62835.09,157.32,2018,true
,33176,77118.28,29939.49,2018,true
,33177,53416.67,651.89,2018,true
,33179,55553.34,,2018,true
,33180,77118.28,13847.58,2018,true
,33181,78630.41,4826.29,2018,true
,33183,75606.16,3076.01,2018,true
,33184,89496.91,19058.02,2018,true
,33185,77118.28,,2018,true
,33186,78630.41,20422.53,2018,true
,33187,78630.41,22149.08,2018,true
,33188,78630.41,969.7,2018,true
,33189,73482.26,2175.84,2018,true
,33190,77118.28,1939.6,2018,true
,33191,78630.41,6131.45,2018,true
,33192,75606.16,2528.77,2018,true
,33193,101810.36,6818.85,2018,true
,33194,78630.41,,2018,true
,33196,138885.24,,2018,true
,33197,65348.49,,2018,true
,33198,77118.28,4144.23,2018,true
,33199,75606.16,,2018,true
,33200,78630.41,,2018,true
,33201,75606.16,,2018,true
,33202,65348.49,195.36,2018,true
,33203,86054.72,32481.06,2018,true
,33204,75606.16,16500.65,2018,true
,33205,78630.41,17003.3,2018,true
,33206,65348.49,177.29,2018,true
,33207,89496.91,6053.53,2018,true
,33209,65348.49,406.02,2018,true
,33211,78630.41,12189.84,2018,true
,33212,78630.41,11665.71,2018,true
,33213,106263.57,9220.91,2018,true
,33214,89496.91,4334.36,2018,true
,33215,75606.16,4825.85,2018,true
,33217,89496.91,32240.17,2018,true
,33218,75606.16,4902.19,2018,true
,33219,77118.28,20543.8,2018,true
,33221,77118.28,10706.54,2018,true
,33222,78630.41,558.31,2018,true
,33224,75606.16,383.1,2018,true
,33225,86570.32,24699.41,2018,true
,33226,75606.16,,2018,true
,33229,75606.16,12672.18,2018,true
,33232,78630.41,734.62,2018,true
,33233,89496.91,56058.41,2018,true
,33235,78630.41,11386.63,2018,true
,33238,54485.0,676.98,2018,true
,33242,75606.16,10581.34,2018,true
,33243,78630.41,8447.95,2018,true
,33245,65348.49,388.65,2018,true
,33246,90033.13,10626.76,2018,true
,33247,75606.16,,2018,true
,33250,86054.72,42299.78,2018,true
,33251,75606.16,15500.75,2018,true
,33252,90033.13,9252.49,2018,true
,33253,78630.41,4451.77,2018,true
,33255,78630.41,808.08,2018,true
,33257,53416.67,449.1,2018,true
,33258,55553.34,,2018,true
,33259,87775.81,3737.95,2018,true
,33260,72041.43,3207.39,2018,true
,33261,78630.41,29884.36,2018,true
,33262,89496.91,24398.71,2018,true
,33263,75606.16,,2018,true
,33264,78630.41,117.54,2018,true
,33266,65348.49,,2018,true
,33269,87775.81,,2018,true
,33270,64091.79,7680.57,2018,true
,33271,78630.41,5858.18,2018,true
,33272,86570.32,10772.55,2018,true
,33275,75606.16,550.97,2018,true
,33276,101810.36,13848.53,2018,true
,33277,89496.91,4849.53,2018,true
,33278,86570.32,1585.15,2018,true
,33280,78630.41,4249.05,2018,true
,33281,92327.77,,2018,true
,33282,140103.08,,2018,true
,33283,65348.49,1868.51,2018,true
,33285,55553.34,,2018,true
,33286,88301.73,,2018,true
,33287,77118.28,,2018,true
,33288,75606.16,14211.76,2018,true
,33290,75606.16,791.13,2018,true
,33291,75606.16,,2018,true
,33292,75606.16,1412.75,2018,true
,33293,72041.43,450.48,2018,true
,33294,81647.28,3760.59,2018,true
,33298,75606.16,113.02,2018,true
,33299,86054.72,5692.24,2018,true
,33300,75606.16,17422.94,2018,true
,33301,75606.16,,2018,true
,33302,90033.13,13583.88,2018,true
,33303,89496.91,39624.06,2018,true
,33305,75606.16,,2018,true
,33308,86570.32,,2018,true
,33309,78630.41,2997.26,2018,true
,33311,88301.73,7951.8,2018,true
,33312,75606.16,1822.24,2018,true
,33313,75606.16,12389.61,2018,true
,33314,86054.72,,2018,true
,33315,78630.41,4540.67,2018,true
,33316,86570.32,8152.3,2018,true
,33318,62835.09,,2018,true
,33319,84913.17,7061.68,2018,true
,33321,75606.16,7126.92,2018,true
,33322,75606.16,1877.89,2018,true
,33324,75606.16,3969.75,2018,true
,33325,75606.16,4456.06,2018,true
,33326,75606.16,6407.43,2018,true
,33327,86570.32,10481.4,2018,true
,33329,84913.17,2063.94,2018,true
,33330,81131.41,8657.61,2018,true
,33332,138885.24,9115.19,2018,true
,33333,55553.34,,2018,true
,33334,86570.32,12907.67,2018,true
,33335,88301.73,4047.72,2018,true
,33336,84913.17,19239.58,2018,true
,33337,78630.41,4755.55,2018,true
,33338,78630.41,3246.74,2018,true
,33339,90033.13,2691.59,2018,true
,33340,78630.41,7714.47,2018,true
,33341,88301.73,20382.73,2018,true
,33342,78630.41,675.85,2018,true
,33343,78630.41,11254.31,2018,true
,33346,77118.28,8804.51,2018,true
,33347,86054.72,42057.8,2018,true
,33349,78630.41,7331.45,2018,true
,33350,90033.13,24880.58,2018,true
,33351,75606.16,1798.64,2018,true
,33352,75606.16,127.15,2018,true
,33354,75606.16,1412.75,2018,true
,33355,75606.16,6329.11,2018,true
,33356,90033.13,5265.41,2018,true
,33357,87775.81,20378.69,2018,true
,33359,89496.91,15839.15,2018,true
,33360,75606.16,22850.28,2018,true
,33361,78630.41,6479.41,2018,true
,33362,78630.41,8492.06,2018,true
,33363,75606.16,671.3,2018,true
,33366,75606.16,1438.5,2018,true
,33368,88301.73,17021.75,2018,true
,33369,75606.16,,2018,true
,33370,65348.49,,2018,true
,33372,75606.16,,2018,true
,33376,78630.41,,2018,true
,33377,78630.41,6210.39,2018,true
,33378,75606.16,16698.59,2018,true
,33380,78630.41,1880.64,2018,true
,33382,75606.16,18667.67,2018,true
,33383,78630.41,3163.63,2018,true
,33384,75606.16,6765.2,2018,true
,33386,78630.41,1046.78,2018,true
,33387,75606.16,18422.24,2018,true
,33388,55553.34,,2018,true
,33389,73482.26,622.7,2018,true
,33391,87775.81,20818.82,2018,true
,33393,72041.43,1886.75,2018,true
,33394,78630.41,470.16,2018,true
,33397,55553.34,,2018,true
,33398,78630.41,,2018,true
,33399,75606.16,4252.32,2018,true
,33401,78630.41,12003.56,2018,true
,33402,75606.16,26989.99,2018,true
,33404,53416.67,,2018,true
,33405,78630.41,4994.27,2018,true
,33406,78630.41,26461.44,2018,true
,33407,78630.41,,2018,true
,33410,62835.09,608.78,2018,true
,33412,78630.41,6842.07,2018,true
,33414,75606.16,13206.91,2018,true
,33415,75606.16,5043.45,2018,true
,33417,97894.58,8835.13,2018,true
,33419,75606.16,1200.93,2018,true
,33422,65348.49,238.76,2018,true
,33423,98962.93,,2018,true
,33424,89496.91,22158.29,2018,true
,33429,140103.08,,2018,true
,33430,89496.91,702.34,2018,true
,33431,140103.08,,2018,true
,33432,75606.16,113.02,2018,true
,33433,78630.41,12223.83,2018,true
,33434,77118.28,,2018,true
,33435,78630.41,19628.17,2018,true
,33436,78630.41,10403.66,2018,true
,33439,72041.43,93.92,2018,true
,33443,65348.49,,2018,true
,33444,75606.16,16147.71,2018,true
,33445,112672.75,9136.78,2018,true
,33447,78630.41,2321.36,2018,true
,33448,78630.41,,2018,true
,33449,77118.28,893.56,2018,true
,33451,99555.9,,2018,true
,33452,88301.73,23330.32,2018,true
,33453,74923.09,4141.66,2018,true
,33454,75606.16,12219.88,2018,true
,33456,90033.13,26276.71,2018,true
,33458,101810.36,10709.67,2018,true
,33459,89496.91,10117.06,2018,true
,33460,72041.43,3583.48,2018,true
,33464,89496.91,351.17,2018,true
,33465,75606.16,12282.97,2018,true
,33466,62835.09,758.44,2018,true
,33468,90033.13,9898.72,2018,true
,33469,90033.13,35800.28,2018,true
,33472,74923.09,2412.46,2018,true
,33474,96020.88,23301.55,2018,true
,33476,90033.13,7122.66,2018,true
,33477,74923.09,1399.85,2018,true
,33478,89496.91,11600.0,2018,true
,33479,90033.13,1342.38,2018,true
,33480,89496.91,5757.87,2018,true
,33483,75606.16,646.08,2018,true
,33484,78630.41,28671.19,2018,true
,33486,75606.16,2839.72,2018,true
,33487,54485.0,82.52,2018,true
,33488,77118.28,2534.41,2018,true
,33489,73482.26,14772.79,2018,true
,33490,96020.88,10823.42,2018,true
,33492,86054.72,11834.11,2018,true
,33493,64091.79,5020.31,2018,true
,33494,78630.41,2206.72,2018,true
,33495,75606.16,762.88,2018,true
,33497,78630.41,2857.63,2018,true
,33498,78630.41,12038.99,2018,true
,33499,78630.41,8962.22,2018,true
,33500,78630.41,6548.08,2018,true
,33501,62835.09,4270.24,2018,true
,33503,78630.41,,2018,true
,33504,89496.91,23573.33,2018,true
,33505,78630.41,2571.08,2018,true
,33507,80520.56,4739.17,2018,true
,33508,78630.41,2380.15,2018,true
,33509,101810.36,33866.34,2018,true
,33510,84376.67,788.25,2018,true
,33511,78630.41,1234.14,2018,true
,33512,75606.16,5057.51,2018,true
,33513,78630.41,293.85,2018,true
,33514,55553.34,,2018,true
,33516,53416.67,161.81,2018,true
,33519,77118.28,9169.25,2018,true
,33521,99555.9,,2018,true
,33522,75606.16,,2018,true
,33524,75606.16,4068.68,2018,true
,33525,78630.41,8374.66,2018,true
,33528,77118.28,,2018,true
,33529,86570.32,25006.55,2018,true
,33530,83280.23,11204.82,2018,true
,33533,78630.41,4245.94,2018,true
,33534,75606.16,7947.53,2018,true
,33535,101810.36,10549.09,2018,true
,33537,75606.16,11866.71,2018,true
,33540,90033.13,20473.12,2018,true
,33542,75606.16,8335.15,2018,true
,33543,78630.41,7317.59,2018,true
,33545,78630.41,7081.89,2018,true
,33546,75606.16,3065.66,2018,true
,33549,90033.13,7301.11,2018,true
,33550,78630.41,50311.72,2018,true
,33551,81647.28,10477.3,2018,true
,33552,90033.13,7872.15,2018,true
,33553,90033.13,7334.59,2018,true
,33554,86570.32,347.43,2018,true
,33556,65348.49,,2018,true
,33557,90033.13,2052.34,2018,true
,33558,120405.08,671.21,2018,true
,33559,78630.41,2141.01,2018,true
,33560,72041.43,1075.12,2018,true
,33561,82754.04,8253.92,2018,true
,33562,75606.16,2006.08,2018,true
,33563,53416.67,153.18,2018,true
,33564,78630.41,8789.06,2018,true
,33565,72041.43,,2018,true
,33566,90033.13,,2018,true
,33567,90033.13,,2018,true
,33570,75606.16,7595.11,2018,true
,33572,53416.67,,2018,true
,33573,75606.16,,2018,true
,33575,101810.36,4736.6,2018,true
,33576,78630.41,8841.45,2018,true
,33577,78630.41,4275.51,2018,true
,33578,78630.41,,2018,true
,33579,55553.34,619.49,2018,true
,33580,53416.67,,2018,true
,33581,89496.91,4322.98,2018,true
,33582,65348.49,1710.03,2018,true
,33583,64091.79,1062.58,2018,true
,33584,77118.28,,2018,true
,33585,78630.41,,2018,true
,33586,75606.16,254.29,2018,true
,33587,87775.81,11360.04,2018,true
,33589,78630.41,7169.77,2018,true
,33590,89496.91,18610.78,2018,true
,33591,78630.41,11387.96,2018,true
,33593,75606.16,,2018,true
,33594,78630.41,440.77,2018,true
,33597,89496.91,15074.65,2018,true
,33598,75606.16,603.41,2018,true
,33599,86570.32,4124.6,2018,true
,33600,86570.32,35575.29,2018,true
,33601,99852.47,26049.19,2018,true
,33602,90033.13,,2018,true
,33603,90033.13,15476.83,2018,true
,32552,87531.16,18758.11,2019,true
,32554,99650.02,6978.24,2019,true
,32555,89031.1,11762.53,2019,true
,32556,86571.08,5062.67,2019,true
,32558,115581.16,18732.57,2019,true
,32561,84910.08,,2019,true
,32562,94429.16,21850.47,2019,true
,32563,71747.0,5624.78,2019,true
,32564,84210.16,,2019,true
,32566,85471.02,1039.48,2019,true
,32567,88031.14,13616.92,2019,true
,32568,87431.06,1177.58,2019,true
,32569,99850.22,15858.68,2019,true
,32570,87171.16,8224.97,2019,true
,32573,93393.18,12844.38,2019,true
,32574,49438.0,,2019,true
,32578,97623.16,1999.53,2019,true
,32579,105503.08,4077.93,2019,true
,32582,58647.0,,2019,true
,32583,114481.1,3929.87,2019,true
,32584,96548.2,4981.95,2019,true
,32586,83410.14,,2019,true
,32587,85710.1,19221.64,2019,true
,32591,99650.02,,2019,true
,32592,85471.02,10607.47,2019,true
,32593,59820.0,,2019,true
,32594,83910.12,14204.47,2019,true
,32595,99750.12,73.88,2019,true
,32596,85571.12,13311.07,2019,true
,32597,86571.08,19406.59,2019,true
,32598,87031.18,10429.66,2019,true
,32599,86410.02,10316.09,2019,true
,32600,87431.06,,2019,true
,32601,83910.12,932.38,2019,true
,32602,85571.12,,2019,true
,32604,86510.12,9010.78,2019,true
,32605,87131.02,1616.15,2019,true
,32606,99050.2,,2019,true
,32608,94429.16,3917.19,2019,true
,32609,93393.18,16334.39,2019,true
,32612,88231.08,5838.0,2019,true
,32613,106324.12,7993.73,2019,true
