id,officer id,officer unique identifier,badge number,job title,start date,end date,unit id
598,12537,,806,SERGEANT OF POLICE,,,
599,12538,,21118,PO AS DETECTIVE,,,
600,12539,,15525,POLICE OFFICER,,,
601,12540,,13967,POLICE OFFICER,,,
602,12541,,1816,SERGEANT OF POLICE,,,
603,12542,,9349,POLICE OFFICER,,,
604,12543,,3696,POLICE OFFICER,,,
605,12544,,15728,POLICE OFFICER,,,
606,12545,,20923,PO AS DETECTIVE,,,
607,12546,,1226,SERGEANT OF POLICE,,,
608,12547,,14367,POLICE OFFICER,,,
609,12548,,,POLICE OFFICER,,,
610,12549,,12963,POLICE OFFICER,,,
611,12550,,907,SERGEANT OF POLICE,,,
612,12551,,18397,POLICE OFFICER,,,
613,12552,,10827,POLICE OFFICER,,,
614,12553,,2511,SERGEANT OF POLICE,,,
615,12554,,13036,POLICE OFFICER,,,
616,12555,,18458,POLICE OFFICER,,,
617,12556,,2364,SERGEANT OF POLICE,,,
618,12557,,11242,POLICE OFFICER,,,
619,12558,,2625,SERGEANT OF POLICE,,,
620,12559,,8774,POLICE OFFICER,,,
621,12560,,17455,POLICE OFFICER,,,
622,12561,,19040,POLICE OFFICER,,,
623,12562,,3296,POLICE OFFICER,,,
624,12563,,2815,POLICE OFFICER,,,
625,12564,,11794,POLICE OFFICER,,,
626,12565,,19760,POLICE OFFICER,,,
627,12566,,14865,POLICE OFFICER,,,
628,12567,,17547,POLICE OFFICER,,,
629,12568,,1994,SERGEANT OF POLICE,,,
630,12569,,11770,POLICE OFFICER,,,
631,12570,,20331,PO AS DETECTIVE,,,
632,12571,,5033,POLICE OFFICER,,,
633,12572,,7006,POLICE OFFICER,,,
634,12573,,29,CAPTAIN OF POLICE,,,
635,12574,,10961,POLICE OFFICER,,,
636,12575,,15110,POLICE OFFICER,,,
637,12576,,7847,POLICE OFFICER,,,
638,12577,,16124,POLICE OFFICER,,,
639,12578,,12648,POLICE OFFICER,,,
640,12579,,8805,POLICE OFFICER,,,
641,12580,,,POLICE OFFICER,,,
642,12581,,2120,SERGEANT OF POLICE,,,
643,12582,,5521,POLICE OFFICER,,,
644,12583,,20752,PO AS DETECTIVE,,,
645,12584,,11748,POLICE OFFICER,,,
646,12585,,35,COMMANDER,,,
647,12586,,3361,POLICE OFFICER,,,
648,12587,,15515,POLICE OFFICER,,,
649,12588,,11122,POLICE OFFICER,,,
650,12589,,8135,POLICE OFFICER,,,
651,12590,,1913,SERGEANT OF POLICE,,,
652,12591,,10121,POLICE OFFICER,,,
653,12592,,14445,POLICE OFFICER,,,
654,12593,,18853,PO ASGN EVID. TECHNI,,,
655,12594,,13629,POLICE OFFICER,,,
656,12595,,19155,POLICE OFFICER,,,
657,12596,,15092,POLICE OFFICER,,,
658,12597,,21185,PO AS DETECTIVE,,,
659,12598,,12493,POLICE OFFICER,,,
660,12599,,17740,POLICE OFFICER,,,
661,12600,,4777,POLICE OFFICER,,,
662,12601,,19758,POLICE OFFICER,,,
663,12602,,6628,POLICE OFFICER,,,
664,12603,,5327,POLICE OFFICER,,,
665,12604,,182,LIEUTENANT OF POLICE,,,
666,12605,,21190,PO AS DETECTIVE,,,
667,12606,,15790,POLICE OFFICER,,,
668,12607,,17818,POLICE OFFICER,,,
669,12608,,10446,POLICE OFFICER,,,
670,12609,,1795,SERGEANT OF POLICE,,,
671,12610,,,POLICE OFFICER,,,
672,12611,,16023,POLICE OFFICER,,,
673,12612,,2118,SERGEANT OF POLICE,,,
674,12613,,20780,PO AS DETECTIVE,,,
675,12614,,11479,POLICE OFFICER,,,
676,12615,,13238,POLICE OFFICER,,,
677,12616,,4734,POLICE OFFICER,,,
678,12617,,20481,PO AS DETECTIVE,,,
679,12618,,20239,PO AS DETECTIVE,,,
680,12619,,1234,SERGEANT OF POLICE,,,
681,12620,,16887,POLICE OFFICER,,,
682,12621,,1748,SERGEANT OF POLICE,,,
683,12622,,18800,POLICE OFFICER,,,
684,12623,,11805,POLICE OFFICER,,,
685,12624,,1174,SERGEANT OF POLICE,,,
686,12625,,3241,POLICE OFFICER,,,
687,12626,,18228,POLICE OFFICER,,,
688,12627,,17611,POLICE OFFICER,,,
689,12628,,18662,POLICE OFFICER,,,
690,12629,,1886,SERGEANT OF POLICE,,,
691,12630,,3990,POLICE OFFICER,,,
692,12631,,20029,PO AS DETECTIVE,,,
693,12632,,4320,POLICE OFFICER,,,
694,12633,,17561,POLICE OFFICER,,,
695,12634,,11814,POLICE OFFICER,,,
696,12635,,7078,POLICE OFFICER,,,
697,12636,,11304,POLICE OFFICER,,,
698,12637,,5740,POLICE OFFICER,,,
699,12638,,10560,POLICE OFFICER,,,
700,12639,,5730,POLICE OFFICER,,,
701,12640,,8231,POLICE OFFICER,,,
702,12641,,20881,PO AS DETECTIVE,,,
703,12642,,4568,POLICE OFFICER,,,
704,12643,,15096,POLICE OFFICER,,,
705,12644,,18302,POLICE OFFICER,,,
706,12645,,19019,POLICE OFFICER,,,
707,12646,,13192,POLICE OFFICER,,,
708,12647,,15508,POLICE OFFICER,,,
709,12648,,11290,POLICE OFFICER,,,
710,12649,,7355,POLICE OFFICER,,,
711,12650,,10296,POLICE OFFICER,,,
712,12651,,10021,PO/MARINE OFFICER,,,
713,12652,,3210,POLICE OFFICER,,,
714,12653,,7025,POLICE OFFICER,,,
715,12654,,1026,SERGEANT OF POLICE,,,
716,12655,,12127,POLICE OFFICER,,,
717,12656,,9323,POLICE OFFICER,,,
718,12657,,9384,POLICE OFFICER,,,
719,12658,,8845,POLICE OFFICER,,,
720,12659,,19997,POLICE OFFICER,,,
721,12660,,10354,POLICE OFFICER,,,
722,12661,,2225,SERGEANT OF POLICE,,,
723,12662,,17036,POLICE OFFICER,,,
724,12663,,16561,POLICE OFFICER,,,
725,12664,,15450,POLICE OFFICER,,,
726,12665,,1592,SERGEANT OF POLICE,,,
727,12666,,20807,PO AS DETECTIVE,,,
728,12667,,12678,POLICE OFFICER,,,
729,12668,,7112,POLICE OFFICER,,,
730,12669,,10924,POLICE OFFICER,,,
731,12670,,15667,POLICE OFFICER,,,
732,12671,,4437,POLICE OFFICER,,,
733,12672,,4044,POLICE OFFICER,,,
734,12673,,11393,POLICE OFFICER,,,
735,12674,,13297,POLICE OFFICER,,,
736,12675,,9809,POLICE OFFICER,,,
737,12676,,19651,PO/EXP DET CAN HAND,,,
738,12677,,6356,POLICE OFFICER,,,
739,12678,,14844,POLICE OFFICER,,,
740,12679,,8839,POLICE OFFICER,,,
741,12680,,15641,POLICE OFFICER,,,
742,12681,,20139,PO AS DETECTIVE,,,
743,12682,,4255,POLICE OFFICER,,,
744,12683,,7739,POLICE OFFICER,,,
745,12684,,14345,POLICE OFFICER,,,
746,12685,,6734,POLICE OFFICER,,,
747,12686,,3224,POLICE OFFICER,,,
748,12687,,989,SERGEANT OF POLICE,,,
749,12688,,11187,POLICE OFFICER,,,
750,12689,,3112,POLICE OFFICER,,,
751,12690,,3553,POLICE OFFICER,,,
752,12691,,15640,POLICE OFFICER,,,
753,12692,,14454,POLICE OFFICER,,,
754,12693,,12166,POLICE OFFICER,,,
755,12694,,12254,POLICE OFFICER,,,
756,12695,,12417,POLICE OFFICER,,,
757,12696,,5124,POLICE OFFICER,,,
758,12697,,8175,POLICE OFFICER,,,
759,12698,,18602,PO/FIELD TRNING OFF,,,
760,12699,,1820,SERGEANT OF POLICE,,,
761,12700,,19592,POLICE OFFICER,,,
762,12701,,20965,PO AS DETECTIVE,,,
763,12702,,3950,POLICE OFFICER,,,
764,12703,,13507,POLICE OFFICER,,,
765,12704,,15360,POLICE OFFICER,,,
766,12705,,17495,PO/FIELD TRNING OFF,,,
767,12706,,16332,POLICE OFFICER,,,
768,12707,,19617,POLICE OFFICER,,,
769,12708,,13627,POLICE OFFICER,,,
770,12709,,10895,POLICE OFFICER,,,
771,12710,,17604,POLICE OFFICER,,,
772,12711,,11431,POLICE OFFICER,,,
773,12712,,16337,POLICE OFFICER,,,
774,12713,,200,LIEUTENANT OF POLICE,,,
775,12714,,13396,POLICE OFFICER,,,
776,12715,,3718,POLICE OFFICER,,,
777,12716,,15716,POLICE OFFICER,,,
778,12717,,13449,POLICE OFFICER,,,
779,12718,,21333,PO AS DETECTIVE,,,
780,12719,,16976,POLICE OFFICER,,,
781,12720,,2279,SERGEANT OF POLICE,,,
782,12721,,4074,POLICE OFFICER,,,
783,12722,,2470,SERGEANT OF POLICE,,,
784,12723,,6068,POLICE OFFICER,,,
785,12724,,75,COMMANDER,,,
786,12725,,779,LIEUTENANT OF POLICE,,,
787,12726,,5270,POLICE OFFICER,,,
788,12727,,10851,POLICE OFFICER,,,
789,12728,,19197,POLICE OFFICER,,,
790,12729,,17810,POLICE OFFICER,,,
791,12730,,5229,POLICE OFFICER,,,
792,12731,,14769,POLICE OFFICER,,,
793,12732,,7207,POLICE OFFICER,,,
794,12733,,16043,POLICE OFFICER,,,
795,12734,,528,LIEUTENANT OF POLICE,,,
796,12735,,15213,POLICE OFFICER,,,
797,12736,,,POLICE OFFICER,,,
798,12737,,11871,POLICE OFFICER,,,
799,12738,,7894,POLICE OFFICER,,,
800,12739,,18634,POLICE OFFICER,,,
801,12740,,19823,POLICE OFFICER,,,
802,12741,,284,LIEUTENANT OF POLICE,,,
803,12742,,6869,POLICE OFFICER,,,
804,12743,,19975,POLICE OFFICER,,,
805,12744,,2075,SERGEANT OF POLICE,,,
806,12745,,5064,POLICE OFFICER,,,
807,12746,,15454,POLICE OFFICER,,,
808,12747,,14009,POLICE OFFICER,,,
809,12748,,18990,POLICE OFFICER,,,
810,12749,,620,LIEUTENANT OF POLICE,,,
811,12750,,2365,SERGEANT OF POLICE,,,
812,12751,,710,LIEUTENANT OF POLICE,,,
813,12752,,15520,POLICE OFFICER,,,
814,12753,,4006,POLICE OFFICER,,,
815,12754,,10352,PO/MOUNTED PAT OFF.,,,
816,12755,,6269,POLICE OFFICER,,,
817,12756,,6122,POLICE OFFICER,,,
818,12757,,1070,SERGEANT OF POLICE,,,
819,12758,,13232,POLICE OFFICER,,,
820,12759,,11268,POLICE OFFICER,,,
821,12760,,3243,POLICE OFFICER,,,
822,12761,,13661,POLICE OFFICER,,,
823,12762,,17008,POLICE OFFICER,,,
824,12763,,13866,POLICE OFFICER,,,
825,12764,,17839,POLICE OFFICER,,,
826,12765,,13587,POLICE OFFICER,,,
827,12766,,11961,POLICE OFFICER,,,
828,12767,,12106,POLICE OFFICER,,,
829,12768,,1250,SERGEANT OF POLICE,,,
830,12769,,13495,POLICE OFFICER,,,
831,12770,,11100,POLICE OFFICER,,,
832,12771,,3233,POLICE OFFICER,,,
833,12772,,9486,POLICE OFFICER,,,
834,12773,,,POLICE OFFICER,,,
835,12774,,19860,POLICE OFFICER,,,
836,12775,,20254,PO AS DETECTIVE,,,
837,12776,,14609,POLICE OFFICER,,,
838,12777,,17542,POLICE OFFICER,,,
839,12778,,17301,POLICE OFFICER,,,
840,12779,,12014,POLICE OFFICER,,,
841,12780,,13973,POLICE OFFICER,,,
842,12781,,11126,POLICE OFFICER,,,
843,12782,,12528,POLICE OFFICER,,,
844,12783,,7253,POLICE OFFICER,,,
845,12784,,16977,POLICE OFFICER,,,
846,12785,,,POLICE OFFICER,,,
847,12786,,8943,POLICE OFFICER,,,
848,12787,,4632,POLICE OFFICER,,,
849,12788,,21345,PO AS DETECTIVE,,,
850,12789,,1237,SERGEANT OF POLICE,,,
851,12790,,7954,POLICE OFFICER,,,
852,12791,,12744,POLICE OFFICER,,,
853,12792,,13615,POLICE OFFICER,,,
854,12793,,17239,POLICE OFFICER,,,
855,12794,,6258,POLICE OFFICER,,,
856,12795,,9673,POLICE OFFICER,,,
857,12796,,1741,SERGEANT OF POLICE,,,
858,12797,,18202,POLICE OFFICER,,,
859,12798,,17364,POLICE OFFICER,,,
860,12799,,21222,PO AS DETECTIVE,,,
861,12800,,13262,POLICE OFFICER,,,
862,12801,,17913,POLICE OFFICER,,,
863,12802,,13415,POLICE OFFICER,,,
864,12803,,16816,POLICE OFFICER,,,
865,12804,,794,LIEUTENANT OF POLICE,,,
866,12805,,17230,POLICE OFFICER,,,
867,12806,,10519,POLICE OFFICER,,,
868,12808,,18400,POLICE OFFICER,,,
869,12807,,17481,PO (PER ARB AWARD),,,
870,12809,,1519,SERGEANT OF POLICE,,,
871,12810,,6549,POLICE OFFICER,,,
872,12811,,4741,POLICE OFFICER,,,
873,12812,,8552,POLICE OFFICER,,,
874,12813,,1248,SERGEANT OF POLICE,,,
875,12814,,1170,SERGEANT OF POLICE,,,
876,12815,,10077,POLICE OFFICER,,,
877,12816,,15849,POLICE OFFICER,,,
878,12817,,9677,POLICE OFFICER,,,
879,12818,,926,SERGEANT OF POLICE,,,
880,12819,,1176,SERGEANT OF POLICE,,,
881,12820,,4905,POLICE OFFICER,,,
882,12821,,14838,POLICE OFFICER,,,
883,12822,,13030,POLICE OFFICER,,,
884,12823,,18445,POLICE OFFICER,,,
885,12824,,18668,POLICE OFFICER,,,
886,12825,,28,COMMANDER,,,
887,12826,,2026,SERGEANT OF POLICE,,,
888,12827,,18408,POLICE OFFICER,,,
889,12828,,2731,POLICE OFFICER,,,
890,12829,,14472,POLICE OFFICER,,,
891,12830,,4799,POLICE OFFICER,,,
892,12831,,15159,POLICE OFFICER,,,
893,12832,,15875,POLICE OFFICER,,,
894,12833,,7332,POLICE OFFICER,,,
895,12834,,3276,POLICE OFFICER,,,
896,12835,,20917,PO AS DETECTIVE,,,
897,12836,,2413,SERGEANT OF POLICE,,,
898,12837,,18663,POLICE OFFICER,,,
899,12838,,15625,POLICE OFFICER,,,
900,12839,,1122,SERGEANT OF POLICE,,,
901,12840,,7849,POLICE OFFICER,,,
902,12841,,3590,POLICE OFFICER,,,
903,12842,,13191,POLICE OFFICER,,,
904,12843,,4341,POLICE OFFICER,,,
905,12844,,857,SERGEANT OF POLICE,,,
906,12845,,,POLICE OFFICER,,,
907,12846,,7909,POLICE OFFICER,,,
908,12847,,5779,POLICE OFFICER,,,
909,12848,,11386,POLICE OFFICER,,,
910,12849,,15870,POLICE OFFICER,,,
911,12850,,19020,POLICE OFFICER,,,
912,12851,,17978,POLICE OFFICER,,,
913,12852,,20288,PO AS DETECTIVE,,,
914,12853,,14941,POLICE OFFICER,,,
915,12854,,422,DEP CHIEF,,,
916,12855,,13670,POLICE OFFICER,,,
917,12856,,20363,PO AS DETECTIVE,,,
918,12857,,1622,SERGEANT OF POLICE,,,
919,12858,,12286,POLICE OFFICER,,,
920,12859,,18598,POLICE OFFICER,,,
921,12860,,8969,POLICE OFFICER,,,
922,12861,,15164,POLICE OFFICER,,,
923,12862,,13005,POLICE OFFICER,,,
924,12863,,11704,POLICE OFFICER,,,
925,12864,,19101,POLICE OFFICER,,,
926,12865,,4704,POLICE OFFICER,,,
927,12866,,17063,POLICE OFFICER,,,
928,12867,,8747,PO ASGN EVID. TECHNI,,,
929,12868,,6317,POLICE OFFICER,,,
930,12869,,10494,POLICE OFFICER,,,
931,12870,,18604,POLICE OFFICER,,,
932,12871,,16767,POLICE OFFICER,,,
933,12872,,12690,POLICE OFFICER,,,
934,12873,,11283,POLICE OFFICER,,,
935,12874,,6101,POLICE OFFICER,,,
936,12875,,21107,EXPL TECH 1,,,
937,12877,,6940,POLICE OFFICER,,,
938,12876,,,POLICE OFFICER,,,
939,12878,,14590,POLICE OFFICER,,,
940,12879,,15903,POLICE OFFICER,,,
941,12880,,19788,POLICE OFFICER,,,
942,12881,,5281,POLICE OFFICER,,,
943,12882,,4448,POLICE TECHNICIAN,,,
944,12883,,13501,POLICE OFFICER,,,
945,12884,,11940,POLICE OFFICER,,,
946,12885,,6779,PO ASSGN TRAFF SPEC,,,
947,12886,,16923,POLICE OFFICER,,,
948,12887,,19854,POLICE OFFICER,,,
949,12888,,19459,POLICE OFFICER,,,
950,12889,,1772,SERGEANT OF POLICE,,,
951,12890,,13753,POLICE OFFICER,,,
952,12891,,15963,POLICE OFFICER,,,
953,12892,,11623,POLICE OFFICER,,,
954,12893,,4214,PO/FIELD TRNING OFF,,,
955,12894,,14847,POLICE OFFICER,,,
956,12895,,7328,POLICE OFFICER,,,
957,12896,,1678,SERGEANT OF POLICE,,,
958,12897,,1751,SERGEANT OF POLICE,,,
959,12898,,18989,POLICE OFFICER,,,
960,12899,,20533,PO AS DETECTIVE,,,
961,12900,,19830,POLICE OFFICER,,,
962,12901,,16806,POLICE OFFICER,,,
963,12902,,4231,POLICE OFFICER,,,
964,12903,,17641,POLICE OFFICER,,,
965,12904,,12800,POLICE OFFICER,,,
966,12905,,7430,POLICE OFFICER,,,
967,12906,,10725,POLICE OFFICER,,,
968,12907,,17504,POLICE OFFICER,,,
969,12908,,10828,PO ASSG CANINE HANDL,,,
970,12909,,17089,POLICE OFFICER,,,
971,12910,,3941,POLICE OFFICER,,,
972,12911,,11195,POLICE OFFICER,,,
973,12912,,14152,POLICE OFFICER,,,
974,12913,,11551,POLICE OFFICER,,,
975,12914,,11417,POLICE OFFICER,,,
976,12915,,20972,PO AS DETECTIVE,,,
977,12917,,19123,POLICE OFFICER,,,
978,12918,,5694,POLICE OFFICER,,,
979,12916,,18869,POLICE OFFICER,,,
980,12919,,13476,POLICE OFFICER,,,
981,12920,,15217,POLICE OFFICER,,,
982,12921,,4192,POLICE OFFICER,,,
983,12922,,18938,POLICE OFFICER,,,
984,12923,,5016,POLICE OFFICER,,,
985,12924,,10723,POLICE OFFICER,,,
986,12925,,9331,POLICE OFFICER,,,
987,12926,,18370,POLICE OFFICER,,,
988,12927,,12015,POLICE OFFICER,,,
989,12928,,17777,POLICE OFFICER,,,
990,12929,,11803,POLICE OFFICER,,,
991,12930,,9382,POLICE OFFICER,,,
992,12931,,816,SERGEANT OF POLICE,,,
993,12932,,4700,POLICE OFFICER,,,
994,12933,,14687,POLICE OFFICER,,,
995,12934,,5591,POLICE OFFICER,,,
996,12935,,9937,POLICE OFFICER,,,
997,12936,,4439,POLICE OFFICER,,,
998,12937,,13575,POLICE OFFICER,,,
999,12938,,11973,POLICE OFFICER,,,
1000,12939,,20886,PO AS DETECTIVE,,,
1001,12940,,6000,POLICE OFFICER,,,
1002,12941,,9720,POLICE OFFICER,,,
1003,12942,,1212,SERGEANT OF POLICE,,,
1004,12943,,,POLICE OFFICER,,,
1005,12944,,16303,POLICE OFFICER,,,
1006,12945,,13819,POLICE OFFICER,,,
1007,12946,,12598,POLICE OFFICER,,,
1008,12947,,4482,POLICE OFFICER,,,
1009,12948,,11901,POLICE OFFICER,,,
1010,12949,,8200,POLICE OFFICER,,,
1011,12950,,1694,SERGEANT OF POLICE,,,
1012,12951,,12568,POLICE OFFICER,,,
1013,12952,,12059,POLICE OFFICER,,,
1014,12953,,14500,POLICE OFFICER,,,
1015,12954,,5525,POLICE OFFICER,,,
1016,12955,,4120,POLICE OFFICER,,,
1017,12956,,4119,POLICE OFFICER,,,
1018,12957,,975,SERGEANT OF POLICE,,,
1019,12958,,8553,POLICE OFFICER,,,
1020,12959,,15892,POLICE OFFICER,,,
1021,12960,,16328,POLICE OFFICER,,,
1022,12961,,3244,POLICE OFFICER,,,
1023,12962,,7164,POLICE OFFICER,,,
1024,12963,,4691,POLICE OFFICER,,,
1025,12964,,16209,POLICE OFFICER,,,
1026,12965,,13910,POLICE OFFICER,,,
1027,12966,,15674,POLICE OFFICER,,,
1028,12967,,7974,POLICE OFFICER,,,
1029,12968,,10668,POLICE OFFICER,,,
1030,12969,,18019,POLICE OFFICER,,,
1031,12970,,20008,PO AS DETECTIVE,,,
1032,12971,,9815,POLICE OFFICER,,,
1033,12972,,18526,POLICE OFFICER,,,
1034,12973,,12567,POLICE OFFICER,,,
1035,12974,,14371,POLICE OFFICER,,,
1036,12975,,204,LIEUTENANT OF POLICE,,,
1037,12976,,9698,POLICE OFFICER,,,
1038,12977,,21779,PO AS DETECTIVE,,,
1039,12978,,12552,POLICE OFFICER,,,
1040,12979,,19779,POLICE OFFICER,,,
1041,12980,,6442,POLICE OFFICER,,,
1042,12981,,3842,POLICE OFFICER,,,
1043,12982,,11691,POLICE OFFICER,,,
1044,12983,,13136,POLICE OFFICER,,,
1045,12984,,16264,POLICE OFFICER,,,
1046,12985,,20168,PO AS DETECTIVE,,,
1047,12986,,9634,POLICE OFFICER,,,
1048,12987,,15045,POLICE OFFICER,,,
1049,12989,,9102,POLICE OFFICER,,,
1050,12988,,19253,POLICE OFFICER,,,
1051,12990,,7364,POLICE OFFICER,,,
1052,12991,,18866,POLICE OFFICER,,,
1053,12992,,9565,POLICE OFFICER,,,
1054,12993,,17272,POLICE OFFICER,,,
1055,12994,,20772,PO AS DETECTIVE,,,
1056,12995,,17894,POLICE OFFICER,,,
1057,12996,,9670,POLICE OFFICER,,,
1058,12997,,1593,SERGEANT OF POLICE,,,
1059,12998,,11681,POLICE OFFICER,,,
1060,12999,,2655,SERGEANT OF POLICE,,,
1061,13000,,8314,PO/EXP DET CAN HAND,,,
1062,13001,,14626,POLICE OFFICER,,,
1063,13002,,18299,POLICE OFFICER,,,
1064,13003,,9309,POLICE OFFICER,,,
1065,13004,,8077,POLICE OFFICER,,,
1066,13005,,11388,POLICE OFFICER,,,
1067,13006,,11567,POLICE OFFICER,,,
1068,13007,,4076,POLICE OFFICER,,,
1069,13008,,20810,PO AS DETECTIVE,,,
1070,13009,,4123,POLICE OFFICER,,,
1071,13010,,16694,POLICE OFFICER,,,
1072,13011,,8099,POLICE AGENT,,,
1073,13012,,20053,PO AS DETECTIVE,,,
1074,13013,,8707,POLICE OFFICER,,,
1075,13014,,10558,POLICE OFFICER,,,
1076,13015,,5077,POLICE OFFICER,,,
1077,13016,,869,SERGEANT OF POLICE,,,
1078,13017,,421,LIEUTENANT OF POLICE,,,
1079,13018,,12656,POLICE OFFICER,,,
1080,13019,,17823,POLICE OFFICER,,,
1081,13020,,46,CAPTAIN OF POLICE,,,
1082,13021,,7601,POLICE OFFICER,,,
1083,13022,,19140,POLICE OFFICER,,,
1084,13023,,10182,POLICE OFFICER,,,
1085,13024,,15214,POLICE OFFICER,,,
1086,13025,,6642,POLICE OFFICER,,,
1087,13026,,18730,POLICE OFFICER,,,
1088,13027,,19552,POLICE OFFICER,,,
1089,13028,,19153,POLICE OFFICER,,,
1090,13029,,16062,POLICE OFFICER,,,
1091,13030,,16772,POLICE OFFICER,,,
1092,13031,,6370,POLICE OFFICER,,,
1093,13032,,20744,PO AS DETECTIVE,,,
1094,13033,,8602,POLICE OFFICER,,,
1095,13034,,17883,POLICE OFFICER,,,
1096,13035,,15390,POLICE OFFICER,,,
1097,13036,,5023,POLICE OFFICER,,,
1098,13037,,3894,POLICE OFFICER,,,
1099,13038,,4503,POLICE OFFICER,,,
1100,13039,,6491,POLICE OFFICER,,,
1101,13040,,17865,POLICE OFFICER,,,
1102,13041,,17677,POLICE OFFICER,,,
1103,13042,,19024,POLICE OFFICER,,,
1104,13043,,8284,POLICE OFFICER,,,
1105,13044,,1909,SERGEANT OF POLICE,,,
1106,13045,,13003,POLICE OFFICER,,,
1107,13046,,18798,POLICE OFFICER,,,
1108,13047,,3330,POLICE OFFICER,,,
1109,13048,,10766,POLICE OFFICER,,,
1110,13049,,667,LIEUTENANT OF POLICE,,,
1111,13050,,20358,PO AS DETECTIVE,,,
1112,13051,,20977,PO AS DETECTIVE,,,
1113,13052,,20319,PO AS DETECTIVE,,,
1114,13053,,5508,POLICE OFFICER,,,
1115,13054,,16398,POLICE OFFICER,,,
1116,13055,,13039,POLICE OFFICER,,,
1117,13056,,14786,POLICE OFFICER,,,
1118,13057,,15695,POLICE OFFICER,,,
1119,13058,,20730,PO AS DETECTIVE,,,
1120,13059,,3313,POLICE OFFICER,,,
1121,13060,,18204,POLICE OFFICER,,,
1122,13061,,19502,POLICE OFFICER,,,
1123,13062,,5584,POLICE OFFICER,,,
1124,13063,,10585,POLICE OFFICER,,,
1125,13064,,14151,POLICE OFFICER,,,
1126,13065,,19916,POLICE OFFICER,,,
1127,13066,,20978,PO AS DETECTIVE,,,
1128,13067,,12284,POLICE OFFICER,,,
1129,13068,,15348,POLICE OFFICER,,,
1130,13069,,15097,POLICE OFFICER,,,
1131,13070,,12402,POLICE OFFICER,,,
1132,13071,,17306,POLICE OFFICER,,,
1133,13072,,9546,POLICE OFFICER,,,
1134,13073,,7244,POLICE OFFICER,,,
1135,13074,,11593,POLICE OFFICER,,,
1136,13075,,7585,POLICE OFFICER,,,
1137,13076,,17639,POLICE OFFICER,,,
1138,13077,,19247,POLICE OFFICER,,,
1139,13078,,6324,POLICE OFFICER,,,
1140,13079,,3684,POLICE OFFICER,,,
1141,13080,,1753,SERGEANT OF POLICE,,,
1142,13081,,8097,POLICE OFFICER,,,
1143,13082,,4093,POLICE OFFICER,,,
1144,13083,,11165,POLICE OFFICER,,,
1145,13084,,2235,SERGEANT OF POLICE,,,
1146,13085,,14136,POLICE OFFICER,,,
1147,13086,,2023,SERGEANT OF POLICE,,,
1148,13089,,1708,SERGEANT OF POLICE,,,
1149,13087,,3441,POLICE OFFICER,,,
1150,13088,,7571,POLICE OFFICER,,,
1151,13090,,11995,POLICE OFFICER,,,
1152,13092,,8220,POLICE OFFICER,,,
1153,13093,,20999,PO AS DETECTIVE,,,
1154,13094,,17514,POLICE OFFICER,,,
1155,13091,,15887,POLICE OFFICER,,,
1156,13095,,13747,POLICE OFFICER,,,
1157,13096,,17655,POLICE OFFICER,,,
1158,13097,,15572,POLICE OFFICER,,,
1159,13098,,1882,SERGEANT OF POLICE,,,
1160,13099,,13372,POLICE OFFICER,,,
1161,13100,,15332,POLICE OFFICER,,,
1162,13101,,11516,POLICE OFFICER,,,
1163,13102,,1133,SERGEANT OF POLICE,,,
1164,13103,,11990,POLICE OFFICER,,,
1165,13104,,14840,POLICE OFFICER,,,
1166,13105,,2836,POLICE OFFICER,,,
1167,13106,,7806,POLICE OFFICER,,,
1168,13107,,19615,POLICE OFFICER,,,
1169,13108,,2378,SERGEANT OF POLICE,,,
1170,13110,,4242,POLICE OFFICER,,,
1171,13109,,6275,PO/FIELD TRNING OFF,,,
1172,13111,,6355,POLICE OFFICER,,,
1173,13112,,15964,POLICE OFFICER,,,
1174,13113,,20982,PO AS DETECTIVE,,,
1175,13114,,20362,PO AS DETECTIVE,,,
1176,13115,,18506,POLICE OFFICER,,,
1177,13116,,1278,SERGEANT OF POLICE,,,
1178,13117,,4510,POLICE OFFICER,,,
1179,13118,,3788,POLICE OFFICER,,,
1180,13119,,1836,SERGEANT OF POLICE,,,
1181,13120,,11209,POLICE OFFICER,,,
1182,13121,,9346,POLICE OFFICER,,,
1183,13122,,10438,POLICE OFFICER,,,
1184,13123,,15857,POLICE OFFICER,,,
1185,13124,,4672,POLICE OFFICER,,,
1186,13125,,14263,POLICE OFFICER,,,
1187,13126,,6098,POLICE OFFICER,,,
1188,13127,,15204,PO/FIELD TRNING OFF,,,
1189,13129,,6436,POLICE OFFICER,,,
1190,13128,,18812,PO/MARINE OFFICER,,,
1191,13135,,20026,PO AS DETECTIVE,,,
1192,13136,,19264,POLICE OFFICER,,,
1193,13137,,15752,POLICE OFFICER,,,
1194,13130,,11809,POLICE OFFICER,,,
1195,13138,,18333,POLICE OFFICER,,,
1196,13131,,2404,SERGEANT OF POLICE,,,
1197,13132,,9239,POLICE OFFICER,,,
1198,13139,,5638,POLICE OFFICER,,,
1199,13140,,2874,PO ASSGN TRAFF SPEC,,,
1200,13133,,15617,POLICE OFFICER,,,
1201,13134,,3220,POLICE OFFICER,,,
1202,13141,,17724,POLICE OFFICER,,,
1203,13142,,8988,POLICE OFFICER,,,
1204,13143,,12212,POLICE OFFICER,,,
1205,13144,,16733,POLICE OFFICER,,,
1206,13145,,1844,SERGEANT OF POLICE,,,
