id,url,title,link_type,author,officer_ids
,https://cpdp.co/officer/23982/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100181
,https://cpdp.co/officer/20308/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100182
,https://cpdp.co/officer/26095/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100184
,https://cpdp.co/officer/27334/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100185
,https://cpdp.co/officer/1585/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100189
,https://cpdp.co/officer/29164/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100190
,https://cpdp.co/officer/18982/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100192
,https://cpdp.co/officer/27245/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100193
,https://cpdp.co/officer/10732/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100216
,https://cpdp.co/officer/11016/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100217
,https://cpdp.co/officer/12009/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100218
,https://cpdp.co/officer/20998/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100219
,https://cpdp.co/officer/19330/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100220
,https://cpdp.co/officer/7856/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100223
,https://cpdp.co/officer/131/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100224
,https://cpdp.co/officer/561/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100226
,https://cpdp.co/officer/593/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100227
,https://cpdp.co/officer/922/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100228
,https://cpdp.co/officer/1657/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100229
,https://cpdp.co/officer/1826/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100230
,https://cpdp.co/officer/2358/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100231
,https://cpdp.co/officer/3186/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100232
,https://cpdp.co/officer/3459/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100233
,https://cpdp.co/officer/4476/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100234
,https://cpdp.co/officer/4623/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100235
,https://cpdp.co/officer/5626/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100236
,https://cpdp.co/officer/7454/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100237
,https://cpdp.co/officer/7684/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100238
,https://cpdp.co/officer/8215/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100239
,https://cpdp.co/officer/9144/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100240
,https://cpdp.co/officer/9509/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100241
,https://cpdp.co/officer/10484/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100242
,https://cpdp.co/officer/11749/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100243
,https://cpdp.co/officer/12561/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100244
,https://cpdp.co/officer/12589/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100245
,https://cpdp.co/officer/12972/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100246
,https://cpdp.co/officer/12989/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100247
,https://cpdp.co/officer/13239/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100248
,https://cpdp.co/officer/14439/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100252
,https://cpdp.co/officer/14520/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100253
,https://cpdp.co/officer/14578/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100254
,https://cpdp.co/officer/14588/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100255
,https://cpdp.co/officer/15238/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100256
,https://cpdp.co/officer/15924/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100259
,https://cpdp.co/officer/16263/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100260
,https://cpdp.co/officer/16680/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100261
,https://cpdp.co/officer/17373/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100262
,https://cpdp.co/officer/18847/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100263
,https://cpdp.co/officer/19136/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100265
,https://cpdp.co/officer/21467/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100266
,https://cpdp.co/officer/22298/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100267
,https://cpdp.co/officer/24492/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100269
,https://cpdp.co/officer/25517/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100271
,https://cpdp.co/officer/25764/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100272
,https://cpdp.co/officer/26591/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100273
,https://cpdp.co/officer/27477/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100274
,https://cpdp.co/officer/28396/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100275
,https://cpdp.co/officer/30468/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100277
,https://cpdp.co/officer/30653/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100278
,https://cpdp.co/officer/31069/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100279
,https://cpdp.co/officer/3351/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100282
,https://cpdp.co/officer/27585/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100283
,https://cpdp.co/officer/12619/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100284
,https://cpdp.co/officer/608/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100285
,https://cpdp.co/officer/759/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100286
,https://cpdp.co/officer/904/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100287
,https://cpdp.co/officer/951/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100288
,https://cpdp.co/officer/3470/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100289
,https://cpdp.co/officer/3853/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100290
,https://cpdp.co/officer/4088/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100291
,https://cpdp.co/officer/5224/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100293
,https://cpdp.co/officer/5574/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100294
,https://cpdp.co/officer/6739/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100295
,https://cpdp.co/officer/6999/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100296
,https://cpdp.co/officer/7380/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100298
,https://cpdp.co/officer/8282/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100299
,https://cpdp.co/officer/9048/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100301
,https://cpdp.co/officer/9070/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100302
,https://cpdp.co/officer/9196/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100303
,https://cpdp.co/officer/9893/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100305
,https://cpdp.co/officer/10530/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100306
,https://cpdp.co/officer/11059/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100307
,https://cpdp.co/officer/11628/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100308
,https://cpdp.co/officer/11815/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100309
,https://cpdp.co/officer/11960/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100310
,https://cpdp.co/officer/13138/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100312
,https://cpdp.co/officer/13063/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100313
,https://cpdp.co/officer/13836/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100315
,https://cpdp.co/officer/14539/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100316
,https://cpdp.co/officer/14647/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100317
,https://cpdp.co/officer/15160/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100318
,https://cpdp.co/officer/15266/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100319
,https://cpdp.co/officer/15302/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100320
,https://cpdp.co/officer/15532/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100321
,https://cpdp.co/officer/15839/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100322
,https://cpdp.co/officer/16164/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100323
,https://cpdp.co/officer/16497/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100324
,https://cpdp.co/officer/16685/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100325
,https://cpdp.co/officer/17907/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100326
,https://cpdp.co/officer/17906/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100327
,https://cpdp.co/officer/18071/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100328
,https://cpdp.co/officer/18343/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100329
,https://cpdp.co/officer/18633/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100330
,https://cpdp.co/officer/18999/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100332
,https://cpdp.co/officer/19728/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100333
,https://cpdp.co/officer/20381/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100334
,https://cpdp.co/officer/20344/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100335
,https://cpdp.co/officer/21195/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100336
,https://cpdp.co/officer/21472/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100337
,https://cpdp.co/officer/21871/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100339
,https://cpdp.co/officer/22446/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100341
,https://cpdp.co/officer/22721/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100342
,https://cpdp.co/officer/22746/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100343
,https://cpdp.co/officer/22985/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100345
,https://cpdp.co/officer/23018/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100346
,https://cpdp.co/officer/23122/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100347
,https://cpdp.co/officer/24801/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100349
,https://cpdp.co/officer/24935/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100350
,https://cpdp.co/officer/25636/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100351
,https://cpdp.co/officer/26354/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100353
,https://cpdp.co/officer/26720/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100354
,https://cpdp.co/officer/27568/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100355
,https://cpdp.co/officer/27895/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100356
,https://cpdp.co/officer/28001/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100357
,https://cpdp.co/officer/28128/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100358
,https://cpdp.co/officer/28277/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100360
,https://cpdp.co/officer/28360/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100361
,https://cpdp.co/officer/29184/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100363
,https://cpdp.co/officer/29367/,Officer's profile on CPDP,Link,Citizens Police Data Project,#U100364
