id,officer_id,badge_number,job_title,start_date,resign_date
,#U107969,,POLICE OFFICER,,
,#U107970,,DETECTIVE,,
,#U107971,,SERGEANT,,
,#U107972,8335,POLICE OFFICER,1973-10-22,2005-06-15
,#U107973,16405,POLICE OFFICER,1976-03-08,2004-01-09
,#U107974,,POLICE OFFICER,,
,#U107997,,POLICE OFFICER,,
,#U107998,19071,POLICE OFFICER,1999-01-21,2003-02-04
,#U107998,19071,POLICE OFFICER,2003-07-17,2003-08-25
,#U107998,19071,POLICE OFFICER,2003-12-12,2004-01-29
,#U107998,19071,POLICE OFFICER,2005-03-01,2008-11-18
,#U107998,19071,POLICE OFFICER,2009-07-07,2011-09-16
,#U107998,19071,POLICE OFFICER,2011-12-01,2015-04-01
,#U107999,17728,POLICE OFFICER,1998-01-19,2000-05-03
,#U107999,9675,POLICE OFFICER,2000-05-03,2003-04-09
,#U108002,,POLICE OFFICER,,
,#U108006,3006,POLICE OFFICER,1997-01-23,2005-07-29
,#U108006,3006,POLICE OFFICER,2006-09-20,2009-10-13
,#U108014,,POLICE OFFICER,,
,#U108019,17839,POLICE OFFICER,1986-05-28,2010-07-16
,#U108027,5785,POLICE OFFICER,2000-06-16,2005-01-31
,#U108033,,POLICE OFFICER,,
,#U108034,13858,POLICE OFFICER,2006-04-19,2009-01-29
,#U108038,,POLICE OFFICER,,
,#U108039,5319,POLICE OFFICER,1999-04-07,2001-06-27
,#U108039,5319,POLICE OFFICER,2004-04-12,2012-05-15
,#U108040,,POLICE OFFICER,,
,#U108048,12760,POLICE OFFICER,1980-02-11,2003-08-15
,#U108048,,FIELD TRAINING OFFICER,,
,#U108053,5990,POLICE OFFICER,2002-07-23,2013-06-04
,#U108054,16947,POLICE OFFICER,1992-04-03,2001-08-19
,#U108058,7052,POLICE OFFICER,2000-04-06,2002-10-31
,#U108063,,POLICE OFFICER,,
,#U108071,19456,POLICE OFFICER,1996-04-09,2007-10-04
,#U108074,1477,SERGEANT,1997-02-20,2012-01-03
,#U108079,,POLICE OFFICER,,
,#U108083,3551,POLICE OFFICER,1982-11-29,2001-10-09
,#U108083,3551,POLICE OFFICER,2003-10-30,2004-02-05
,#U108090,13609,POLICE OFFICER,2003-04-03,2006-02-12
,#U108093,,POLICE OFFICER,,
,#U108094,15621,POLICE OFFICER,1991-08-12,2009-01-26
,#U108095,,POLICE OFFICER,,
,#U108100,17913,POLICE OFFICER,1988-03-01,2009-10-15
,#U108102,6348,POLICE OFFICER,1999-07-30,2003-09-30
,#U108104,15694,POLICE OFFICER,2004-04-02,2010-01-08
,#U108112,12542,POLICE OFFICER,1998-11-17,2004-05-21
,#U108115,10840,POLICE OFFICER,2006-06-06,2010-06-15
,#U108119,8931,POLICE OFFICER,2007-02-07,2008-01-30
,#U108133,16392,POLICE OFFICER,1995-12-18,2001-01-01
,#U108133,11936,POLICE OFFICER,2001-01-01,2005-01-28
,#U108144,4229,POLICE OFFICER,2008-09-29,2008-12-26
,#U108144,4229,POLICE OFFICER,2009-03-10,2014-08-06
,#U108150,11057,POLICE OFFICER,2006-08-30,2010-10-27
,#U108150,19151,POLICE OFFICER,2007-11-19,2007-11-19
,#U108153,,POLICE OFFICER,,
,#U108159,,DETECTIVE,,
,#U108166,1615,SERGEANT,1988-12-08,2001-06-14
,#U108167,,POLICE OFFICER,,
,#U108168,,POLICE OFFICER,,
,#U108169,20318,DETECTIVE,1991-11-10,2003-01-02
,#U108169,20318,DETECTIVE,2003-04-18,2007-07-16
,#U108170,,POLICE OFFICER,,
,#U108171,,POLICE OFFICER,,
,#U108172,353,LIEUTENANT,1998-11-05,
,#U108172,353,CHIEF,,
,#U108173,,POLICE OFFICER,,
,#U108174,,SERGEANT,,
,#U108175,10162,POLICE OFFICER,1994-03-04,2011-05-25
,#U108176,,FIELD TRAINING OFFICER,,
,#U108177,17129,POLICE OFFICER,1984-06-30,2006-06-15
,#U108179,,POLICE OFFICER,,
,#U108182,1283,SERGEANT,1982-06-07,2003-04-15
,#U108183,19639,POLICE OFFICER,1997-04-22,2002-05-23
,#U108185,,POLICE OFFICER,,
,#U108186,20692,DETECTIVE,1991-11-06,2010-04-15
,#U108187,,POLICE OFFICER,,
,#U108188,,POLICE OFFICER,,
,#U108189,,SERGEANT,,
,#U108190,478,LIEUTENANT,1988-03-18,2004-01-15
,#U108190,,ASSISTANT DEPUTY SUPERINTENDENT,,
,#U108191,,POLICE OFFICER,,
,#U108192,,POLICE OFFICER,,
,#U108193,10336,POLICE OFFICER,1990-06-16,2001-01-16
,#U108194,,POLICE OFFICER,,
,#U108195,,POLICE OFFICER,,
,#U108196,,POLICE OFFICER,,
,#U108197,,POLICE OFFICER,,
,#U108199,,POLICE OFFICER,,
,#U108200,,POLICE OFFICER,,
,#U108201,,SERGEANT,,
,#U108202,20099,DETECTIVE,1991-11-10,2002-02-15
,#U108203,5862,POLICE OFFICER,1968-11-11,2009-11-12
,#U108205,,POLICE OFFICER,,
,#U108206,,LIEUTENANT,,
,#U108208,9148,POLICE OFFICER,1986-06-16,2015-10-15
,#U108210,,CAPTAIN,,
,#U108211,20069,DETECTIVE,1998-12-04,2011-02-14
,#U108212,,DETECTIVE,,
,#U108214,,POLICE OFFICER,,
,#U108215,6438,POLICE OFFICER,1999-07-30,2009-09-22
,#U108215,6438,POLICE OFFICER,2010-06-09,2011-04-14
,#U108215,19608,POLICE OFFICER,2017-04-03,
,#U108216,16586,POLICE OFFICER,1976-04-26,2001-01-08
,#U108217,2742,POLICE OFFICER,1988-04-14,2009-11-20
,#U108218,16862,POLICE OFFICER,1976-10-18,2008-03-04
,#U108219,633,LIEUTENANT,1991-02-15,2001-01-31
,#U108219,81,CAPTAIN,2001-01-31,2003-03-10
,#U108220,13006,POLICE OFFICER,1980-01-28,2010-06-16
,#U108223,9791,POLICE OFFICER,1994-03-04,2007-05-03
,#U108223,9400,POLICE OFFICER,2007-05-03,2008-12-31
,#U108223,13428,POLICE OFFICER,2008-12-31,2013-05-28
,#U108226,10184,POLICE OFFICER,1972-10-23,2004-07-06
,#U108228,15210,POLICE OFFICER,1980-06-14,2003-11-06
,#U108230,40249,POLICE OFFICER,1998-12-04,2005-06-08
,#U108230,20109,DETECTIVE,2005-06-08,2012-04-13
,#U108232,1547,SERGEANT,1988-12-01,2006-09-15
,#U108233,7725,POLICE OFFICER,1982-11-29,2007-02-15
,#U108234,,POLICE OFFICER,,
,#U108235,1244,SERGEANT,1998-08-06,2008-01-16
,#U108235,774,LIEUTENANT,2008-01-16,2013-11-22
,#U108236,16609,POLICE OFFICER,1982-04-16,2001-03-16
,#U108237,,POLICE OFFICER,,
,#U108238,,POLICE OFFICER,,
,#U108239,,POLICE OFFICER,,
,#U108240,,POLICE OFFICER,,
,#U108241,,POLICE OFFICER,,
,#U108242,,POLICE OFFICER,,
,#U108244,,LIEUTENANT,,
,#U108245,5487,POLICE OFFICER,1986-06-16,2012-07-02
,#U108246,,POLICE OFFICER,,
,#U108247,,DETECTIVE,,
,#U108249,,SERGEANT,,
,#U108251,,SERGEANT,,
,#U108252,,SERGEANT,,
,#U108254,,COMMANDER,,
,#U108259,,DETECTIVE,,
,#U108261,16553,POLICE OFFICER,1992-06-13,2005-10-03
,#U108261,12638,POLICE OFFICER,2005-10-03,2006-03-15
,#U108261,2095,SERGEANT,2006-03-15,2016-07-12
,#U108262,,SERGEANT,,
,#U108264,17441,POLICE OFFICER,1999-03-02,2005-02-23
,#U108269,16382,POLICE OFFICER,1999-10-18,
,#U108270,19809,POLICE OFFICER,1996-10-21,2009-04-20
,#U108273,18257,POLICE OFFICER,1993-04-02,2011-03-29
,#U108278,4320,POLICE OFFICER,1986-10-13,2009-03-13
,#U108280,,COMMANDER,,
,#U108281,,DETECTIVE,,
,#U108282,,POLICE OFFICER,,
,#U108283,,POLICE OFFICER,,
,#U108285,,SERGEANT,,
,#U108286,,SERGEANT,,
,#U108288,2231,SERGEANT,1990-07-26,2000-04-14
,#U108289,16126,POLICE OFFICER,1975-05-16,2009-01-15
,#U108292,,POLICE OFFICER,,
,#U108293,,DETECTIVE,,
,#U108294,,SERGEANT,,
,#U108296,,POLICE OFFICER,,
,#U108297,,POLICE OFFICER,,
,#U108298,291,LIEUTENANT,1998-11-05,2010-01-13
,#U108299,,POLICE OFFICER,,
,#U108300,,POLICE OFFICER,,
,#U108301,,SERGEANT,,
,#U108302,1447,SERGEANT,1999-06-16,2005-05-17
,#U108303,,POLICE OFFICER,,
,#U108304,,POLICE OFFICER,,
,#U108306,,POLICE OFFICER,,
,#U108307,6377,POLICE OFFICER,1996-06-21,2010-11-15
,#U108309,11257,POLICE OFFICER,1962-08-13,2000-11-22
,#U108310,,POLICE OFFICER,,
,#U108312,,DETECTIVE,,
,#U108314,,POLICE OFFICER,,
,#U108315,,POLICE OFFICER,,
,#U108316,21250,DETECTIVE,1999-01-05,2008-04-17
,#U108317,40322,POLICE OFFICER,1997-04-10,2001-04-13
,#U108317,,DETECTIVE,,
,#U108318,11158,POLICE OFFICER,1996-02-14,2001-01-17
,#U108319,,SERGEANT,,
,#U108320,,POLICE OFFICER,,
,#U108321,,LIEUTENANT,,
,#U108322,,POLICE OFFICER,,
,#U108323,,POLICE OFFICER,,
,#U108325,20877,DETECTIVE,1991-11-26,2002-06-26
,#U108326,,POLICE OFFICER,,
,#U108327,,POLICE OFFICER,,
,#U108328,8324,POLICE OFFICER,1986-08-28,2011-06-06
,#U108329,,POLICE OFFICER,,
,#U108331,,POLICE OFFICER,,
,#U108332,,POLICE OFFICER,,
,#U108333,,POLICE OFFICER,,
,#U108334,,POLICE OFFICER,,
,#U108335,,POLICE OFFICER,,
,#U108336,12061,POLICE OFFICER,2000-02-04,2006-11-01
,#U108337,,POLICE OFFICER,,
,#U108338,,POLICE OFFICER,,
,#U108339,15886,POLICE OFFICER,1971-10-25,2002-02-15
,#U108340,752,LIEUTENANT,1982-06-07,2000-10-16
,#U108340,,SERGEANT,,
,#U108341,,POLICE OFFICER,,
,#U108342,,POLICE OFFICER,,
,#U108343,4291,POLICE OFFICER,1993-11-01,2000-05-24
,#U108343,2567,SERGEANT,2000-05-24,2011-12-22
,#U108344,,SERGEANT,,
,#U108345,,POLICE OFFICER,,
,#U108346,,POLICE OFFICER,,
,#U108347,,DETECTIVE,,
,#U108349,12,CAPTAIN,1977-10-17,2000-04-14
,#U108349,,OTHER,,
,#U108352,,SERGEANT,,
,#U108354,,POLICE OFFICER,,
,#U108355,16857,POLICE OFFICER,1977-01-03,2002-12-13
,#U108357,5728,POLICE OFFICER,1989-03-27,2004-05-17
,#U108359,,POLICE OFFICER,,
,#U108360,784,LIEUTENANT,1991-09-12,2003-01-16
,#U108360,784,LIEUTENANT,2003-01-23,2004-02-04
,#U108360,2625,SERGEANT,2003-01-16,2003-01-23
,#U108360,2257,SERGEANT,2004-02-04,2004-04-23
,#U108360,1560,SERGEANT,2004-04-23,2013-11-15
,#U108361,7652,POLICE OFFICER,1991-08-12,2014-06-13
,#U108365,17082,POLICE OFFICER,1990-05-03,2010-02-19
,#U108365,,FIELD TRAINING OFFICER,,
,#U108366,1630,SERGEANT,1988-12-01,2000-07-28
,#U108368,,POLICE OFFICER,,
,#U108369,,DETECTIVE,,
,#U108371,,POLICE OFFICER,,
,#U108373,,POLICE OFFICER,,
,#U108374,,POLICE OFFICER,,
,#U108375,,POLICE OFFICER,,
,#U108376,969,SERGEANT,1978-07-01,2004-10-27
,#U108377,,FIELD TRAINING OFFICER,,
,#U108380,1361,SERGEANT,1997-02-20,2012-11-15
,#U108381,,POLICE OFFICER,,
,#U108382,,POLICE OFFICER,,
,#U108383,,LIEUTENANT,,
,#U108384,,POLICE OFFICER,,
,#U108385,16113,POLICE OFFICER,1975-05-16,2000-06-15
,#U108387,,LIEUTENANT,,
,#U108388,2613,SERGEANT,1999-03-24,2000-02-14
,#U108388,6262,POLICE OFFICER,2000-02-14,2002-04-10
,#U108388,14894,POLICE OFFICER,2002-04-10,2011-09-09
,#U108389,,POLICE OFFICER,,
,#U108390,,POLICE OFFICER,,
,#U108391,,DETECTIVE,,
,#U108392,,POLICE OFFICER,,
,#U108393,12505,POLICE OFFICER,1991-09-12,2015-08-14
,#U108397,16589,POLICE OFFICER,1976-04-26,2003-07-23
,#U108399,11112,POLICE OFFICER,1992-03-16,2000-07-26
,#U108399,12528,POLICE OFFICER,2000-07-26,2005-01-28
,#U108400,,SERGEANT,,
,#U108401,,POLICE OFFICER,,
,#U108403,2678,SERGEANT,1988-03-28,2001-03-01
,#U108403,3424,POLICE OFFICER,2001-03-01,2012-01-17
,#U108405,,POLICE OFFICER,,
,#U108406,40111,POLICE OFFICER,1997-04-10,2005-06-17
,#U108406,21778,DETECTIVE,2005-06-17,2012-04-13
,#U108407,18598,POLICE OFFICER,1995-11-08,2001-11-13
,#U108414,,POLICE OFFICER,,
,#U108415,,POLICE OFFICER,,
,#U108416,,POLICE OFFICER,,
,#U108419,3748,POLICE OFFICER,1994-09-02,2013-09-30
,#U108420,4189,POLICE OFFICER,1992-03-16,2009-01-08
,#U108421,16290,POLICE OFFICER,1976-03-08,2002-04-30
,#U108426,613,LIEUTENANT,1997-02-20,2001-01-31
,#U108426,136,CAPTAIN,2001-01-31,2004-04-14
,#U108428,3101,POLICE OFFICER,1999-12-06,2012-02-15
,#U108432,,POLICE OFFICER,,
,#U108433,,SERGEANT,,
,#U108435,684,LIEUTENANT,1999-12-23,2008-11-24
,#U108435,684,DEPUTY CHIEF,,
,#U108436,,SERGEANT,,
,#U108437,,DETECTIVE,,
,#U108438,,POLICE OFFICER,,
,#U108439,,POLICE OFFICER,,
,#U108440,,POLICE OFFICER,,
,#U108442,17165,POLICE OFFICER,1984-04-13,2009-03-16
,#U108443,,SERGEANT,,
,#U108444,,POLICE OFFICER,,
,#U108446,4003,POLICE OFFICER,1969-09-08,2010-11-15
,#U108447,,POLICE OFFICER,,
,#U108449,,POLICE OFFICER,,
,#U108450,,POLICE OFFICER,,
,#U108454,,POLICE OFFICER,,
,#U108458,14671,POLICE OFFICER,2001-09-19,2007-07-02
,#U108461,,POLICE OFFICER,,
,#U108465,,POLICE OFFICER,,
,#U108466,17805,POLICE OFFICER,1986-02-03,2000-11-02
,#U108468,,POLICE OFFICER,,
,#U108475,,SERGEANT,,
,#U108478,,POLICE OFFICER,,
,#U108479,12997,POLICE OFFICER,1991-07-18,2013-04-16
,#U108483,,POLICE OFFICER,,
,#U108485,12948,POLICE OFFICER,1966-08-15,2000-06-15
,#U108488,14594,POLICE OFFICER,2000-02-04,2000-03-15
,#U108491,,DETECTIVE,,
,#U108494,12355,POLICE OFFICER,2008-12-08,2009-06-25
,#U108495,,POLICE OFFICER,,
,#U108500,5438,POLICE OFFICER,1980-02-11,2014-02-03
,#U108501,9953,POLICE OFFICER,1997-08-22,2002-02-04
,#U108502,,POLICE OFFICER,,
,#U108503,,POLICE OFFICER,,
,#U108504,,POLICE OFFICER,,
,#U108505,,SERGEANT,,
,#U108506,,POLICE OFFICER,,
,#U108507,,POLICE OFFICER,,
,#U108509,,POLICE OFFICER,,
,#U108510,,POLICE OFFICER,,
,#U108511,16232,POLICE OFFICER,1980-08-01,2006-11-17
,#U108515,17763,POLICE OFFICER,2006-11-20,2007-04-11
,#U108516,,POLICE OFFICER,,
,#U108517,,DETECTIVE,,
,#U108518,17341,POLICE OFFICER,1995-06-12,2007-03-20
,#U108520,1670,SERGEANT,1991-02-15,2013-07-15
,#U108524,20778,DETECTIVE,1991-11-06,2007-03-15
,#U108527,18398,POLICE OFFICER,1993-09-03,2015-08-14
,#U108532,,POLICE OFFICER,,
,#U108534,,POLICE OFFICER,,
,#U108536,6255,POLICE OFFICER,1990-03-26,2013-08-17
,#U108537,7749,POLICE OFFICER,1986-11-17,2007-01-12
,#U108541,,LIEUTENANT,,
,#U108543,,POLICE OFFICER,,
,#U108544,,POLICE OFFICER,,
,#U108545,10566,POLICE OFFICER,1994-07-12,2010-10-04
,#U108546,,DETECTIVE,,
,#U108547,6211,POLICE OFFICER,1997-05-06,2012-01-13
,#U108548,,POLICE OFFICER,,
,#U108550,,POLICE OFFICER,,
,#U108551,,POLICE OFFICER,,
,#U108554,,POLICE OFFICER,,
,#U108555,,POLICE OFFICER,,
,#U108557,,FIELD TRAINING OFFICER,,
,#U108559,14279,POLICE OFFICER,1969-07-07,2002-02-15
,#U108560,,POLICE OFFICER,,
,#U108561,7947,POLICE OFFICER,1994-04-08,2011-06-06
,#U108562,,POLICE OFFICER,,
,#U108563,11362,POLICE OFFICER,1981-06-12,2017-07-05
,#U108564,,SERGEANT,,
,#U108565,14697,POLICE OFFICER,2001-09-19,2003-05-08
,#U108565,19972,POLICE OFFICER,2003-05-08,2013-02-06
,#U108566,,POLICE OFFICER,,
,#U108567,,SERGEANT,,
,#U108568,,POLICE OFFICER,,
,#U108569,4832,POLICE OFFICER,1970-09-14,2004-01-15
,#U108571,1156,SERGEANT,1999-06-16,2004-10-01
,#U108571,347,LIEUTENANT,2004-10-01,2014-11-17
,#U108575,5756,POLICE OFFICER,1986-08-11,2000-04-03
,#U108575,40261,POLICE OFFICER,2000-04-03,2001-05-31
,#U108575,2661,SERGEANT,2001-05-31,2001-07-09
,#U108575,1201,SERGEANT,2001-07-09,2005-04-12
,#U108576,,POLICE OFFICER,,
,#U108577,,POLICE OFFICER,,
,#U108578,20361,DETECTIVE,1996-12-13,2000-05-24
,#U108578,902,SERGEANT,2000-05-24,2006-08-15
,#U108579,7346,POLICE OFFICER,1981-05-18,2001-06-15
,#U108580,13739,POLICE OFFICER,1983-02-14,2007-03-15
,#U108581,7851,POLICE OFFICER,1981-01-19,2003-02-14
,#U108583,,POLICE OFFICER,,
,#U108584,,SERGEANT,,
,#U108585,12648,POLICE OFFICER,1996-10-17,2012-05-15
,#U108586,,DETECTIVE,,
,#U108587,,POLICE OFFICER,,
,#U108588,9676,POLICE OFFICER,1998-02-13,2005-10-17
,#U108588,9581,POLICE OFFICER,2005-10-17,2005-10-31
,#U108589,,DETECTIVE,,
,#U108590,3053,POLICE OFFICER,1975-01-01,2003-03-04
,#U108591,,POLICE OFFICER,,
,#U108592,,POLICE OFFICER,,
,#U108593,,POLICE OFFICER,,
,#U108597,,DETECTIVE,,
,#U108602,,DETECTIVE,,
,#U108603,,CAPTAIN,,
,#U108604,,POLICE OFFICER,,
,#U108605,5762,POLICE OFFICER,2002-02-08,2006-09-25
,#U108606,,POLICE OFFICER,,
,#U108607,,DETECTIVE,,
,#U108610,1667,SERGEANT,1998-08-06,2010-11-15
,#U108612,9147,POLICE OFFICER,1981-09-01,2010-02-21
,#U108614,,POLICE OFFICER,,
,#U108615,,POLICE OFFICER,,
,#U108616,537,LIEUTENANT,1990-07-26,2007-11-15
,#U108616,537,DEPUTY CHIEF,,
,#U108617,,SERGEANT,,
,#U108618,,POLICE OFFICER,,
,#U108619,348,LIEUTENANT,1985-12-02,2001-10-29
,#U108620,,SERGEANT,,
,#U108622,,LIEUTENANT,,
,#U108623,,POLICE OFFICER,,
,#U108625,,POLICE OFFICER,,
,#U108626,,POLICE OFFICER,,
,#U108627,,DETECTIVE,,
,#U108628,555,LIEUTENANT,1991-02-15,2000-12-29
,#U108628,55,CAPTAIN,2000-12-29,2004-05-17
,#U108629,,POLICE OFFICER,,
,#U108630,,DETECTIVE,,
,#U108632,,POLICE OFFICER,,
,#U108633,4735,POLICE OFFICER,1990-02-23,2000-06-15
,#U108634,503,LIEUTENANT,1997-02-20,2001-08-10
,#U108635,,CAPTAIN,,
,#U108636,,SERGEANT,,
,#U108637,10870,POLICE OFFICER,1973-06-04,2000-07-28
,#U108637,,FIELD TRAINING OFFICER,,
,#U108638,,DETECTIVE,,
,#U108640,1430,SERGEANT,1991-02-15,2001-07-12
,#U108641,,POLICE OFFICER,,
,#U108642,,SERGEANT,,
,#U108644,,CAPTAIN,,
,#U108645,60046,POLICE OFFICER,1998-12-04,2001-05-31
,#U108645,2655,SERGEANT,2001-05-31,2003-12-01
,#U108646,,POLICE OFFICER,,
,#U108647,17577,POLICE OFFICER,1985-09-09,2011-04-15
,#U108650,,POLICE OFFICER,,
,#U108651,8649,POLICE OFFICER,1999-11-30,2010-09-01
,#U108652,,POLICE OFFICER,,
,#U108654,10653,POLICE OFFICER,1999-04-15,2009-02-03
,#U108655,8999,POLICE OFFICER,1968-08-12,2003-02-14
,#U108657,18346,POLICE OFFICER,1993-09-03,2014-10-02
,#U108659,14789,POLICE OFFICER,1970-06-15,2004-01-16
,#U108664,20973,DETECTIVE,1996-07-18,2006-03-15
,#U108664,1305,SERGEANT,2006-03-15,2007-03-02
,#U108664,1305,SERGEANT,2007-03-03,2013-11-15
,#U108669,,POLICE OFFICER,,
,#U108671,,POLICE OFFICER,,
,#U108675,,POLICE OFFICER,,
,#U108677,,SERGEANT,,
,#U108679,2872,POLICE OFFICER,1980-01-28,2005-04-15
,#U108680,,POLICE OFFICER,,
,#U108681,,POLICE OFFICER,,
,#U108682,,POLICE OFFICER,,
,#U108683,,POLICE OFFICER,,
,#U108684,,POLICE OFFICER,,
,#U108686,13725,POLICE OFFICER,1968-08-12,2001-03-12
,#U108687,4948,POLICE OFFICER,1998-10-28,2007-07-10
,#U108689,,POLICE OFFICER,,
,#U108691,,POLICE OFFICER,,
,#U108692,,POLICE OFFICER,,
,#U108693,9236,POLICE OFFICER,1968-10-14,2003-01-15
,#U108694,,POLICE OFFICER,,
,#U108695,2471,SERGEANT,1999-10-20,2007-11-01
,#U108696,,POLICE OFFICER,,
,#U108697,,POLICE OFFICER,,
,#U108700,,SERGEANT,,
,#U108701,2075,SERGEANT,1988-12-01,2004-01-15
,#U108702,,POLICE OFFICER,,
,#U108703,,POLICE OFFICER,,
,#U108704,,POLICE OFFICER,,
,#U108706,,POLICE OFFICER,,
,#U108707,16668,POLICE OFFICER,1976-10-18,2006-03-14
,#U108708,,DETECTIVE,,
,#U108709,7011,POLICE OFFICER,1986-07-14,2012-01-13
,#U108711,,POLICE OFFICER,,
,#U108712,,POLICE OFFICER,,
,#U108713,,SERGEANT,,
,#U108714,,SERGEANT,,
,#U108715,1212,SERGEANT,1981-03-31,2001-08-09
,#U108717,,POLICE OFFICER,,
,#U108719,,SERGEANT,,
,#U108720,,SERGEANT,,
,#U108721,17388,POLICE OFFICER,1998-12-09,2014-07-15
,#U108723,,SERGEANT,,
,#U108724,,POLICE OFFICER,,
,#U108726,,POLICE OFFICER,,
,#U108727,,SERGEANT,,
,#U108728,,POLICE OFFICER,,
,#U108729,,POLICE OFFICER,,
,#U108731,,SERGEANT,,
,#U108732,,POLICE OFFICER,,
,#U108733,,SERGEANT,,
,#U108734,,POLICE OFFICER,,
,#U108735,,DETECTIVE,,
,#U108736,40161,POLICE OFFICER,1997-04-10,2005-06-06
,#U108736,20168,DETECTIVE,2005-06-06,2007-02-01
,#U108738,,SERGEANT,,
,#U108739,,POLICE OFFICER,,
,#U108740,,POLICE OFFICER,,
,#U108743,,POLICE OFFICER,,
,#U108744,,POLICE OFFICER,,
,#U108745,,POLICE OFFICER,,
,#U108746,,POLICE OFFICER,,
,#U108747,18746,POLICE OFFICER,1995-12-18,2010-11-03
,#U108748,,DETECTIVE,,
,#U108749,13162,POLICE OFFICER,1982-03-01,2014-04-15
,#U108750,,POLICE OFFICER,,
,#U108751,,POLICE OFFICER,,
,#U108752,,POLICE OFFICER,,
,#U108753,,CAPTAIN,,
,#U108756,,POLICE OFFICER,,
,#U108757,,DETECTIVE,,
,#U108758,21172,DETECTIVE,1996-12-13,2015-11-16
,#U108759,4534,POLICE OFFICER,1989-02-14,2011-05-16
,#U108760,453,LIEUTENANT,1990-07-27,2000-07-31
,#U108760,45,CAPTAIN,2006-06-15,2008-05-15
,#U108761,,POLICE OFFICER,,
,#U108763,,POLICE OFFICER,,
,#U108764,19353,POLICE OFFICER,1999-02-18,2000-06-01
,#U108765,40358,POLICE OFFICER,1997-04-10,2004-05-14
,#U108765,,DETECTIVE,,
,#U108766,5895,POLICE OFFICER,1982-06-30,2008-02-15
,#U108766,5869,POLICE OFFICER,2008-02-15,2013-06-14
,#U108767,,POLICE OFFICER,,
,#U108768,7109,POLICE OFFICER,1986-10-13,2004-02-04
,#U108768,,FIELD TRAINING OFFICER,,
,#U108770,,DETECTIVE,,
,#U108772,,DETECTIVE,,
,#U108773,,POLICE OFFICER,,
,#U108774,,POLICE OFFICER,,
,#U108775,,SERGEANT,,
,#U108776,7726,POLICE OFFICER,1994-11-04,2012-04-13
,#U108779,,DETECTIVE,,
,#U108780,,POLICE OFFICER,,
,#U108781,21091,DETECTIVE,1996-12-13,2002-02-01
,#U108782,,POLICE OFFICER,,
,#U108783,,POLICE OFFICER,,
,#U108785,8042,POLICE OFFICER,1981-01-19,2009-07-15
,#U108785,,FIELD TRAINING OFFICER,,
,#U108786,,POLICE OFFICER,,
,#U108787,,POLICE OFFICER,,
,#U108788,,SERGEANT,,
,#U108789,,SERGEANT,,
,#U108790,,DETECTIVE,,
,#U108791,650,LIEUTENANT,1999-08-27,2000-12-29
,#U108791,144,CAPTAIN,2000-12-29,2012-10-17
,#U108791,144,COMMANDER,,
,#U108792,11940,POLICE OFFICER,1990-11-16,2002-02-14
,#U108792,20540,DETECTIVE,2002-02-14,2011-01-14
,#U108793,,SERGEANT,,
,#U108794,2104,SERGEANT,1977-06-01,2000-01-18
,#U108795,,POLICE OFFICER,,
,#U108796,,POLICE OFFICER,,
,#U108797,,DETECTIVE,,
,#U108798,858,SERGEANT,1990-07-26,2006-10-06
,#U108799,,POLICE OFFICER,,
,#U108800,,SERGEANT,,
,#U108802,,POLICE OFFICER,,
,#U108803,,SERGEANT,,
,#U108804,,POLICE OFFICER,,
,#U108805,1581,SERGEANT,1972-05-01,2000-01-10
,#U108806,,POLICE OFFICER,,
,#U108807,,POLICE OFFICER,,
,#U108808,,SERGEANT,,
,#U108809,,DETECTIVE,,
,#U108811,,SERGEANT,,
,#U108812,2116,SERGEANT,1988-12-01,2000-06-09
,#U108814,,POLICE OFFICER,,
,#U108816,,POLICE OFFICER,,
,#U108817,2097,SERGEANT,1990-07-26,2001-03-27
,#U108817,599,LIEUTENANT,2001-03-27,2002-12-18
,#U108817,390,LIEUTENANT,2002-12-18,2003-04-15
,#U108819,,POLICE OFFICER,,
,#U108820,,DETECTIVE,,
,#U108822,8189,POLICE OFFICER,2000-04-06,2000-09-22
,#U108823,17106,POLICE OFFICER,1984-03-03,2001-01-16
,#U108824,,POLICE OFFICER,,
,#U108825,,POLICE OFFICER,,
,#U108826,1853,SERGEANT,1996-03-26,2002-06-17
,#U108827,,POLICE OFFICER,,
,#U108828,,SERGEANT,,
,#U108830,14047,POLICE OFFICER,1973-06-01,2000-04-14
,#U108831,,POLICE OFFICER,,
,#U108834,,DETECTIVE,,
,#U108835,,SERGEANT,,
,#U108836,,DETECTIVE,,
,#U108837,3410,POLICE OFFICER,1965-03-01,2003-10-20
,#U108838,,LIEUTENANT,,
,#U108839,,POLICE OFFICER,,
,#U108840,,POLICE OFFICER,,
,#U108841,,POLICE OFFICER,,
,#U108842,617,LIEUTENANT,1998-11-05,2008-09-15
,#U108842,617,CHIEF,,
,#U108843,,POLICE OFFICER,,
,#U108844,19804,POLICE OFFICER,1996-10-21,
,#U108845,,POLICE OFFICER,,
,#U108846,,POLICE OFFICER,,
,#U108847,,DETECTIVE,,
,#U108848,1957,SERGEANT,1999-06-16,2004-04-13
,#U108849,,POLICE OFFICER,,
,#U108851,,POLICE OFFICER,,
,#U108852,14286,POLICE OFFICER,2012-03-29,2015-11-21
,#U108853,,DETECTIVE,,
,#U108854,,POLICE OFFICER,,
,#U108855,,POLICE OFFICER,,
,#U108856,,POLICE OFFICER,,
,#U108857,,POLICE OFFICER,,
