id,officer_id,badge_number,job_title,start_date,resign_date
,15939,13205,POLICE OFFICER,2001-01-11,2008-07-01
3999,15939,1342,SERGEANT,2008-07-01,
,#U109076,,POLICE OFFICER,,
323,12264,9106,POLICE OFFICER,1993-08-09,2004-12-28
,12264,9106,POLICE OFFICER,2007-04-17,2016-09-16
,#U109078,9732,POLICE OFFICER,1986-06-16,2004-08-02
,#U109079,9637,POLICE OFFICER,1990-03-26,2001-05-31
,#U109079,2252,SERGEANT,2001-05-31,2014-08-15
,#U109080,,SERGEANT,,
1963,13902,4827,POLICE OFFICER,1997-09-16,
,#U109082,,DETECTIVE,,
2852,14789,4299,POLICE OFFICER,1986-06-16,2000-03-02
,14789,4299,POLICE OFFICER,2004-09-22,2005-01-26
,14789,4299,POLICE OFFICER,2007-09-13,2017-05-24
,#U109084,,POLICE OFFICER,,
,16289,14149,POLICE OFFICER,1997-12-15,2005-04-21
4352,16289,14949,POLICE OFFICER,2005-04-21,
,16298,13074,POLICE OFFICER,1997-10-14,2006-03-15
4361,16298,905,SERGEANT,2006-03-15,
,16358,15085,POLICE OFFICER,1991-07-18,2015-04-16
4421,16358,21159,DETECTIVE,2015-04-16,
,#U109088,,DETECTIVE,,
,#U109089,,DETECTIVE,,
,#U109090,17553,POLICE OFFICER,1985-05-06,2002-05-23
,#U109090,17553,POLICE OFFICER,2002-06-10,2005-05-04
,#U109090,12837,POLICE OFFICER,2005-05-04,2014-05-23
,#U109091,2228,SERGEANT,1999-11-01,2002-02-20
,#U109091,2228,SERGEANT,2003-01-21,2005-02-18
,#U109092,17288,POLICE OFFICER,1985-02-20,2001-02-16
,#U109093,6921,POLICE OFFICER,1973-10-22,2004-10-15
,#U109095,8646,POLICE OFFICER,1973-02-19,2005-04-14
,18911,2429,SERGEANT,1999-06-16,2004-03-02
,18911,2429,SERGEANT,2004-04-22,2010-10-01
,18911,1835,SERGEANT,2004-03-02,2004-04-22
6974,18911,666,LIEUTENANT,2010-10-01,
,#U109097,3181,POLICE OFFICER,2007-10-18,2013-01-29
,#U109098,,POLICE OFFICER,,
,#U109099,8637,POLICE OFFICER,1967-01-23,2001-10-15
,#U109100,1,CAPTAIN,1986-02-27,2002-12-02
,#U109101,,POLICE OFFICER,,
,#U109102,,POLICE OFFICER,,
,#U109103,,DETECTIVE,,
,#U109104,20061,DETECTIVE,1991-11-10,2003-03-14
,#U109105,,SERGEANT,,
9762,21699,14819,POLICE OFFICER,1992-03-16,
,#U109107,,POLICE OFFICER,,
,#U109108,3769,POLICE OFFICER,1988-05-02,2000-05-24
,#U109108,3769,POLICE OFFICER,2000-06-08,2011-10-13
,#U109108,7762,POLICE OFFICER,2000-05-24,2000-06-08
,#U109109,,POLICE OFFICER,,
10215,22151,21233,DETECTIVE,1998-12-04,2016-04-15
10216,22150,17790,POLICE OFFICER,2013-08-28,2017-02-24
,22150,21233,DETECTIVE,2017-02-24,
,#U109112,,SERGEANT,,
,#U109113,20844,DETECTIVE,1991-11-01,2000-03-15
10591,22526,10765,POLICE OFFICER,2000-03-23,2015-05-05
,22526,10765,POLICE OFFICER,2015-07-08,
,#U109115,,POLICE OFFICER,,
,#U109116,13832,POLICE OFFICER,1976-03-16,2007-02-23
,#U109118,16309,POLICE OFFICER,2006-02-22,2009-08-14
,#U109119,14229,POLICE OFFICER,1982-03-01,2009-03-12
,#U109120,,POLICE OFFICER,,
,#U109121,,CAPTAIN,,
,#U109122,,FIELD TRAINING OFFICER,,
,#U109123,,POLICE OFFICER,,
,16963,3604,POLICE OFFICER,1994-10-04,2001-01-04
,16963,6642,POLICE OFFICER,2001-01-04,2007-03-30
5026,16963,20119,DETECTIVE,2007-03-30,2014-11-03
,16963,20119,DETECTIVE,2014-12-01,2018-06-15
6680,18617,13913,POLICE OFFICER,1997-12-15,
,#U109127,,DETECTIVE,,
,#U109128,,DETECTIVE,,
,22865,6546,POLICE OFFICER,1999-07-30,2005-01-27
,22865,6546,POLICE OFFICER,2005-03-23,2007-03-30
,22865,6540,POLICE OFFICER,2005-01-27,2005-03-23
,22865,20661,DETECTIVE,2007-03-30,2007-08-30
10932,22865,1615,SERGEANT,2007-08-30,2016-03-01
,22865,582,LIEUTENANT,2016-03-01,2016-11-22
,22865,781,LIEUTENANT,2016-11-22,
11674,23607,3624,POLICE OFFICER,1999-10-20,
,#U109131,15400,POLICE OFFICER,2017-06-06,
,#U109132,16518,POLICE OFFICER,1976-04-26,2000-04-24
1233,13172,17633,POLICE OFFICER,2000-02-04,
9819,21756,18684,POLICE OFFICER,1995-02-17,2016-05-04
,21756,18684,POLICE OFFICER,2017-02-15,
,21756,19092,POLICE OFFICER,2016-05-04,2017-02-15
,#U109135,4036,POLICE OFFICER,1989-03-20,2013-04-15
,#U109137,,LIEUTENANT,,
,14073,8617,POLICE OFFICER,1999-07-30,2003-07-07
2136,14073,18785,POLICE OFFICER,2003-07-07,
,#U109142,,POLICE OFFICER,,
,12525,14679,POLICE OFFICER,2005-04-20,2017-03-14
,12525,958,SERGEANT,2017-03-14,
586,12525,14679,FIELD TRAINING OFFICER,,
1428,13367,5930,POLICE OFFICER,2007-04-11,
,13367,5930,FIELD TRAINING OFFICER,,
2043,13980,15468,POLICE OFFICER,2015-04-24,
2263,14200,2844,POLICE OFFICER,2014-02-13,
2591,14491,7149,POLICE OFFICER,2003-04-03,
,15283,19573,POLICE OFFICER,1996-05-14,2004-11-01
,15283,20391,DETECTIVE,2004-11-01,2006-03-15
3346,15283,2129,SERGEANT,2006-03-15,
,15284,19711,POLICE OFFICER,1997-05-12,2003-04-01
3347,15284,2187,SERGEANT,2003-04-01,
3605,15542,16046,POLICE OFFICER,2015-07-10,
3672,15609,17007,POLICE OFFICER,2015-05-08,
3640,15578,7497,POLICE OFFICER,,
3641,15577,17602,POLICE OFFICER,2013-12-18,
,15847,14979,POLICE OFFICER,1997-10-14,2001-07-06
,15847,40089,POLICE OFFICER,2001-07-06,2005-06-02
3908,15847,20498,DETECTIVE,2005-06-02,
,#U109156,17160,POLICE OFFICER,1985-03-04,2001-07-06
,#U109156,40015,POLICE OFFICER,2001-07-06,2005-06-03
,#U109156,20556,DETECTIVE,2005-06-03,2014-10-16
9169,21106,10994,POLICE OFFICER,2000-03-23,
9170,21107,12737,POLICE OFFICER,2015-09-18,
9422,21359,7198,POLICE OFFICER,2007-02-07,2018-10-18
,21359,1879,SERGEANT,2018-10-18,
10129,22064,6760,POLICE OFFICER,2013-01-11,
,#U109161,5041,POLICE OFFICER,2002-07-23,2003-05-22
,#U109161,7561,POLICE OFFICER,2003-05-22,2012-01-13
3254,15191,2931,POLICE OFFICER,2014-02-13,2017-04-18
,15191,3330,POLICE OFFICER,2017-04-18,2018-06-26
,15191,21070,DETECTIVE,2018-06-27,
,#U109163,9118,POLICE OFFICER,1994-12-23,2008-02-07
,#U109164,18731,POLICE OFFICER,2017-04-26,
4330,16267,11372,POLICE OFFICER,2013-05-08,2016-04-15
6619,18556,15928,POLICE OFFICER,2002-10-25,
8639,20576,14828,POLICE OFFICER,2015-12-23,
9598,21535,16129,POLICE OFFICER,2016-04-27,
,21810,15399,POLICE OFFICER,2002-09-19,2008-07-01
9873,21810,1535,SERGEANT,2008-07-01,2016-03-01
,21810,513,LIEUTENANT,2016-03-01,
5720,17657,13324,POLICE OFFICER,2000-03-23,2019-06-21
,17657,2411,SERGEANT,2019-06-21,
6782,18810,6337,POLICE OFFICER,2004-09-24,
,#U109172,,SERGEANT,,
,#U109173,8710,POLICE OFFICER,1986-12-22,2003-05-21
,#U109173,5827,POLICE OFFICER,2003-05-21,2007-02-13
2264,14201,21060,DETECTIVE,1998-12-04,
,16186,18219,POLICE OFFICER,1993-09-03,2006-03-15
4249,16186,1818,SERGEANT,2006-03-15,
,#U109176,18939,POLICE OFFICER,1995-11-08,2001-10-23
,#U109176,10943,POLICE OFFICER,2001-10-23,2010-07-26
,#U109176,10932,POLICE OFFICER,2010-07-26,2012-03-12
5549,17486,19929,POLICE OFFICER,1996-12-23,
6068,18005,6723,POLICE OFFICER,1995-06-12,2018-03-15
,18005,6724,POLICE OFFICER,2018-03-15,
,#U109179,40057,POLICE OFFICER,1997-04-10,2001-09-28
,#U109179,,DETECTIVE,,
,#U109180,17593,POLICE OFFICER,1995-09-12,2015-05-30
,#U109181,11575,POLICE OFFICER,2002-03-19,2002-10-09
,#U109181,11575,POLICE OFFICER,2007-02-22,2008-03-04
,#U109182,6741,POLICE OFFICER,1998-12-10,2005-02-17
,#U109182,6621,POLICE OFFICER,2005-02-17,2012-06-14
,#U109183,,POLICE OFFICER,,
10002,21939,9859,POLICE OFFICER,1989-12-26,
,#U109185,,POLICE OFFICER,,
,#U109186,,POLICE OFFICER,,
,13315,19800,POLICE OFFICER,1996-10-21,2006-03-15
,13315,1211,SERGEANT,2006-03-15,2019-03-15
,13315,228,LIEUTENANT,2019-03-15,
1376,13315,1211,POLICE OFFICER,,
,16136,10018,POLICE OFFICER,1996-04-09,2008-11-03
,16136,12891,POLICE OFFICER,2008-11-03,2012-02-01
,16136,11440,POLICE OFFICER,2012-02-03,2015-04-16
4199,16136,21150,DETECTIVE,2015-04-16,
,#U109189,,POLICE OFFICER,,
11878,23811,19707,POLICE OFFICER,2015-05-08,2018-10-26
,23811,19707,POLICE OFFICER,2019-11-22,
,23811,19707,FIELD TRAINING OFFICER,,
11722,23655,4841,POLICE OFFICER,2013-08-26,
,22363,13559,POLICE OFFICER,1997-12-15,2008-08-26
,22363,17782,POLICE OFFICER,2008-08-27,2013-02-07
10428,22363,20452,DETECTIVE,2013-02-07,
,#U109193,21041,DETECTIVE,1991-11-10,2000-08-21
,#U109194,,POLICE OFFICER,,
1938,13877,19652,POLICE OFFICER,1996-08-21,2015-02-13
,13877,19652,POLICE OFFICER,2015-03-11,
,#U109196,14282,POLICE OFFICER,1987-04-13,2004-06-01
,#U109197,,POLICE OFFICER,,
,#U109198,9117,POLICE OFFICER,1981-05-18,
,#U109199,,POLICE OFFICER,,
8937,20874,16586,POLICE OFFICER,2016-03-02,
6445,18382,15073,POLICE OFFICER,2004-05-01,
4417,16354,12639,POLICE OFFICER,1986-08-11,2010-03-22
,16354,12639,POLICE OFFICER,2010-11-05,2017-04-14
5070,17007,16407,POLICE OFFICER,2015-02-13,
,22834,11031,POLICE OFFICER,1990-07-30,2006-12-28
10901,22834,20567,DETECTIVE,2006-12-28,
,#U109205,15659,POLICE OFFICER,2017-04-26,
,#U109206,10272,POLICE OFFICER,1991-09-12,2011-08-03
,#U109207,15637,POLICE OFFICER,1998-09-15,2003-07-15
,#U109208,,SUPERINTENDENT OF POLICE,,
,#U109209,7296,POLICE OFFICER,1988-11-14,2000-11-27
,#U109210,8006,POLICE OFFICER,1981-06-19,2001-06-21
,#U109210,5218,POLICE OFFICER,2001-06-21,2004-07-15
,#U109211,,POLICE OFFICER,,
,#U109212,,POLICE OFFICER,,
,#U109213,,LIEUTENANT,,
,#U109214,,POLICE OFFICER,,
,#U109215,1666,SERGEANT,1999-03-31,2002-08-15
,#U109216,,CAPTAIN,,
,#U109217,5716,POLICE OFFICER,1994-09-02,2014-07-15
,13098,6275,POLICE OFFICER,1999-07-30,2002-06-21
,13098,2882,POLICE OFFICER,2002-06-21,2016-02-01
1159,13098,1882,SERGEANT,2016-02-01,
,#U109219,,POLICE OFFICER,,
,#U109220,,DETECTIVE,,
1312,13251,1110,SERGEANT,,
,#U109222,21162,DETECTIVE,1996-12-13,2004-12-29
1360,13299,19432,POLICE OFFICER,1996-04-09,
,#U109224,,POLICE OFFICER,,
,#U109225,5726,POLICE OFFICER,1994-04-08,2015-11-06
,#U109226,,POLICE OFFICER,,
1867,13806,11299,POLICE OFFICER,1990-11-16,2017-09-14
,#U109228,10280,POLICE OFFICER,2016-10-19,2017-09-21
,#U109228,11299,POLICE OFFICER,2017-09-21,
,#U109229,,POLICE OFFICER,,
1999,13938,19909,POLICE OFFICER,1996-12-23,2017-07-14
2069,14006,14217,POLICE OFFICER,1999-07-09,
,#U109232,,DETECTIVE,,
,#U109233,11113,POLICE OFFICER,1982-11-29,2006-04-03
3267,15204,18457,POLICE OFFICER,1995-02-03,
,#U109235,16852,POLICE OFFICER,2004-05-01,2013-02-21
,#U109236,16146,POLICE OFFICER,1993-05-25,2002-09-30
,#U109236,16146,POLICE OFFICER,2003-01-28,2006-02-15
,#U109237,18607,POLICE OFFICER,1995-02-17,2000-01-22
,#U109237,18706,POLICE OFFICER,2000-01-22,2000-02-28
,#U109238,2981,POLICE OFFICER,1977-04-04,2008-01-03
,#U109239,,POLICE OFFICER,,
4304,16241,17164,POLICE OFFICER,2003-03-18,
,#U109241,2490,SERGEANT,1999-08-13,2007-07-13
,#U109242,,DETECTIVE,,
,#U109243,12265,POLICE OFFICER,1980-06-23,2011-05-13
,#U109244,40070,POLICE OFFICER,1997-04-10,2005-06-28
,#U109244,21083,DETECTIVE,2005-06-28,2011-09-29
4823,16761,10709,POLICE OFFICER,1999-07-30,
,#U109246,,POLICE OFFICER,,
,#U109247,11191,POLICE OFFICER,1982-04-02,2008-04-15
,#U109248,5658,POLICE OFFICER,1980-09-29,2015-07-08
,17438,11443,POLICE OFFICER,2013-11-22,2014-02-27
5501,17438,10841,POLICE OFFICER,2014-02-28,
5555,17492,14084,POLICE OFFICER,1998-02-17,
5742,17679,14549,POLICE OFFICER,2000-02-04,
,#U109252,6273,POLICE OFFICER,1988-12-05,2009-07-27
,#U109252,6550,POLICE OFFICER,2009-07-29,2014-12-15
,#U109253,,SERGEANT,,
,#U109254,4285,POLICE OFFICER,1986-12-22,2000-08-20
6221,18158,11893,POLICE OFFICER,1994-03-04,
,#U109256,16971,POLICE OFFICER,1977-01-03,2002-05-10
,#U109257,11167,POLICE OFFICER,1995-01-18,2003-07-01
,#U109257,20554,DETECTIVE,2003-07-01,2015-02-17
,#U109258,12592,POLICE OFFICER,1966-06-13,2000-01-14
,#U109259,15527,POLICE OFFICER,1997-04-22,2004-01-14
,#U109260,795,LIEUTENANT,1997-11-19,2001-01-11
,#U109260,,SERGEANT,,
,#U109262,1217,SERGEANT,1986-06-01,2002-06-14
,#U109263,2057,SERGEANT,1996-03-26,2013-11-16
,#U109264,,POLICE OFFICER,,
,19855,11778,POLICE OFFICER,1998-01-20,2013-02-07
7894,19855,20113,DETECTIVE,2013-02-07,
7930,19880,12543,POLICE OFFICER,1991-09-12,2017-05-31
,#U109267,6406,POLICE OFFICER,1988-07-11,2014-09-15
,#U109268,,DETECTIVE,,
,#U109269,,POLICE OFFICER,,
,#U109270,6150,POLICE OFFICER,1982-11-29,2001-03-20
,20500,11570,POLICE OFFICER,1999-04-15,2007-12-22
8563,20500,5391,POLICE OFFICER,2008-01-08,
,#U109272,,POLICE OFFICER,,
,20935,16888,POLICE OFFICER,1999-12-10,2004-07-29
8998,20935,8520,POLICE OFFICER,2004-07-29,
9528,21466,12640,POLICE OFFICER,1999-02-01,
,#U109275,,POLICE OFFICER,,
,#U109276,5089,POLICE OFFICER,1981-04-13,2010-03-28
,#U109277,,POLICE OFFICER,,
,#U109278,,POLICE OFFICER,,
,#U109279,,POLICE OFFICER,,
,#U109280,4755,POLICE OFFICER,1980-09-29,2004-08-16
,#U109281,419,LIEUTENANT,1998-11-05,2005-02-02
,23146,18721,POLICE OFFICER,1995-11-08,2000-08-31
11213,23146,20217,DETECTIVE,2000-08-31,2017-09-15
,#U109283,3022,POLICE OFFICER,1971-02-22,2008-09-04
11436,23369,4335,POLICE OFFICER,2007-08-15,
,23491,19009,POLICE OFFICER,1995-07-18,2001-09-06
,23491,10091,POLICE OFFICER,2001-09-06,2006-03-15
11558,23491,1839,SERGEANT,2006-03-15,2018-08-21
,23491,1839,SERGEANT,2019-01-03,
,23491,2664,SERGEANT,2018-08-21,2019-01-03
11668,23601,21348,DETECTIVE,1998-12-04,
,#U109287,2165,SERGEANT,2000-07-24,2002-03-28
,#U109287,660,LIEUTENANT,2002-03-28,2015-07-15
,#U109287,660,COMMANDER,,
1610,13549,12468,POLICE OFFICER,2007-12-11,
,#U109289,,POLICE OFFICER,,
8195,20132,15811,POLICE OFFICER,2007-10-18,2019-10-11
,20132,15811,POLICE OFFICER,2019-11-26,
,20132,5646,POLICE OFFICER,2019-02-26,2019-06-27
,#U109291,,POLICE OFFICER,,
2277,14214,18386,POLICE OFFICER,1993-09-03,2018-06-01
,#U109293,,POLICE OFFICER,,
,#U109294,17224,POLICE OFFICER,1985-04-08,2012-02-14
,#U109295,6309,POLICE OFFICER,1999-06-10,2012-12-10
,#U109296,,POLICE OFFICER,,
,#U109297,20565,DETECTIVE,1991-11-10,2006-03-15
,#U109298,,POLICE OFFICER,,
,#U109299,13865,POLICE OFFICER,2005-05-24,2019-02-15
,13099,13875,POLICE OFFICER,2004-06-18,2015-11-10
1160,13099,13372,POLICE OFFICER,2015-11-10,
4293,16230,14269,POLICE OFFICER,,
,#U109302,9126,POLICE OFFICER,1986-06-30,2012-08-15
147,12089,8860,POLICE OFFICER,1998-08-28,2003-04-28
,12089,8860,POLICE OFFICER,2004-09-23,
,#U109304,,DETECTIVE,,
,#U109305,1275,SERGEANT,1998-08-06,2006-03-15
,#U109305,361,LIEUTENANT,2005-09-01,2010-11-15
,#U109306,11995,POLICE OFFICER,1977-07-18,2012-07-13
,#U109307,,DETECTIVE,,
4818,16756,5482,POLICE OFFICER,2013-08-26,
,#U109309,,SERGEANT,,
,#U109310,,SERGEANT,,
,#U109311,,POLICE OFFICER,,
,#U109312,,POLICE OFFICER,,
11466,23399,13234,POLICE OFFICER,2003-05-13,
,17953,2132,SERGEANT,1999-06-16,2005-05-19
,17953,2203,SERGEANT,2005-05-19,2007-02-16
,17953,430,LIEUTENANT,2007-02-16,2015-06-15
6016,17953,64,CAPTAIN,2015-06-15,2016-06-14
,#U109316,10919,POLICE OFFICER,1995-08-08,2012-04-30
4866,16803,3252,POLICE OFFICER,1999-01-21,
,16319,10207,POLICE OFFICER,1990-11-16,2001-10-19
,16319,10207,POLICE OFFICER,2002-05-13,2003-02-05
,16319,10207,POLICE OFFICER,2004-09-20,2005-11-17
,16319,10207,POLICE OFFICER,2006-08-18,
4382,16319,10207,FIELD TRAINING OFFICER,,
,#U109320,,SERGEANT,,
,20363,13878,POLICE OFFICER,1997-05-16,2003-12-01
8426,20363,1387,SERGEANT,2003-12-01,
480,12421,6437,POLICE OFFICER,2007-11-14,
490,12431,5527,POLICE OFFICER,1994-04-08,
,14512,2620,SERGEANT,1999-07-30,2000-02-10
2553,14512,3920,POLICE OFFICER,2000-02-10,2018-06-26
,14512,21212,DETECTIVE,2018-06-27,
,#U109326,17584,POLICE OFFICER,2017-04-26,
,#U109327,9111,POLICE OFFICER,1996-08-21,2003-04-01
,#U109327,1131,SERGEANT,2003-04-01,2012-08-10
,#U109328,16773,POLICE OFFICER,2013-08-28,2015-03-25
8119,20056,13558,POLICE OFFICER,1999-03-19,
9087,21024,3422,POLICE OFFICER,2001-12-06,
,#U109331,10742,POLICE OFFICER,1998-08-28,2002-05-09
,23622,16519,POLICE OFFICER,2000-06-30,2015-04-16
11689,23622,21728,DETECTIVE,2015-04-16,
,#U109333,12601,POLICE OFFICER,2003-07-10,2016-04-06
,#U109334,,SERGEANT,,
,#U109335,9344,POLICE OFFICER,1995-01-18,2006-01-31
,#U109336,,POLICE OFFICER,,
,#U109337,18296,POLICE OFFICER,1993-04-02,2013-04-15
,#U109338,17041,POLICE OFFICER,1998-08-04,2001-06-06
254,12195,16117,POLICE OFFICER,2013-12-18,
,#U109341,,POLICE OFFICER,,
,12322,10817,POLICE OFFICER,2002-01-03,2002-03-26
,12322,10950,POLICE OFFICER,2002-03-26,2014-06-10
381,12322,2527,SERGEANT,2014-06-10,2019-07-15
,#U109343,1078,SERGEANT,1996-03-26,2007-02-16
,#U109343,413,LIEUTENANT,2007-02-16,2011-11-01
,#U109344,,LIEUTENANT,,
,#U109345,,DETECTIVE,,
,#U109346,20900,DETECTIVE,1991-11-12,2004-06-01
,#U109347,,POLICE OFFICER,,
,#U109348,,POLICE OFFICER,,
,#U109349,,LIEUTENANT,,
,#U109350,16637,POLICE OFFICER,1982-01-04,2000-04-14
,#U109351,14673,POLICE OFFICER,1970-09-14,2004-11-15
,#U109352,,CAPTAIN,,
,#U109353,781,LIEUTENANT,1998-08-06,2003-01-16
,#U109353,781,LIEUTENANT,2003-01-23,2004-11-17
,#U109353,2283,SERGEANT,2003-01-16,2003-01-23
,#U109353,2283,SERGEANT,2004-11-17,2013-11-15
,#U109354,,DETECTIVE,,
,#U109355,14000,POLICE OFFICER,1976-01-01,2001-08-15
,#U109356,3793,POLICE OFFICER,1980-09-29,2011-03-15
,#U109357,,SERGEANT,,
,#U109358,,POLICE OFFICER,,
,#U109359,,DETECTIVE,,
,#U109361,,DETECTIVE,,
,#U109362,2882,POLICE OFFICER,1973-03-19,2002-06-21
,#U109363,,POLICE OFFICER,,
1251,13190,11982,POLICE OFFICER,1997-05-12,
,#U109365,,POLICE OFFICER,,
,#U109366,,POLICE OFFICER,,
,#U109367,,POLICE OFFICER,,
1431,13370,6158,POLICE OFFICER,1998-10-20,2019-01-16
,#U109369,,DETECTIVE,,
,#U109370,,POLICE OFFICER,,
,#U109371,,POLICE OFFICER,,
1608,13547,16405,POLICE OFFICER,2004-02-06,
,13609,9768,POLICE OFFICER,1990-03-26,2006-06-01
1670,13609,20514,DETECTIVE,2006-06-01,
,#U109374,,POLICE OFFICER,,
,#U109375,14624,POLICE OFFICER,1970-03-02,2008-09-19
,#U109376,,POLICE OFFICER,,
,#U109377,,POLICE OFFICER,,
,#U109378,,SERGEANT,,
,#U109379,14738,POLICE OFFICER,1970-06-15,2003-01-15
,#U109380,381,LIEUTENANT,1988-03-17,2001-01-31
,#U109380,151,CAPTAIN,2001-01-31,2001-06-13
,#U109380,379,LIEUTENANT,2001-06-13,2003-12-17
,#U109380,379,LIEUTENANT,2004-01-13,2005-05-16
,#U109381,16865,POLICE OFFICER,1976-10-19,2009-03-30
,#U109382,,POLICE OFFICER,,
,#U109383,8930,POLICE OFFICER,1999-09-02,2012-10-17
,#U109384,,POLICE OFFICER,,
,#U109385,,POLICE OFFICER,,
,#U109386,,POLICE OFFICER,,
,#U109387,,POLICE OFFICER,,
,#U109388,10772,POLICE OFFICER,1994-04-08,2012-01-06
2487,14424,14505,POLICE OFFICER,1996-02-23,2018-01-02
,14424,1196,SERGEANT,2018-01-02,2019-10-31
,14424,1196,SERGEANT,2019-11-21,
,14424,1196,POLICE OFFICER,,
,#U109390,,POLICE OFFICER,,
,#U109392,14377,POLICE OFFICER,1970-11-16,2006-05-31
,#U109393,8820,POLICE OFFICER,2007-08-15,2008-12-11
,14573,1282,SERGEANT,1998-08-06,2004-10-01
,14573,625,LIEUTENANT,2004-10-01,2014-04-18
,14573,30,CAPTAIN,2014-04-18,
,14573,30,DEPUTY CHIEF,,
2633,14573,30,COMMANDER,,
,#U109395,,POLICE OFFICER,,
,#U109396,17906,POLICE OFFICER,2001-01-11,2001-02-01
,#U109396,17906,POLICE OFFICER,2001-02-05,2002-03-28
,14842,8907,POLICE OFFICER,1995-07-14,2004-02-26
2906,14842,5761,POLICE OFFICER,2004-02-26,2016-05-16
,#U109398,4387,POLICE OFFICER,2004-02-06,2008-06-05
,#U109399,,POLICE OFFICER,,
,#U109400,4904,POLICE OFFICER,1973-02-19,2005-04-15
,#U109401,,POLICE OFFICER,,
,#U109402,649,LIEUTENANT,1999-09-22,2000-02-18
,#U109403,12898,POLICE OFFICER,1980-06-23,2005-06-24
,#U109403,12898,FIELD TRAINING OFFICER,,
,#U109404,,POLICE OFFICER,,
,#U109405,,POLICE OFFICER,,
,#U109406,2917,POLICE OFFICER,1996-11-20,2008-06-26
,#U109407,,LIEUTENANT,,
,#U109408,60067,POLICE OFFICER,1999-11-16,2005-06-01
,#U109408,20083,DETECTIVE,2005-06-01,2014-03-04
,#U109409,,POLICE OFFICER,,
,#U109410,,POLICE OFFICER,,
,#U109411,,POLICE OFFICER,,
,#U109412,,POLICE OFFICER,,
,#U109413,21088,DETECTIVE,1993-12-10,2014-08-08
,#U109413,21049,DETECTIVE,2014-02-26,2014-03-28
,#U109414,,CAPTAIN,,
,#U109415,,POLICE OFFICER,,
,#U109416,,POLICE OFFICER,,
3755,15693,19513,POLICE OFFICER,1997-05-12,2018-04-20
,15693,19513,POLICE OFFICER,2018-08-16,
,15693,8450,POLICE OFFICER,2018-04-20,2018-08-16
,#U109418,15499,POLICE OFFICER,1971-02-22,2003-03-17
3770,15708,10893,POLICE OFFICER,1999-09-28,
,15747,7201,POLICE OFFICER,1999-04-15,2009-01-02
3818,15747,15900,POLICE OFFICER,2009-01-02,
,#U109421,,POLICE OFFICER,,
,#U109422,8070,POLICE OFFICER,1998-01-05,2002-04-16
,#U109423,798,LIEUTENANT,1991-02-01,2008-12-31
,#U109423,,SERGEANT,,
,#U109424,,POLICE OFFICER,,
4033,15970,19235,POLICE OFFICER,1998-12-22,
,#U109426,,POLICE OFFICER,,
,#U109427,,DETECTIVE,,
,#U109428,,SERGEANT,,
,#U109429,12782,POLICE OFFICER,1982-11-29,2003-03-14
,16004,12665,POLICE OFFICER,1994-12-23,2004-04-01
,16004,1737,SERGEANT,2004-04-01,2004-04-01
4067,16004,1731,SERGEANT,2004-04-01,
,#U109431,,POLICE OFFICER,,
,#U109432,,POLICE OFFICER,,
,#U109433,11658,POLICE OFFICER,1980-02-11,2012-11-15
,#U109435,15236,POLICE OFFICER,1977-11-01,2007-01-12
,#U109436,5765,POLICE OFFICER,1973-10-22,2003-04-15
,#U109437,,SERGEANT,,
,#U109438,,LIEUTENANT,,
,#U109439,18610,POLICE OFFICER,1995-02-17,2009-03-04
,#U109440,,POLICE OFFICER,,
4500,16437,14528,POLICE OFFICER,1992-10-16,
4540,16477,16231,POLICE OFFICER,2006-08-02,
,#U109443,,SERGEANT,,
,#U109444,2775,POLICE OFFICER,1988-05-02,2017-05-30
4621,16558,4968,POLICE OFFICER,2002-10-25,2005-07-25
,16558,4968,POLICE OFFICER,2005-11-07,2018-06-26
,16558,20236,DETECTIVE,2018-06-27,
,#U109447,,POLICE OFFICER,,
,#U109448,20223,DETECTIVE,1991-11-10,2008-03-14
,#U109449,,POLICE OFFICER,,
4785,16723,11778,POLICE OFFICER,2013-03-19,2014-12-02
,16723,11778,POLICE OFFICER,2015-09-22,2017-04-14
,16723,18512,POLICE OFFICER,2014-12-02,2015-09-22
,16723,20576,DETECTIVE,2017-04-14,
,16723,20576,POLICE OFFICER,,
,#U109451,,POLICE OFFICER,,
,#U109452,4380,POLICE OFFICER,1993-10-12,2000-05-16
4871,16808,18286,POLICE OFFICER,2013-02-14,
,#U109454,,POLICE OFFICER,,
,#U109455,,POLICE OFFICER,,
,#U109456,,POLICE OFFICER,,
,#U109458,494,LIEUTENANT,1990-07-26,2003-04-15
,#U109459,16055,POLICE OFFICER,1975-05-16,2007-07-12
,#U109460,15746,POLICE OFFICER,1969-01-20,2000-02-10
5286,17223,8143,POLICE OFFICER,2003-03-18,2018-06-26
,17223,20097,DETECTIVE,2018-06-27,
,#U109462,,SERGEANT,,
5311,17248,19329,POLICE OFFICER,1997-05-12,
,#U109464,,POLICE OFFICER,,
,#U109466,20356,DETECTIVE,1991-11-10,2003-02-14
,#U109468,,POLICE OFFICER,,
,#U109469,,POLICE OFFICER,,
5420,17357,5112,POLICE OFFICER,1994-09-30,
,#U109471,,SERGEANT,,
5548,17485,17118,POLICE OFFICER,2001-07-24,2003-02-26
,17485,17118,POLICE OFFICER,2004-12-02,2005-08-18
,17485,17118,POLICE OFFICER,2005-08-19,
,17485,16337,POLICE OFFICER,2003-06-12,2004-12-02
