id,officer_id,badge_number,job_title,start_date,resign_date
,23165,18396,POLICE OFFICER,2015-02-13,
,23165,19656,POLICE OFFICER,2014-10-23,2015-02-13
,16436,13545,POLICE OFFICER,1993-12-13,2000-05-24
,16436,2573,SERGEANT,2000-05-24,2014-02-06
4499,16436,261,LIEUTENANT,2014-02-06,
1909,13848,14369,POLICE OFFICER,2012-03-29,
4517,16454,15985,POLICE OFFICER,1998-07-02,2019-10-16
9785,21722,2763,POLICE OFFICER,2003-05-13,2016-08-18
,16337,6852,POLICE OFFICER,1994-11-04,2006-12-28
4400,16337,20866,DETECTIVE,2006-12-28,
,23328,4427,POLICE OFFICER,1987-12-07,2000-05-24
11395,23328,1823,SERGEANT,2000-05-24,
,#U105294,12974,POLICE OFFICER,2017-08-09,
,#U105297,19447,POLICE OFFICER,2016-10-19,
11233,23166,6086,POLICE OFFICER,2007-05-02,
3838,15776,18207,POLICE OFFICER,2014-04-17,2019-09-20
,15776,18107,POLICE OFFICER,2019-09-20,
4676,16613,18365,POLICE OFFICER,1993-06-20,
142,12084,7727,POLICE OFFICER,2007-02-07,2012-06-22
3829,15767,12486,POLICE OFFICER,2003-09-12,
8154,20091,18422,POLICE OFFICER,2006-08-30,
11524,23457,5352,POLICE OFFICER,2013-09-19,
11683,23616,10165,POLICE OFFICER,2012-12-10,
143,12085,19249,POLICE OFFICER,1997-08-22,
1900,13839,16854,POLICE OFFICER,2008-01-30,
8847,20784,10633,POLICE OFFICER,,
9160,21097,13585,POLICE OFFICER,1992-03-06,2017-06-13
9255,21192,15826,POLICE OFFICER,1992-04-03,2017-06-15
10650,22585,11403,POLICE OFFICER,1995-01-18,2001-06-19
,22585,11403,POLICE OFFICER,2001-09-17,2016-07-15
11611,23550,19850,POLICE OFFICER,1996-12-23,
,23701,18716,POLICE OFFICER,1995-02-17,2003-12-01
11768,23701,1661,SERGEANT,2003-12-01,
,#U105327,13788,POLICE OFFICER,2017-06-06,
5997,17934,5936,POLICE OFFICER,2000-05-05,2019-10-15
5115,17052,17652,POLICE OFFICER,2000-06-30,
4948,16885,14735,POLICE OFFICER,2002-06-04,
1063,13002,18299,POLICE OFFICER,1993-04-02,
9074,21011,3623,POLICE OFFICER,2006-08-14,
2442,14379,3717,POLICE OFFICER,,
,18637,6756,POLICE OFFICER,1996-02-26,2015-04-16
6719,18637,21387,DETECTIVE,2015-04-16,
,19050,40297,POLICE OFFICER,1998-12-08,2005-06-08
,19050,20697,DETECTIVE,2005-06-08,2006-05-10
7113,19050,21597,DETECTIVE,2006-05-10,2019-05-15
,22166,6796,POLICE OFFICER,1994-11-04,2004-04-01
10231,22166,2015,SERGEANT,2004-04-01,2017-02-01
,22166,354,LIEUTENANT,2017-02-01,
10323,22258,17157,POLICE OFFICER,1992-04-02,
11472,23405,19726,POLICE OFFICER,1996-05-14,
972,12911,11195,POLICE OFFICER,1990-11-16,
,14190,14450,POLICE OFFICER,2001-07-24,2001-11-25
,14190,14500,POLICE OFFICER,2001-11-25,2008-01-25
2253,14190,21050,DETECTIVE,2008-01-25,
2523,14477,14203,POLICE OFFICER,1998-11-17,2017-02-24
,14477,21340,DETECTIVE,2017-02-24,
,14729,15529,POLICE OFFICER,1991-03-26,2003-12-01
,14729,1965,SERGEANT,2003-12-01,2014-04-18
,14729,450,LIEUTENANT,2014-04-18,
2792,14729,450,COMMANDER,,
,14881,12214,POLICE OFFICER,1998-09-10,2003-07-01
,14881,21248,DETECTIVE,2003-07-01,2006-03-15
2944,14881,935,SERGEANT,2006-03-15,2019-01-17
,14881,448,LIEUTENANT,2019-01-17,
,#U105359,19990,POLICE OFFICER,2016-10-19,
,15351,14410,POLICE OFFICER,2001-01-11,
3414,15351,14410,FIELD TRAINING OFFICER,,
4133,16070,8024,POLICE OFFICER,2002-10-25,
4237,16174,16164,POLICE OFFICER,1995-09-15,2002-09-13
,16174,16164,POLICE OFFICER,2007-02-06,2019-04-18
,16174,18699,POLICE OFFICER,2019-04-18,
4908,16845,8165,POLICE OFFICER,1997-08-22,2017-04-07
11755,23688,11984,POLICE OFFICER,1997-08-10,2004-09-27
,23688,11984,POLICE OFFICER,2004-11-01,2019-05-15
2714,14651,14968,POLICE OFFICER,2001-07-24,
5116,17053,20717,DETECTIVE,1998-12-04,2019-07-24
,21697,17594,POLICE OFFICER,2001-07-24,2015-11-18
9760,21697,11266,POLICE OFFICER,2015-11-18,
,23481,17552,POLICE OFFICER,2000-11-14,2005-08-29
11548,23481,14044,POLICE OFFICER,2005-08-29,
990,12929,11803,POLICE OFFICER,2000-06-16,
2671,14615,15300,POLICE OFFICER,2003-05-13,
848,12787,4632,POLICE OFFICER,2003-05-13,
956,12895,7328,POLICE OFFICER,2005-04-20,
454,12395,12481,POLICE OFFICER,2005-03-11,
,#U105378,10270,POLICE OFFICER,1998-07-31,2009-08-13
,#U105378,12049,POLICE OFFICER,2009-08-14,2009-12-21
,#U105378,12049,POLICE OFFICER,2010-12-01,2019-01-16
,14061,7569,POLICE OFFICER,1998-12-10,2017-12-15
,14061,1045,SERGEANT,2017-12-15,
,14061,1045,FIELD TRAINING OFFICER,,
2124,14061,7569,FIELD TRAINING OFFICER,,
2313,14250,13868,POLICE OFFICER,1998-11-17,2019-01-15
2770,14707,8160,POLICE OFFICER,1994-11-04,
,14908,13734,POLICE OFFICER,2000-03-03,2000-03-03
2971,14908,16280,POLICE OFFICER,2000-03-03,2015-09-25
,14908,16280,POLICE OFFICER,2016-01-19,
,14908,19460,POLICE OFFICER,2015-09-25,2016-01-19
2972,14909,19970,POLICE OFFICER,2003-03-18,
4347,16284,16834,POLICE OFFICER,2006-01-24,
,16645,17431,POLICE OFFICER,1996-03-05,2005-02-02
4708,16645,9455,POLICE OFFICER,2005-02-02,2017-10-16
4746,16683,18277,POLICE OFFICER,1993-04-02,
5117,17054,7129,POLICE OFFICER,1999-08-03,2018-01-16
5118,17055,15583,POLICE OFFICER,2004-03-12,
5852,17790,13346,POLICE OFFICER,1999-03-19,
6523,18460,18679,POLICE OFFICER,2013-12-18,
8155,20092,15032,POLICE OFFICER,2010-06-14,
,#U105409,10201,POLICE OFFICER,2016-10-19,
11259,23192,18559,POLICE OFFICER,1995-02-03,2017-01-17
11814,23747,9530,POLICE OFFICER,2003-08-14,
,13258,18690,POLICE OFFICER,1995-02-17,2006-03-15
1319,13258,1683,SERGEANT,2006-03-15,2019-06-14
,13258,726,LIEUTENANT,2019-06-14,
345,12286,8679,POLICE OFFICER,2006-11-20,
102,12043,17487,POLICE OFFICER,1985-04-08,2019-08-16
3264,15201,10467,POLICE OFFICER,1990-03-26,
11059,22992,19370,POLICE OFFICER,2014-05-22,
398,12339,11530,POLICE OFFICER,2013-11-12,
,#U105426,9974,POLICE OFFICER,2016-10-19,
,11994,203,LIEUTENANT,2001-01-24,2003-05-13
53,11994,6673,POLICE OFFICER,2003-05-13,2018-10-18
,11994,1967,SERGEANT,2018-10-18,
,11994,6673,FIELD TRAINING OFFICER,,
122,12064,15731,POLICE OFFICER,2004-03-12,
,12066,11895,POLICE OFFICER,2006-01-24,2010-04-12
124,12066,11798,POLICE OFFICER,2010-04-13,
133,12075,4948,POLICE OFFICER,2013-09-19,
,12106,3168,POLICE OFFICER,2002-06-04,2002-08-12
,12106,11633,POLICE OFFICER,2002-08-12,2004-04-27
164,12106,6348,POLICE OFFICER,2004-04-27,
233,12175,16131,POLICE OFFICER,2015-02-13,
269,12210,4720,POLICE OFFICER,2007-02-07,
301,12242,14291,POLICE OFFICER,2013-04-03,
305,12246,4314,POLICE OFFICER,2007-05-02,
408,12349,10059,POLICE OFFICER,1998-01-20,
443,12384,9744,POLICE OFFICER,1994-12-23,
,#U105445,15670,POLICE OFFICER,2017-04-26,
509,12450,4798,POLICE OFFICER,1988-11-07,2017-02-21
567,12506,5631,POLICE OFFICER,2008-01-30,
,#U105454,15214,POLICE OFFICER,2017-07-12,
728,12667,12678,POLICE OFFICER,2000-04-06,2017-03-14
,12667,833,SERGEANT,2017-03-14,2019-01-07
,12667,833,SERGEANT,2019-04-15,
,12667,956,SERGEANT,2019-01-07,2019-04-15
748,12687,989,SERGEANT,1996-03-26,2016-05-13
786,12725,779,LIEUTENANT,1998-08-06,2000-01-19
,12725,779,LIEUTENANT,2014-02-06,2018-01-16
,12725,1063,SERGEANT,2000-01-19,2014-02-06
813,12752,15520,POLICE OFFICER,1986-07-14,
,12775,7781,POLICE OFFICER,1997-08-22,2003-07-01
836,12775,20254,DETECTIVE,2003-07-01,
852,12791,12744,POLICE OFFICER,2007-11-14,2019-01-04
,12791,19911,POLICE OFFICER,2019-01-04,
865,12804,794,LIEUTENANT,1998-08-06,2002-07-02
,12804,794,LIEUTENANT,2003-12-01,2016-05-16
,12804,1010,SERGEANT,2002-07-02,2003-12-01
900,12839,1122,SERGEANT,1997-02-20,
,12994,40198,POLICE OFFICER,1998-12-04,2005-07-21
1055,12994,20772,DETECTIVE,2005-07-22,
1152,13092,8220,POLICE OFFICER,1986-12-22,2017-08-07
,13092,8220,POLICE OFFICER,2019-09-05,
,13093,8972,POLICE OFFICER,1994-12-23,2001-07-06
,13093,40110,POLICE OFFICER,2001-07-06,2005-06-03
1153,13093,20999,DETECTIVE,2005-06-03,
1154,13094,17514,POLICE OFFICER,1995-06-12,2004-03-25
,13094,17514,POLICE OFFICER,2005-09-27,2016-08-17
1155,13091,15887,POLICE OFFICER,2003-06-05,2010-10-27
,13091,15887,POLICE OFFICER,2011-02-16,2019-07-10
,13091,20015,DETECTIVE,2019-07-10,
1220,13159,10681,POLICE OFFICER,2000-02-08,2002-09-10
,13159,10681,POLICE OFFICER,2003-10-27,
,13331,19423,POLICE OFFICER,1996-04-09,2014-06-10
1392,13331,20177,DETECTIVE,2014-06-10,
1402,13341,14116,POLICE OFFICER,2016-03-02,
1442,13381,19690,POLICE OFFICER,1999-11-12,2016-02-08
,13507,10398,POLICE OFFICER,1993-07-07,2000-05-24
,13507,1753,SERGEANT,2000-05-24,2009-05-01
,13507,502,LIEUTENANT,2009-05-01,2009-05-19
1568,13507,317,LIEUTENANT,2009-05-19,2017-07-31
,13569,10221,POLICE OFFICER,1990-03-26,2004-11-01
1630,13569,20312,DETECTIVE,2004-11-01,2013-02-14
,13569,20312,DETECTIVE,2014-10-09,
,13569,20096,DETECTIVE,2013-02-14,2014-10-09
1700,13639,19864,POLICE OFFICER,1996-10-21,
1706,13645,11425,POLICE OFFICER,2015-12-23,
,13675,11605,POLICE OFFICER,1980-06-23,2001-05-31
1736,13675,2294,SERGEANT,2001-05-31,2017-07-16
,#U105495,9296,POLICE OFFICER,2016-12-28,
1771,13710,10003,POLICE OFFICER,1995-06-12,
1820,13759,14617,POLICE OFFICER,2005-04-20,
2058,13995,10288,POLICE OFFICER,2012-12-10,
2290,14227,2730,POLICE OFFICER,2003-06-05,
,#U105511,8431,POLICE OFFICER,1995-06-12,2016-08-03
,14380,12975,POLICE OFFICER,1996-08-21,2003-12-10
2443,14380,17934,POLICE OFFICER,2003-12-10,2009-06-15
,14380,17934,POLICE OFFICER,2009-06-16,2015-05-04
,14380,17934,POLICE OFFICER,2015-10-05,
,14380,11650,POLICE OFFICER,2009-06-15,2009-06-15
,14380,16235,POLICE OFFICER,2015-05-04,2015-10-05
,#U105517,9329,POLICE OFFICER,2016-12-28,
,#U105517,11392,POLICE OFFICER,2017-10-31,2018-08-20
,14457,5123,POLICE OFFICER,1995-01-18,2003-07-01
2496,14457,20928,DETECTIVE,2003-07-01,
,14479,18955,POLICE OFFICER,1995-07-18,2000-08-31
,14479,20127,DETECTIVE,2000-08-31,2005-04-28
,14479,2014,SERGEANT,2005-04-28,2005-04-28
2525,14479,2051,SERGEANT,2005-04-28,
,#U105524,17293,POLICE OFFICER,2017-08-09,
,14538,14995,POLICE OFFICER,1997-10-14,2012-08-31
2586,14538,1616,SERGEANT,2012-08-31,
,14579,11769,POLICE OFFICER,1994-03-04,2015-04-16
2642,14579,21088,DETECTIVE,2015-04-16,
,14585,10838,POLICE OFFICER,1998-07-02,2003-06-19
,14585,10838,POLICE OFFICER,2004-02-05,2008-05-09
2709,14585,18384,POLICE OFFICER,2008-05-09,
2648,14592,11957,POLICE OFFICER,1999-05-07,
2695,14636,2804,POLICE OFFICER,2004-09-24,
,14684,1316,SERGEANT,1998-08-06,2010-10-01
2747,14684,519,LIEUTENANT,2010-10-01,
2785,14722,13546,POLICE OFFICER,1994-05-25,2017-03-15
2866,14805,2946,POLICE OFFICER,2002-07-23,
2993,14930,11615,POLICE OFFICER,1990-11-16,
,14948,14938,POLICE OFFICER,1998-07-31,2000-04-14
3011,14948,3290,POLICE OFFICER,2000-04-14,
,15013,2647,SERGEANT,1988-05-02,2000-02-25
3076,15013,3810,POLICE OFFICER,2000-02-25,2016-05-13
,#U105550,8223,POLICE OFFICER,2017-02-22,
,15062,16897,POLICE OFFICER,1999-04-15,2015-04-16
,15062,21109,DETECTIVE,2015-04-16,2015-07-17
3125,15062,20927,DETECTIVE,2015-07-17,
,15077,6084,POLICE OFFICER,2007-05-02,2016-02-01
3140,15077,2104,SERGEANT,2016-02-01,
3188,15125,20613,DETECTIVE,1998-12-04,2016-04-15
,15187,5281,POLICE OFFICER,2002-12-05,2008-08-08
3250,15187,5012,POLICE OFFICER,2008-08-08,2017-02-24
,15187,20170,DETECTIVE,2017-02-24,
3319,15256,17389,POLICE OFFICER,2003-05-13,
,#U105563,13480,POLICE OFFICER,2017-07-12,
,15373,12601,POLICE OFFICER,1990-07-14,2003-04-01
3436,15373,1654,SERGEANT,2003-04-01,2019-05-15
,15435,20335,DETECTIVE,1991-11-10,2004-04-01
3498,15435,819,SERGEANT,2004-04-01,2016-06-20
,15571,13333,POLICE OFFICER,1995-01-30,2003-07-01
3632,15571,20429,DETECTIVE,2003-07-01,
3633,15570,10754,POLICE OFFICER,2013-12-18,2018-11-19
3634,15569,17287,POLICE OFFICER,2014-04-17,
3699,15636,14970,POLICE OFFICER,2002-12-05,2018-02-28
,#U105579,8644,POLICE OFFICER,2017-02-22,2018-01-09
,#U105579,8817,POLICE OFFICER,2018-01-09,
,15680,19528,POLICE OFFICER,2000-02-24,2000-10-07
3742,15680,19868,POLICE OFFICER,2000-10-07,
3789,15727,16035,POLICE OFFICER,2006-01-24,
,#U105585,17973,POLICE OFFICER,2017-06-06,
,#U105587,12291,POLICE OFFICER,2016-10-19,
4055,15992,8444,POLICE OFFICER,2002-06-04,
,16006,5284,POLICE OFFICER,2000-06-16,2008-07-01
,16006,2245,SERGEANT,2008-07-01,2009-01-08
4069,16006,802,SERGEANT,2009-01-08,
4088,16025,18498,POLICE OFFICER,1995-02-03,2002-04-12
,16025,18498,POLICE OFFICER,2002-07-22,
4102,16039,15128,POLICE OFFICER,2000-02-04,2017-02-24
,16039,21203,DETECTIVE,2017-02-24,
,#U105599,14499,POLICE OFFICER,2017-06-06,
4170,16107,5326,POLICE OFFICER,1999-09-28,2018-08-17
4189,16126,8511,POLICE OFFICER,1995-01-18,2019-10-16
4285,16222,8110,POLICE OFFICER,2005-06-10,
4299,16236,12620,POLICE OFFICER,2013-06-05,
4345,16282,14529,POLICE OFFICER,2013-02-14,
,16318,19861,POLICE OFFICER,1996-12-23,2003-04-01
,16318,2226,SERGEANT,2003-04-01,2009-05-04
,16318,2226,SERGEANT,2009-07-24,2012-08-31
,16318,2544,SERGEANT,2009-05-04,2009-07-24
,16318,727,LIEUTENANT,2012-08-31,2016-02-01
,16318,212,LIEUTENANT,2013-08-19,2013-09-13
4381,16318,21,CAPTAIN,2016-02-02,
,16394,17732,POLICE OFFICER,1995-12-18,2004-04-01
,16394,1542,SERGEANT,2004-04-01,2012-08-31
4457,16394,458,LIEUTENANT,2012-08-31,
,16399,4140,POLICE OFFICER,1992-04-27,2004-05-01
4462,16399,20855,DETECTIVE,2004-05-01,
4472,16409,16622,POLICE OFFICER,1992-11-21,2017-12-15
,16409,871,SERGEANT,2017-12-15,
,16409,871,POLICE OFFICER,,
4588,16526,18611,POLICE OFFICER,1995-02-17,2017-12-27
,16526,18611,POLICE OFFICER,2018-11-14,2019-08-16
,16526,18611,POLICE OFFICER,2019-09-04,2019-09-20
,#U105619,17620,POLICE OFFICER,2017-04-26,
,16541,1021,SERGEANT,,
4604,16541,20723,DETECTIVE,,
4625,16562,6365,POLICE OFFICER,2000-04-06,
,16582,4871,POLICE OFFICER,1998-10-09,2006-02-01
,16582,20003,DETECTIVE,2006-02-01,2019-09-18
4645,16582,854,SERGEANT,2008-07-01,2019-07-15
4652,16589,16965,POLICE OFFICER,2016-06-17,
4668,16605,11868,POLICE OFFICER,2013-11-12,
4680,16617,8493,POLICE OFFICER,1994-11-04,
4683,16620,15132,POLICE OFFICER,2013-12-18,
4704,16641,14827,POLICE OFFICER,1997-08-22,2017-04-14
4788,16726,5714,POLICE OFFICER,2001-01-11,
4840,16778,6109,POLICE OFFICER,2000-05-05,
4920,16857,12392,POLICE OFFICER,2007-11-14,
4921,16858,6667,POLICE OFFICER,,
5042,16979,19280,POLICE OFFICER,1997-05-12,
5069,17006,14247,POLICE OFFICER,2015-07-10,
5098,17035,7338,POLICE OFFICER,1989-12-26,2019-01-16
,17190,17335,POLICE OFFICER,1985-03-04,2004-05-01
5253,17190,20150,DETECTIVE,2004-05-01,2016-06-15
5366,17303,17850,POLICE OFFICER,2014-04-17,
5402,17339,9846,POLICE OFFICER,2001-03-21,2014-07-09
,17339,9846,POLICE OFFICER,2015-08-05,
,17475,17925,POLICE OFFICER,1998-12-16,2001-07-06
,17475,40120,POLICE OFFICER,2001-07-06,2005-06-07
,17475,20726,DETECTIVE,2005-06-07,2007-01-16
5538,17475,1861,SERGEANT,2007-01-16,
5601,17538,7536,POLICE OFFICER,2014-02-05,2017-02-24
,17538,21133,DETECTIVE,2017-02-24,
5640,17577,13148,POLICE OFFICER,2009-08-10,
5657,17594,17256,POLICE OFFICER,1989-03-20,2019-04-15
5661,17598,8778,POLICE OFFICER,1999-07-30,2015-09-04
,17598,8778,POLICE OFFICER,2015-10-28,
,17613,18713,POLICE OFFICER,1995-12-18,2000-08-31
,17613,21004,DETECTIVE,2000-08-31,2006-03-15
5676,17613,1038,SERGEANT,2006-03-15,
,#U105669,40276,POLICE OFFICER,1998-12-08,2005-06-08
,#U105669,20276,DETECTIVE,2005-06-08,2016-01-15
,17688,19320,POLICE OFFICER,1999-01-21,2015-04-16
5751,17688,21290,DETECTIVE,2015-04-16,2016-06-01
,17688,963,SERGEANT,2016-06-01,
5880,17817,7458,POLICE OFFICER,2006-07-05,
5965,17902,17660,POLICE OFFICER,2013-07-31,
6031,17968,18965,POLICE OFFICER,1995-07-18,2017-05-15
6081,18018,19126,POLICE OFFICER,1998-10-09,2016-11-28
,18018,11663,POLICE OFFICER,2016-11-30,
6171,18109,12685,POLICE OFFICER,2000-04-18,
6172,18108,6774,POLICE OFFICER,2005-05-24,
,18227,19664,POLICE OFFICER,1997-04-22,2000-08-31
6289,18227,21268,DETECTIVE,2000-08-31,
6317,18254,17626,POLICE OFFICER,2006-02-22,2016-10-11
6341,18278,6338,POLICE OFFICER,2009-08-10,2016-06-01
,18278,2657,SERGEANT,2016-06-01,
6365,18302,17035,POLICE OFFICER,1992-04-03,
6434,18371,9336,POLICE OFFICER,1992-03-06,
6469,18406,20563,DETECTIVE,1991-11-05,2016-08-18
6472,18409,12409,POLICE OFFICER,2015-09-18,
6485,18422,15460,POLICE OFFICER,2011-02-24,
,18437,9320,POLICE OFFICER,2000-04-06,2000-04-06
6500,18437,9661,POLICE OFFICER,2000-04-06,
6502,18439,17181,POLICE OFFICER,2015-07-10,2019-04-01
,#U105714,13099,POLICE OFFICER,2017-08-09,
6595,18532,16427,POLICE OFFICER,2015-02-13,
6557,18494,17254,POLICE OFFICER,2006-02-22,
,18589,6995,POLICE OFFICER,1992-04-27,2003-07-01
6652,18589,20964,DETECTIVE,2003-07-01,
6736,18649,18508,POLICE OFFICER,1995-02-03,
,#U105721,12587,POLICE OFFICER,1998-07-31,2002-05-14
,#U105721,12587,POLICE OFFICER,2002-07-16,2002-09-27
,#U105721,12587,POLICE OFFICER,2002-10-21,2003-10-29
,#U105721,12587,POLICE OFFICER,2005-05-11,2019-10-15
,18723,8645,POLICE OFFICER,1999-09-28,2000-01-31
,18723,8645,POLICE OFFICER,2000-02-17,2015-04-16
6848,18723,21391,DETECTIVE,2015-04-16,
,18759,396,LIEUTENANT,2005-09-01,2009-03-16
,18759,120,CAPTAIN,2009-03-16,2016-08-15
6906,18759,120,DEPUTY CHIEF,,
,#U105725,13599,POLICE OFFICER,2017-07-12,
6817,18823,12540,POLICE OFFICER,2006-03-13,2018-10-18
,18823,2260,SERGEANT,2018-10-18,
,18939,17371,POLICE OFFICER,1985-04-08,2008-07-01
7002,18939,1013,SERGEANT,2008-07-01,2016-05-16
,18991,19566,POLICE OFFICER,2002-07-23,2004-11-09
7054,18991,19497,POLICE OFFICER,2004-11-09,2019-03-05
,18991,19497,POLICE OFFICER,2019-05-16,
,19047,16993,POLICE OFFICER,1977-01-03,2017-01-05
7110,19047,16993,FIELD TRAINING OFFICER,,
,19059,12117,POLICE OFFICER,1998-01-20,2000-08-31
7122,19059,20515,DETECTIVE,2000-08-31,
,19151,18357,POLICE OFFICER,1993-09-03,2015-07-29
7214,19151,18570,POLICE OFFICER,2015-07-29,
7219,19156,10651,POLICE OFFICER,1990-08-27,2018-09-17
7237,19174,14241,POLICE OFFICER,2003-09-12,2008-12-29
,19174,14241,POLICE OFFICER,2009-05-14,2017-12-15
,19174,1191,SERGEANT,2017-12-15,
,19174,1191,POLICE OFFICER,,
7410,19347,10886,POLICE OFFICER,1999-04-15,
,19460,2039,SERGEANT,1996-03-26,2003-01-30
7523,19460,367,LIEUTENANT,2003-01-30,2016-09-15
,19477,785,LIEUTENANT,1999-06-16,2002-07-09
,19477,907,SERGEANT,2002-07-09,2014-04-18
7540,19477,719,LIEUTENANT,2014-04-18,
7567,19504,5125,POLICE OFFICER,2008-01-10,
7626,19563,15576,POLICE OFFICER,2015-04-24,
7654,19591,9877,POLICE OFFICER,1998-10-30,2018-01-27
7675,19612,3719,POLICE OFFICER,1988-02-26,2019-06-14
7833,19806,10206,POLICE OFFICER,1996-01-12,
7871,19832,15135,POLICE OFFICER,2002-09-19,
7872,19833,17588,POLICE OFFICER,2013-07-31,
7891,19852,14238,POLICE OFFICER,1992-03-16,2016-05-18
,19852,14238,POLICE OFFICER,2017-07-25,
,19852,19660,POLICE OFFICER,2016-05-18,2017-07-25
7892,19853,18511,POLICE OFFICER,1995-02-03,2019-01-16
8139,20076,18601,POLICE OFFICER,2014-05-22,
,20086,19104,POLICE OFFICER,1999-02-18,2004-10-29
8149,20086,1006,SERGEANT,2004-10-29,
,20120,11669,POLICE OFFICER,1998-02-18,2001-02-05
8183,20120,16451,POLICE OFFICER,2001-02-05,2017-04-17
8185,20122,17798,POLICE OFFICER,2013-08-20,
8270,20207,8647,POLICE OFFICER,2011-02-24,
8278,20215,15646,POLICE OFFICER,1997-12-15,
8307,20244,15791,POLICE OFFICER,2002-10-25,
8308,20245,14864,POLICE OFFICER,2013-09-19,
8391,20328,10496,POLICE OFFICER,1994-12-02,
8395,20332,19211,POLICE OFFICER,1998-10-09,
8491,20428,12072,POLICE OFFICER,2000-02-04,
8556,20493,7962,POLICE OFFICER,2013-03-19,
8651,20588,10314,POLICE OFFICER,1998-07-02,
8693,20630,4233,POLICE OFFICER,1997-12-15,
,20630,4233,FIELD TRAINING OFFICER,,
8731,20668,4594,POLICE OFFICER,2009-08-10,
,20710,8569,POLICE OFFICER,1994-11-04,2008-01-18
8773,20710,8560,POLICE OFFICER,2008-01-18,
,20765,7773,POLICE OFFICER,1990-04-10,2000-09-18
8828,20765,19744,POLICE OFFICER,2000-09-18,2017-05-15
8863,20800,11590,POLICE OFFICER,2016-03-02,
,21023,14132,POLICE OFFICER,1996-12-16,2006-02-01
9086,21023,20764,DETECTIVE,2006-02-01,
9103,21040,8153,POLICE OFFICER,1998-02-13,2017-09-13
,21098,18774,POLICE OFFICER,1996-01-22,2014-04-18
9161,21098,1015,SERGEANT,2014-04-18,
9242,21179,15066,POLICE OFFICER,2015-04-24,
9329,21266,15315,POLICE OFFICER,2015-04-24,
9379,21316,4531,POLICE OFFICER,2002-04-04,
9428,21365,7636,POLICE OFFICER,1986-11-17,2018-10-24
,21417,6730,POLICE OFFICER,1999-05-19,2003-07-01
9480,21417,20437,DETECTIVE,2003-07-01,
9498,21435,16347,POLICE OFFICER,2004-02-06,2018-01-30
9515,21452,13548,POLICE OFFICER,2002-07-23,
9538,21476,16962,POLICE OFFICER,2013-08-20,
9622,21559,15654,POLICE OFFICER,2005-03-11,
9636,21573,15805,POLICE OFFICER,1987-12-07,2019-01-15
9650,21587,13700,POLICE OFFICER,1996-12-23,
,21600,16459,POLICE OFFICER,1998-02-05,2001-02-28
,21600,12351,POLICE OFFICER,2001-02-28,2013-02-07
9663,21600,20019,DETECTIVE,2013-02-07,
,21665,11862,POLICE OFFICER,1995-11-08,2000-08-31
,21665,21304,DETECTIVE,2000-08-31,2006-06-26
9728,21665,20748,DETECTIVE,2006-06-26,
,21739,15257,POLICE OFFICER,1996-04-09,2007-01-24
9802,21739,6464,POLICE OFFICER,2007-01-24,
,21751,4325,POLICE OFFICER,1998-11-18,2004-10-29
9814,21751,1610,SERGEANT,2004-10-29,
9851,21788,12950,POLICE OFFICER,2006-02-22,2011-06-13
,21788,12950,POLICE OFFICER,2011-12-07,
,21812,15986,POLICE OFFICER,1996-02-23,2001-05-01
9875,21812,19373,POLICE OFFICER,2001-05-01,
,21930,12518,POLICE OFFICER,2002-04-30,2005-07-11
,21930,12518,POLICE OFFICER,2005-07-14,2007-03-30
,21930,11131,POLICE OFFICER,2005-07-12,2005-07-13
9993,21930,20714,DETECTIVE,2007-03-30,
10065,22002,12305,POLICE OFFICER,1998-01-20,
,#U105834,13693,POLICE OFFICER,2016-10-19,
10168,22103,19650,POLICE OFFICER,1997-05-12,
,22270,11508,POLICE OFFICER,2001-02-20,2013-05-09
,22270,11508,POLICE OFFICER,2013-05-10,2013-05-10
10335,22270,3141,POLICE OFFICER,2013-05-10,
10400,22335,14511,POLICE OFFICER,1998-01-20,
10586,22521,18525,POLICE OFFICER,2016-03-02,
10609,22544,12881,POLICE OFFICER,2015-12-23,
,22550,9048,POLICE OFFICER,1999-07-30,2005-04-25
10615,22550,9203,POLICE OFFICER,2005-04-25,
10882,22815,16233,POLICE OFFICER,2003-07-10,
,22885,18814,POLICE OFFICER,1995-12-18,2015-04-16
10952,22885,21500,DETECTIVE,2015-04-16,
10983,22914,4746,POLICE OFFICER,1994-09-30,
,#U105864,17304,POLICE OFFICER,2017-04-26,
11155,23088,2327,SERGEANT,1998-08-06,2016-05-13
,#U105867,10229,POLICE OFFICER,2016-10-19,
11234,23167,17817,POLICE OFFICER,1998-01-19,2001-12-06
,23167,17817,POLICE OFFICER,2003-02-04,2016-09-15
11368,23301,5899,POLICE OFFICER,2006-11-20,2018-06-26
,23301,20434,DETECTIVE,2018-06-27,2019-09-09
,23301,21055,DETECTIVE,2019-09-09,
,23346,20275,DETECTIVE,1996-12-13,2001-05-31
11413,23346,1559,SERGEANT,2001-05-31,2017-02-01
,23346,324,LIEUTENANT,2017-02-01,
11459,23392,8206,POLICE OFFICER,2000-04-06,
,23482,17093,POLICE OFFICER,2001-01-11,2001-07-30
,23482,2999,POLICE OFFICER,2001-07-30,2015-04-16
11549,23482,21613,DETECTIVE,2015-04-16,
11631,23564,13717,POLICE OFFICER,2013-05-08,
,23564,13717,FIELD TRAINING OFFICER,,
,23654,7874,POLICE OFFICER,1994-05-08,2015-04-16
