right_idx,left_idx,score
116380,20177,11.5
116383,22302,11.0
116384,23499,10.5
116385,13316,11.5
116386,20088,11.5
116392,12706,11.0
116393,12854,11.5
116396,13687,11.5
116397,13788,11.5
116398,13838,11.5
116400,14271,11.5
116406,14721,11.5
116407,14768,11.5
116409,14899,10.5
116413,16080,11.5
116414,16386,11.5
116419,17561,11.5
116423,18181,11.5
116427,18644,11.5
116428,18744,11.5
116432,19248,11.5
116439,20313,11.5
116443,21450,10.5
116449,22343,11.5
116461,13151,11.5
116462,13377,11.5
116468,18748,11.5
116470,20962,10.5
116472,22222,10.0
116475,12971,11.5
116476,13822,11.5
116480,17496,11.5
116481,18776,11.5
116483,20670,9.5
116484,21033,11.5
116485,21652,11.0
116487,12250,11.5
116488,12829,11.5
116489,13686,10.5
116490,14194,7.5
116491,23294,10.5
116500,23456,11.5
116501,17935,10.5
116502,15110,10.5
116503,16150,11.5
116504,16324,11.5
116505,23201,11.5
116507,12116,11.5
116511,12686,10.5
116512,12796,11.5
116514,13322,11.5
116515,13332,11.5
116516,13479,11.5
116517,13957,10.5
116518,13988,10.5
116519,14184,11.5
116520,14478,11.5
116523,15258,11.5
116525,15451,9.5
116527,15792,11.5
116530,16565,11.5
116531,16623,11.5
116532,16846,10.5
116534,17242,11.5
116535,17284,11.5
116536,18009,10.5
116540,18847,11.5
116541,19055,11.5
116543,20876,11.5
116544,20926,11.5
116545,21268,11.5
116546,21579,11.5
116547,21630,11.5
116548,21671,11.5
116549,21683,11.5
116552,22022,9.0
116553,22286,10.5
116555,22318,11.5
116558,22632,11.5
116563,23439,11.5
116564,12147,11.5
116565,15632,11.5
116566,21918,11.5
116567,13664,11.5
116568,17723,11.5
116569,17236,11.5
116570,23500,11.5
116571,14769,11.5
116572,12514,10.5
116573,12883,11.5
116574,12887,11.5
116576,13051,11.5
116577,13469,11.5
116578,13512,11.5
116579,13630,11.5
116580,13933,10.5
116581,14258,11.5
116582,14389,11.5
116584,15134,10.5
116585,15430,11.5
116586,15471,11.5
116589,17970,11.5
116590,18226,11.5
116592,18772,11.5
116593,19133,11.5
116596,21656,11.5
116597,22023,11.5
116598,22657,9.5
116600,23127,11.5
116601,13953,11.5
116602,23874,11.5
116606,13708,11.5
116607,18652,11.5
116608,23501,11.5
116609,13623,11.5
116610,16869,11.5
116613,23379,11.5
116614,21580,11.5
116616,23326,10.5
116617,12280,11.5
116618,20221,11.5
116619,22574,11.5
116620,23587,11.5
116622,18465,11.5
116623,14972,11.5
116625,11981,11.5
116628,12252,10.5
116632,12617,11.5
116637,12749,11.5
116639,12909,11.5
116640,12912,11.5
116644,13040,11.5
116646,13065,11.5
116655,13425,11.5
116663,14026,11.5
116669,14390,11.5
116676,14777,10.5
116684,15085,11.5
116686,15243,11.5
116692,15463,11.5
116695,15614,11.5
116697,15795,11.5
116699,15828,11.5
116712,16421,11.5
116714,16520,10.0
116715,16540,11.5
116724,16894,10.5
116726,16947,11.5
116730,16990,11.5
116734,17075,11.5
116735,17076,11.5
116736,17185,10.5
116739,17253,11.5
116743,17377,11.5
116745,17461,11.5
116755,17644,11.5
116757,17658,11.5
116762,17889,10.5
116763,17940,11.5
116764,17978,11.5
116765,17986,11.5
116769,18345,11.5
116772,18575,11.5
116774,18757,11.5
116778,18969,11.5
116779,19022,11.5
116783,19117,10.5
116784,19122,11.5
116788,19225,11.5
116789,19247,11.5
116790,19268,10.5
116791,19394,11.5
116798,20016,11.5
116799,20048,11.5
116806,20410,11.5
116809,20514,11.5
116812,20652,11.5
116813,20818,11.5
116818,21170,10.5
116821,21318,11.5
116822,21320,11.5
116824,21392,10.5
116827,21702,11.5
116829,21896,10.5
116835,22024,11.5
116838,22251,9.5
116839,22304,11.5
116840,22350,11.5
116844,22413,11.5
116849,22662,11.5
116851,22836,11.5
116854,22878,11.5
116855,22957,11.5
116859,23155,11.5
116861,23173,11.5
116864,23295,11.5
116867,23336,11.5
116870,23362,11.5
116871,23373,11.5
116874,23455,11.5
116882,23630,10.5
116883,23760,10.5
116887,22767,11.5
116891,14964,11.5
116894,20202,11.0
116895,20582,11.5
116896,15486,11.5
116898,22071,10.5
116901,15722,11.5
116902,17586,11.5
116903,18033,11.5
116906,20510,10.5
116908,22638,11.5
116910,23502,11.5
116911,15437,9.5
116913,12117,11.5
116914,12220,11.5
116917,12486,11.5
116919,12541,11.5
116920,12601,11.5
116922,12673,11.5
116924,12899,11.5
116925,12947,11.5
116926,13010,11.5
116928,13105,11.5
116929,13104,11.5
116930,13145,11.5
116931,13195,11.5
116932,13203,10.5
116933,13211,11.5
116935,13260,11.5
116938,13421,11.5
116940,13513,11.5
116941,13624,11.5
116942,13821,11.5
116943,13873,11.5
116945,13963,
116946,13964,11.5
116949,14125,10.5
116952,14224,11.5
116953,14237,11.5
116957,14611,11.5
116959,14667,11.5
116960,14770,11.5
116961,14818,11.5
116962,14819,11.5
116965,14887,11.5
116971,15217,11.5
116973,15247,11.5
116977,15354,11.5
116978,15434,11.5
116979,15443,11.5
116980,15447,11.5
116981,15586,10.0
116982,15615,11.5
116983,15663,11.5
116985,15702,10.5
116986,15723,11.5
116987,15783,10.5
116990,15800,11.5
116992,15983,11.0
116993,15989,11.5
116994,15999,11.0
116995,16002,10.5
116996,16013,11.5
116997,16037,11.5
117000,16172,11.5
117001,16206,11.5
117003,16258,11.5
117005,16371,11.5
117007,16489,11.0
117009,16594,11.5
117010,16707,11.5
117012,16962,11.5
117013,17018,11.5
117016,17077,11.5
117018,17337,11.5
117020,17360,11.5
117021,17361,11.5
117022,17379,10.5
117024,17435,11.5
117025,17440,11.5
117026,17517,11.5
117027,17583,11.5
117029,17642,11.5
117030,17767,11.5
117031,17857,10.5
117033,18073,11.5
117035,18230,11.5
117036,18236,10.5
117037,18246,11.5
117039,18375,11.5
117041,18430,11.5
117045,18669,11.5
117048,18781,10.5
117050,18790,11.5
117051,18805,11.5
117052,18833,11.5
117056,19249,11.5
117058,19335,11.5
117059,19344,11.5
117060,19352,11.5
117063,19395,11.5
117064,19440,11.5
117066,19493,11.0
117067,19502,11.5
117069,19614,10.5
117072,19678,10.5
117073,19689,11.5
117077,19757,11.5
117078,19867,11.5
117079,19929,10.5
117080,19939,11.5
117081,20117,11.5
117083,20351,11.5
117084,20381,11.5
117086,20523,11.5
117088,20616,11.5
117090,20669,10.5
117092,20746,10.5
117093,20836,11.5
117095,21072,11.5
117099,21373,11.5
117101,21372,11.5
117102,21401,11.5
117104,21645,11.5
117105,21703,11.5
117106,21745,9.5
117107,21795,11.5
117108,21804,10.5
117110,22025,11.5
117114,22175,11.5
117115,22226,11.5
117116,22229,11.5
117117,22265,11.5
117118,22273,11.5
117121,22511,11.5
117123,22528,11.5
117125,22597,11.5
117126,22654,11.5
117127,22843,11.5
117128,23245,11.5
117130,23412,11.5
117131,23440,11.5
117132,23503,11.5
117134,23591,11.5
117136,23678,11.5
117137,23703,11.5
117138,23841,11.5
117139,18175,11.5
117150,22405,11.5
117151,23504,11.5
117154,22364,11.5
117158,12044,11.5
117159,12086,9.5
117160,12860,11.5
117161,12977,11.5
117163,13278,9.5
117164,13977,11.5
117167,15139,11.5
117171,16834,11.5
117172,13480,11.5
117173,17184,10.5
117175,17610,11.5
117176,17660,11.5
117177,17664,11.0
117178,17793,10.5
117179,17967,11.5
117180,18044,11.5
117183,18588,11.5
117184,18861,11.5
117185,19424,10.5
117186,19524,10.5
117187,19878,11.5
117188,19956,11.5
117189,20910,11.5
117194,22026,11.5
117196,22837,11.5
117197,22911,11.0
117198,23658,11.5
117199,23789,11.5
117203,21354,10.5
117204,22326,11.5
117208,18225,11.5
117210,17265,10.5
117216,19595,10.5
117217,19459,11.5
117218,20366,11.5
117219,12521,11.5
117220,15049,10.5
117222,13647,11.5
117223,16591,11.5
117225,13684,11.0
117227,15074,11.5
117228,16268,11.5
117229,17431,10.5
117230,18539,11.5
117231,20663,11.5
117234,12570,11.5
117235,20466,11.5
117239,17550,11.5
117240,18397,11.5
117242,22752,11.5
117243,17518,11.5
117245,13399,11.0
117247,23777,11.5
117248,14712,11.5
117250,16973,11.5
117251,17639,10.5
117252,18008,11.5
117253,19315,10.5
117254,20927,11.5
117255,21677,11.5
117256,21653,11.5
117257,23612,11.5
117258,23725,11.5
117259,18340,11.5
117260,18638,11.5
117262,23825,11.5
117263,15804,10.5
117265,17271,11.5
117266,17534,10.5
117267,12594,11.5
117269,13551,11.0
117271,14298,11.5
117273,15672,11.5
117276,17263,11.5
117281,12764,11.5
117282,13204,11.0
117283,13233,11.5
117285,15482,11.5
117286,15784,11.5
117287,16078,11.5
117289,17785,11.5
117290,18045,11.5
117291,19396,10.5
117292,20153,10.5
117293,22970,11.5
117294,23174,11.5
117297,14118,11.5
117308,20296,11.5
117309,23413,11.5
117312,19322,11.5
117313,16326,10.5
117315,21897,10.5
117317,12118,10.5
117319,12221,11.5
117320,22782,11.5
117328,17959,11.5
117329,14991,11.5
117330,15768,11.5
117337,23386,10.5
117339,19883,11.5
117340,12621,11.5
117341,16251,11.5
117343,18642,11.5
117344,20879,11.5
117346,23272,11.5
117350,23143,11.5
117351,20796,11.5
117352,12343,10.5
117360,12987,10.5
117361,13025,11.5
117368,14960,11.5
117374,16642,11.5
117376,16728,10.5
117381,17791,11.5
117398,21951,11.5
117399,22027,11.5
117400,22066,11.5
117403,22351,10.5
117404,22367,10.0
117405,22548,10.0
117406,22604,11.5
117411,23306,11.5
117418,16327,10.5
117419,19178,11.5
117420,22529,11.5
117421,19269,11.5
117422,19473,11.5
117423,13619,10.5
117424,19179,11.5
117425,22028,11.5
117426,20137,11.5
117429,22530,11.5
117430,15355,11.5
117431,16328,11.5
117432,13391,11.5
117433,14262,11.5
117435,23505,11.5
117436,12350,11.5
117437,17151,11.5
117438,12972,11.5
117440,12006,11.5
117441,12190,11.0
117443,12836,11.5
117444,12983,11.5
117445,13400,11.5
117447,14882,11.5
117449,15404,11.5
117450,16056,11.5
117452,16624,11.5
117454,17621,11.5
117456,17676,11.5
117457,17911,10.0
117458,18256,11.5
117459,18373,10.5
117461,19023,11.5
117462,19037,11.0
117464,19666,11.5
117465,19772,11.5
117468,21957,11.5
117469,22358,11.5
117472,23380,10.5
117473,23763,11.5
117474,15167,11.5
117476,13020,11.5
117479,13737,11.5
117480,22870,8.5
117483,16199,10.5
117487,13881,11.5
117495,19798,11.5
117501,12862,11.5
117503,20931,11.5
117504,23506,10.5
117505,18841,11.5
117506,17462,11.5
117508,17078,11.5
117511,16028,11.5
117513,13028,11.5
117515,12005,11.5
117517,12037,11.5
117530,12884,10.5
117550,14078,10.5
117553,14347,11.5
117562,14874,11.5
117566,15137,11.5
117575,15475,11.5
117580,16071,11.5
117585,16463,11.5
117588,16566,11.5
117591,16636,11.5
117600,17329,10.5
117601,17404,11.5
117606,17874,10.5
117608,18190,11.5
117628,19835,11.0
117632,20119,11.5
117636,20656,11.5
117647,21374,11.5
117650,21607,11.5
117653,21740,11.5
117661,22179,11.5
117662,22211,11.5
117664,22247,11.5
117669,22348,11.5
117670,22354,11.5
117676,22614,11.5
117683,23196,11.5
117684,23238,11.5
117700,12143,10.0
117704,13106,10.5
117706,23667,11.5
117712,13317,11.5
117713,14307,11.5
117715,14848,11.0
117718,16040,11.5
117720,16574,11.5
117728,20953,11.0
117732,22060,11.5
117735,22777,10.0
117739,23570,11.5
117740,12337,11.0
117749,19458,11.5
117751,12664,11.5
117753,20172,11.5
117755,20372,10.5
117756,12880,11.5
117759,16391,10.5
117761,12344,10.5
117763,14173,10.5
117772,17002,10.5
117779,20046,10.5
117780,20329,11.5
117804,14391,11.5
117807,15480,11.5
117810,16708,9.5
117815,22081,11.5
117817,22541,11.5
117845,15169,11.5
117850,15816,11.5
117855,16924,10.5
117856,16981,11.5
117872,19021,11.5
117873,19435,11.5
117891,21852,10.5
117904,23614,11.5
117910,19366,10.0
117911,20543,11.0
117914,13256,10.0
117915,20965,10.0
117916,21861,11.5
117917,15162,10.0
117920,14504,10.0
117922,19212,10.0
117924,21335,10.0
117960,22672,10.5
117963,12270,11.5
117964,12433,11.5
117965,17646,11.5
117967,16372,11.5
117969,23296,11.5
117975,15499,11.5
117976,15695,11.0
117978,16637,10.5
117985,19997,10.0
117989,22029,11.5
117993,20354,11.5
117995,12409,11.5
118000,15268,11.5
118006,20399,11.0
118010,22663,11.5
118011,22989,10.5
118012,23414,10.5
118013,13698,10.5
118014,14720,10.5
118015,17264,10.0
118016,21454,11.0
118017,23042,10.0
118019,12296,11.0
118021,14555,10.5
118025,12279,11.5
118027,14106,10.5
118028,14352,10.5
118047,16945,10.5
118048,15809,11.0
118050,22763,11.5
118053,16798,11.0
118054,23838,10.0
118062,20209,10.0
118069,12018,11.5
118073,12475,11.0
118074,12542,10.5
118075,12618,11.5
118079,13504,11.5
118084,14242,10.5
118085,14393,11.5
118086,14392,11.5
118094,15779,11.5
118096,15867,11.0
118100,16143,11.0
118110,18767,11.5
118111,18988,9.5
118112,19479,11.5
118116,19659,10.0
118123,21129,11.5
118124,21202,11.0
118125,21241,10.0
118129,22216,11.5
118135,23237,11.5
118138,23582,11.5
118148,14834,10.5
118151,20408,11.5
118153,12445,10.5
118154,11974,11.5
118155,12096,11.5
118156,12243,11.5
118157,12522,11.5
118159,13173,11.5
118160,13328,11.5
118163,13417,11.0
118164,13682,10.5
118165,13836,11.5
118166,14019,11.5
118167,14042,11.5
118168,14395,10.0
118169,14394,11.5
118170,14467,11.0
118172,14893,11.5
118173,14932,10.5
118175,15668,11.5
118176,15700,11.5
118177,15854,10.5
118178,15904,7.0
118180,16245,10.5
118181,16548,11.5
118182,16646,10.5
118183,18034,11.5
118185,18051,11.5
118186,18913,11.0
118188,21064,11.5
118189,21351,11.5
118193,22236,11.5
118196,22415,11.5
118198,22505,11.5
118199,22615,10.5
118200,22653,11.5
118201,22712,11.0
118202,22847,11.5
118203,22866,11.5
118205,23175,11.5
118207,23197,11.5
118208,23469,11.5
118209,17960,11.5
118210,15046,10.0
118211,21235,10.0
118213,22680,11.5
118215,12824,9.0
118217,12622,11.0
118218,23608,10.5
118219,22089,10.0
118220,13789,11.5
118222,12133,11.5
118226,16281,10.5
118231,18598,10.5
118233,19105,11.5
118240,21130,10.0
118241,23384,11.5
118243,20198,11.5
118247,13826,10.5
118251,19547,11.5
118253,22238,11.5
118257,23508,10.5
118263,15124,11.5
118268,21923,10.5
118269,23102,10.5
118272,23752,11.5
118274,19397,11.5
118281,13927,11.5
118286,21520,11.0
118293,18466,11.5
118298,23444,11.5
118299,13790,11.5
118300,14009,11.5
118301,14396,11.5
118303,20888,11.5
118304,22325,11.5
118310,17923,11.5
118311,16127,11.5
118317,15998,11.5
118321,23265,11.5
118325,16077,11.5
118328,22737,11.5
118331,21429,11.5
118339,12896,11.5
118350,14334,11.5
118351,14341,11.5
118354,14484,11.5
118368,15587,11.0
118371,17152,11.5
118374,17715,11.5
118378,17996,11.5
118381,18224,11.0
118382,18304,11.5
118395,19153,11.0
118396,19195,11.5
118397,19282,11.5
118398,19380,11.0
118403,19998,11.0
118407,20400,10.5
118410,20735,10.0
118411,21062,10.0
118421,22140,10.5
118425,22461,11.5
118428,22713,11.0
118434,23117,11.5
118443,15933,11.5
118447,16567,7.5
118449,19536,10.0
118450,19585,10.0
118458,16696,11.5
118461,12952,11.5
118464,23598,11.5
118468,19369,11.5
118476,21294,11.5
118482,19374,11.5
118485,19082,11.5
118486,20349,10.5
118488,21569,10.5
118489,12014,10.5
118490,12078,11.0
118491,12169,10.0
118495,12315,10.0
118496,13206,10.0
118498,13456,11.0
118500,13531,11.0
118501,13589,11.0
118502,14168,11.0
118505,15010,11.0
118506,15044,11.0
118507,15588,11.0
118508,15674,11.0
118509,15905,11.0
118510,16085,11.0
118511,17030,11.0
118512,17826,10.0
118514,18046,11.0
118515,18129,10.0
118516,18128,11.0
118518,18229,11.0
118519,18329,11.0
118520,18421,11.0
118522,19125,11.0
118523,19143,11.0
118524,19299,11.0
118526,19630,10.0
118528,19954,11.0
118530,19981,10.0
118532,20487,11.0
118536,20859,11.0
118537,21005,11.0
118538,21131,11.0
118539,21427,11.0
118540,21446,11.0
118542,22959,10.0
118543,23010,10.0
118545,15941,11.5
118546,15961,10.5
118548,23618,11.5
118549,23643,10.5
118554,13959,11.5
118555,14318,11.5
118556,17362,11.5
118557,18725,11.5
118558,19877,10.5
118559,21012,11.5
118560,21264,10.5
118562,14126,11.5
118563,23509,11.5
118570,16395,10.5
118574,19587,10.0
118575,21236,11.0
118576,14204,11.0
118585,13207,11.0
118586,13234,11.5
118587,20804,11.0
118590,12979,10.5
118594,12565,11.5
118596,13329,11.5
118603,18980,11.5
118609,20467,11.5
118611,21521,10.0
118629,13665,10.0
118633,20516,9.5
118636,12805,10.0
118642,12381,10.5
118645,22925,10.0
118646,15291,7.5
118648,22369,11.0
118649,12004,11.5
118650,16203,11.5
118652,20685,10.5
118653,21776,11.5
118654,12336,9.5
118660,23595,11.5
118661,13053,11.5
118662,14698,11.5
118665,22616,10.5
118668,13152,11.5
118669,17987,11.5
118671,23511,10.5
118672,23510,10.5
118674,16304,11.5
118675,19962,11.5
118677,22812,11.5
118678,18404,11.5
118680,16843,10.0
118684,12316,11.0
118685,12370,11.0
118689,14431,10.0
118690,14443,10.0
118694,15640,10.0
118696,15771,11.0
118697,15811,10.0
118698,15930,10.0
118700,16161,11.0
118701,16491,10.0
118702,16490,10.0
118703,17860,11.5
118705,18508,10.0
118707,19454,11.5
118710,20267,9.0
118712,20686,11.0
118713,20958,10.0
118716,22134,10.0
118718,12442,11.5
118719,11999,11.5
118720,13254,11.5
118721,13386,11.5
118723,14463,11.5
118724,14517,11.5
118726,16854,11.5
118727,16969,11.5
118728,17153,11.5
118729,17862,11.5
118730,18216,11.5
118731,19180,10.5
118734,20435,11.5
118735,20723,11.5
118736,21455,11.5
118740,16640,10.5
118743,20396,10.0
118744,22091,11.0
118746,21132,11.0
118753,23691,9.5
118754,12967,10.5
118755,13355,11.5
118759,19425,11.5
118761,12863,11.5
118762,13702,11.5
118763,17315,11.5
118766,11968,11.0
118767,12170,10.0
118768,13146,11.5
118769,13311,11.0
118770,13366,11.0
118772,14509,11.0
118773,15011,10.0
118774,15520,11.0
118775,15589,11.0
118777,17912,11.0
118778,18509,10.0
118779,18944,10.0
118780,18943,10.0
118781,20551,11.0
118782,20831,11.0
118783,21624,11.5
118784,21906,11.5
118785,22648,11.0
118786,22714,10.0
118788,23094,11.0
118789,23834,11.5
118790,12842,10.0
118791,13576,11.0
118794,16492,11.0
118795,20268,11.0
118796,13045,11.5
118797,13185,11.0
118798,14397,11.5
118799,14648,10.5
118800,14830,11.5
118804,16053,9.5
118805,16212,11.5
118807,16709,10.5
118809,18824,11.5
118810,19181,11.5
118811,19317,11.5
118814,23144,11.5
118817,16069,10.5
118818,19860,10.5
118821,12390,11.5
118824,12771,11.5
118827,13882,11.5
118831,14980,11.5
118832,15273,11.5
118837,16144,11.5
118841,16982,11.5
118844,17731,11.5
118847,18310,11.5
118851,19419,10.5
118853,20834,11.5
118854,21717,10.5
118855,21735,11.5
118856,22399,11.5
118857,23634,8.5
118858,15590,11.0
118859,21133,11.0
118861,20703,10.0
118862,13046,11.5
118863,18208,11.5
118864,18734,11.5
118865,23557,11.5
118869,16647,11.5
118870,18883,11.0
118871,19649,11.5
118872,12019,11.0
118874,12523,11.0
118875,12717,11.0
118876,13171,11.0
118877,13470,11.0
118880,13667,9.0
118881,13696,11.5
118882,14038,11.0
118883,14056,11.0
118885,15028,11.0
118887,15380,11.0
118888,15422,11.0
118892,16162,11.0
118895,16493,11.0
118896,16551,11.0
118897,16917,11.5
118898,17031,11.0
118900,17608,11.5
118902,18167,11.0
118904,18443,10.0
118907,19182,10.5
118909,19602,11.0
118912,19999,10.0
118913,20210,11.0
118916,20687,11.0
118917,21423,10.0
118918,21440,11.0
118919,21869,11.5
118923,22960,11.0
118925,22994,11.0
118927,23106,11.0
118928,23114,11.0
118929,23428,11.5
118930,23802,11.0
118931,21731,11.5
118933,15341,11.5
118934,16231,9.5
118935,21134,11.0
118937,19783,11.0
118938,14744,11.5
118939,14226,11.5
118941,16681,7.5
118943,18728,11.5
118948,15591,10.0
118949,23029,11.0
118950,13410,10.0
118951,21245,10.0
118952,13989,11.5
118955,21903,11.0
118956,20767,11.0
118962,14059,11.5
118963,14195,11.5
118964,15651,11.5
118966,17782,11.5
118973,12435,10.5
118976,19679,10.5
118979,12777,11.5
118982,14786,11.0
118983,15855,10.0
118987,19157,11.5
118989,20562,10.5
118993,22135,10.0
118994,22862,11.5
118996,23512,11.5
118999,17224,11.5
119000,18318,10.5
119001,19289,10.0
119003,12360,11.0
119004,13750,11.0
119008,15641,11.0
119010,15906,11.0
119011,16494,10.0
119013,17032,11.0
119016,18130,11.0
119018,18906,9.0
119019,18945,11.0
119020,18946,11.0
119023,20077,11.0
119025,20269,11.0
119027,20870,9.0
119029,21486,11.0
119030,21734,11.0
119032,22501,10.0
119033,22880,10.0
119035,22986,10.0
119036,23011,10.0
119037,12222,11.5
119044,12969,10.0
119046,20730,10.0
119049,15557,11.5
119051,18243,11.5
119053,19214,10.0
119054,22735,10.0
119055,12849,11.5
119056,13712,11.5
119057,17816,10.5
119062,11977,10.0
119063,11995,10.5
119064,12040,11.5
119065,12119,10.5
119066,12181,11.5
119067,12203,10.5
119069,12283,11.5
119072,12583,10.5
119073,12596,9.0
119075,12602,11.5
119077,12742,11.5
119078,12814,11.5
119079,12908,11.5
119080,12915,11.5
119081,12973,10.5
119082,13006,10.5
119083,13057,11.5
119084,13107,11.5
119085,13165,11.5
119086,13356,11.5
119088,13819,11.5
119089,13843,11.5
119090,13946,11.0
119091,14010,11.5
119092,14134,10.5
119094,14238,11.5
119095,14276,10.5
119096,14280,11.5
119098,14321,11.5
119099,14343,11.5
119101,14398,11.5
119103,14582,11.5
119104,14606,11.0
119106,14827,10.5
119107,14884,11.5
119108,14936,11.5
119110,15053,10.5
119111,15095,11.5
119112,15112,10.5
119113,15194,9.0
119115,15251,11.5
119116,15271,11.5
119117,15308,11.5
119120,15356,10.5
119122,15432,11.5
119123,15440,11.5
119126,15550,11.5
119127,15691,11.5
119130,15835,11.5
119131,15945,11.5
119134,16084,11.5
119135,16128,11.5
119140,16296,11.5
119146,16689,11.5
119147,16721,10.5
119148,16920,11.5
119149,16964,11.5
119150,16967,11.5
119151,17080,11.5
119152,17079,11.5
119154,17228,11.5
119155,17243,10.5
119156,17326,11.5
119161,17541,10.5
119164,17698,11.5
119165,17710,11.5
119166,17718,10.5
119167,17724,11.5
119168,17743,11.5
119169,17763,11.5
119170,17903,10.0
119174,18089,10.5
119179,18268,11.5
119181,18332,11.5
119182,18334,11.5
119184,18418,11.5
119185,18574,11.5
119186,18586,10.5
119187,18597,10.5
119188,18602,11.5
119189,18656,11.5
119190,18698,11.5
119191,18758,11.5
119195,18931,11.0
119196,18961,11.5
119197,19018,11.5
119198,19074,11.5
119200,19102,11.0
119202,19104,10.5
119203,19147,11.0
119204,19199,11.0
119207,19323,11.5
119208,19623,11.5
119209,19698,11.5
119210,19723,11.5
119213,19975,11.5
119214,20020,11.5
119215,20116,11.5
119216,20161,11.5
119217,20302,10.5
119219,20445,10.5
119220,20798,11.5
119222,20895,11.5
119223,20961,11.5
119224,21135,11.5
119225,21250,11.5
119227,21292,10.5
119230,21633,11.5
119231,21646,11.5
119233,21727,10.5
119237,21910,11.5
119238,21909,11.5
119239,21935,11.5
119240,21961,11.5
119243,22162,11.5
119245,22345,11.5
119246,22357,11.5
119249,22482,9.5
119254,22644,11.5
119255,22856,11.5
119256,22891,11.5
119258,22935,11.5
119260,22944,11.5
119261,23210,11.5
119262,23222,10.5
119263,23259,11.5
119264,23374,11.5
119265,23415,11.5
119266,23450,11.5
119267,23458,11.5
119268,23571,11.5
119270,23786,10.5
119271,23827,11.5
119273,23881,11.5
119274,14011,10.5
119277,17553,11.5
119278,22769,10.5
119280,23228,11.5
119281,23513,11.5
119283,18989,9.5
119284,14370,11.5
119286,17110,11.5
119287,17829,10.5
119288,20985,11.0
119289,22062,10.0
119291,13303,11.5
119292,14654,11.5
119293,16355,10.5
119294,16656,11.5
119295,17997,11.0
119296,19089,11.5
119299,20947,11.5
119300,23273,11.5
119302,17775,10.5
119303,21046,10.5
119305,17003,10.5
119306,23049,11.5
119307,12245,11.5
119310,12244,11.5
119323,23266,11.5
119324,23795,11.5
119325,12070,11.0
119328,15856,11.0
119329,17033,11.0
119331,22573,11.5
119332,23807,11.0
119333,11969,11.0
119337,12861,10.5
119339,12953,11.5
119340,13018,11.5
119345,13653,10.5
119351,14344,11.5
119357,15476,11.5
119364,15730,11.5
119367,16496,10.0
119375,17491,10.5
119377,17674,10.0
119380,17859,11.0
119382,17929,11.5
119383,18131,11.0
119384,18179,10.5
119387,18760,11.5
119389,18803,11.5
119391,18845,11.5
119395,19353,10.5
119396,19398,11.5
119398,19480,11.5
119399,19489,10.0
119403,19716,11.5
119406,19899,10.0
119408,20334,9.5
119409,20520,11.5
119412,20841,10.0
119414,20918,11.5
119417,20954,11.0
119418,21035,11.5
119424,21387,11.5
119428,22031,11.5
119429,22244,11.5
119433,22491,11.5
119438,22816,11.5
119441,22985,10.0
119442,23030,11.0
119443,23129,11.5
119444,23211,11.5
119450,16568,11.5
119451,13605,11.0
119460,12891,11.0
119461,13728,11.5
119464,14973,10.5
119466,18063,9.5
119470,19957,11.5
119471,19958,10.5
119473,20729,11.5
119478,23322,11.5
119481,23514,11.5
119486,12739,11.5
119487,12846,11.5
119489,13302,11.5
119493,13942,11.5
119507,15144,11.5
119516,16343,11.5
119519,16425,10.5
119520,16497,11.0
119527,17081,11.5
119528,17154,11.5
119537,18467,11.5
119539,18585,11.5
119540,18699,11.5
119549,19465,10.5
119556,19753,11.5
119557,19810,11.5
119558,20025,11.5
119564,20749,11.5
119568,21570,11.5
119575,22086,11.5
119585,23067,11.0
119588,23337,11.5
119591,23465,11.5
119592,23559,10.5
119595,23875,11.5
119604,18981,11.5
119605,15075,10.5
119609,15495,10.5
119620,19072,10.5
119631,16213,10.5
119632,20104,11.5
119633,15171,11.5
119635,23515,10.5
119636,17417,11.5
119637,19115,10.0
119638,16987,10.5
119639,23878,10.5
119640,13293,11.5
119641,14723,11.5
119643,18132,11.0
119648,20649,10.0
119649,19779,11.0
119650,16648,11.5
119651,14564,11.5
119653,17961,11.5
119656,11986,10.5
119657,12156,11.5
119658,12345,10.5
119659,12417,11.5
119661,12446,11.5
119664,12666,11.5
119665,12769,11.5
119666,12832,11.5
119667,12853,11.5
119669,12924,10.5
119671,12965,11.5
119674,13014,11.5
119675,13043,11.5
119676,13068,11.5
119677,13108,11.5
119678,13153,11.5
119679,13380,10.5
119680,13423,11.5
119681,13429,11.5
119682,13859,11.5
119683,13990,10.5
119685,14128,11.5
119689,14308,10.5
119690,14339,11.5
119691,14553,11.5
119695,15054,11.5
119696,15128,10.5
119697,15166,11.5
119698,15312,11.5
119702,15946,11.5
119703,15972,11.5
119704,15982,10.5
119705,16398,11.5
119707,16412,11.5
119708,16415,11.5
119709,16426,11.5
119710,16538,11.5
119711,16578,11.5
119712,16729,11.5
119713,16895,11.5
119714,17082,11.5
119715,17191,11.5
119716,17267,11.5
119717,17296,11.5
119718,17332,11.5
119720,17388,11.5
119721,17401,10.5
119723,17540,11.5
119724,17548,11.5
119725,17554,11.5
119726,17563,11.5
119727,17573,11.5
119730,17616,11.5
119731,17662,11.5
119732,18023,11.5
119734,18035,11.5
119735,18053,11.5
119736,18173,11.5
119737,18207,11.5
119739,18269,11.5
119741,18347,11.5
119744,18468,10.5
119745,18510,9.0
119747,18729,11.5
119748,18777,11.5
119749,18806,11.5
119750,18825,10.5
